"clock","utilization","count","workload usage"
"26.06","0.23","28","6.4143"
"26.38","0.22","28","6.2368"
"26.69","0.22","28","6.2119"
"27","0.23","28","6.3338"
"27.31","0.23","28","6.4085"
"27.63","0.23","28","6.4085"
"27.94","0.23","28","6.4085"
"28.25","0.22","28","6.2699"
"28.56","0.22","28.64","6.1609"
"28.88","0.21","28.39","6.0008"
"29.19","0.21","29.02","6.027"
"29.5","0.21","30","6.1972"
"29.81","0.21","30","6.2132"
"30.13","0.21","30","6.4472"
"30.44","0.22","30","6.7018"
"30.75","0.23","30","6.7931"
"31.06","0.23","30","6.7931"
"31.38","0.22","30.46","6.5776"
"31.69","0.22","31","6.6796"
"32","0.22","31","6.7331"
"32.31","0.21","31","6.4891"
"32.63","0.21","30.26","6.4515"
"32.94","0.22","30","6.4625"
"33.25","0.22","30","6.4789"
"33.56","0.22","30","6.4789"
"33.88","0.22","30","6.4789"
"34.19","0.22","30","6.4789"
"34.5","0.22","30","6.4789"
"34.81","0.22","30","6.4606"
"35.13","0.22","30","6.4807"
"35.44","0.22","30","6.5646"
"35.75","0.22","30","6.6057"
"36.06","0.22","30","6.6332"
"36.38","0.22","29.74","6.577"
"36.69","0.22","29","6.393"
"37","0.22","29","6.393"
"37.31","0.22","29","6.393"
"37.63","0.22","29","6.393"
"37.94","0.22","29","6.393"
"38.25","0.22","29","6.393"
"38.56","0.22","29","6.393"
"38.88","0.22","29","6.393"
"39.19","0.22","29","6.393"
"39.5","0.22","29","6.393"
"39.81","0.22","29","6.393"
"40.13","0.22","29","6.2997"
"40.44","0.22","29","6.3407"
"40.75","0.23","29","6.5387"
"41.06","0.23","29","6.5387"
"41.38","0.23","29","6.5387"
"41.69","0.23","29","6.5428"
"42","0.23","29","6.6338"
"42.31","0.23","29","6.5692"
"42.63","0.22","29","6.3912"
"42.94","0.22","29","6.3912"
"43.25","0.21","29","6.2225"
"43.56","0.21","29","6.0066"
"43.88","0.2","29","5.8724"
"44.19","0.2","28.98","5.8697"
"44.5","0.2","28","5.6995"
"44.81","0.2","28","5.5501"
"45.13","0.2","28","5.5266"
"45.44","0.2","28","5.5266"
"45.75","0.2","28","5.5266"
"46.06","0.2","28","5.5266"
"46.38","0.2","28","5.5266"
"46.69","0.2","28","5.5266"
"47","0.2","28","5.5266"
"47.31","0.2","28","5.5266"
"47.63","0.2","28.03","5.631"
"47.94","0.2","28.18","5.7029"
"48.25","0.2","29","5.7037"
"48.56","0.2","28.14","5.6837"
"48.88","0.2","28","5.6806"
"49.19","0.2","28","5.6806"
"49.5","0.2","28","5.6806"
"49.81","0.2","28","5.6241"
"50.13","0.2","28","5.5334"
"50.44","0.2","28","5.5316"
"50.75","0.19","28","5.3449"
"51.06","0.19","28","5.3895"
"51.38","0.2","28","5.5756"
"51.69","0.19","27.66","5.2928"
"52","0.19","27","5.1779"
"52.31","0.19","27","5.1779"
"52.63","0.19","27","5.1779"
"52.94","0.19","27","5.1779"
"53.25","0.19","27","5.1779"
"53.56","0.19","27","5.1779"
"53.88","0.19","27","5.1779"
"54.19","0.2","26.09","5.1281"
"54.5","0.19","26","5.0467"
"54.81","0.19","26","5.0401"
"55.13","0.19","26.84","5.043"
"55.44","0.19","27","4.9976"
"55.75","0.18","27","4.9947"
"56.06","0.18","27","4.9947"
"56.38","0.19","27","5.0107"
"56.69","0.19","26.5","4.9756"
"57","0.19","26","4.9621"
"57.31","0.2","26","5.2061"
"57.63","0.21","26","5.3441"
"57.94","0.21","26","5.4561"
"58.25","0.22","26","5.5981"
"58.56","0.22","26","5.7061"
"58.88","0.22","26","5.7061"
"59.19","0.22","26","5.7061"
"59.5","0.22","26","5.7061"
"59.81","0.22","26","5.7061"
"60.13","0.22","26","5.7061"
"60.44","0.22","26","5.7061"
"60.75","0.22","25.53","5.6555"
"61.06","0.22","25","5.5674"
"61.38","0.22","25.62","5.674"
"61.69","0.22","26","5.7404"
"62","0.22","26","5.7404"
"62.31","0.22","26","5.7404"
"62.63","0.22","26","5.7404"
"62.94","0.22","26","5.7404"
"63.25","0.22","26","5.7404"
"63.56","0.22","26","5.7404"
"63.88","0.22","26","5.8358"
"64.19","0.23","26","5.9133"
"64.5","0.23","26","5.9139"
"64.81","0.23","26","5.9381"
"65.13","0.23","26","5.9381"
"65.44","0.23","26","5.9181"
"65.75","0.22","26","5.7125"
"66.06","0.22","26","5.7129"
"66.38","0.22","26","5.7129"
"66.69","0.22","26","5.7129"
"67","0.22","26","5.7129"
"67.31","0.22","26","5.7129"
"67.63","0.22","26","5.7129"
"67.94","0.21","26","5.5169"
"68.25","0.21","25.37","5.3715"
"68.56","0.21","25","5.3182"
"68.88","0.21","25","5.3182"
"69.19","0.21","25","5.3182"
"69.5","0.21","25","5.2562"
"69.81","0.2","25.64","5.1624"
"70.13","0.2","26","5.2894"
"70.44","0.21","26","5.4654"
"70.75","0.21","26","5.5476"
"71.06","0.22","26","5.636"
"71.38","0.22","26","5.6487"
"71.69","0.22","26","5.6487"
"72","0.22","25.49","5.6372"
"72.31","0.22","26","5.6641"
"72.63","0.22","26","5.6641"
"72.94","0.22","26","5.6641"
"73.25","0.22","26","5.7463"
"73.56","0.22","26","5.8088"
"73.88","0.22","26","5.8068"
"74.19","0.21","25.95","5.5505"
"74.5","0.21","25.5","5.473"
"74.81","0.22","26","5.6529"
"75.13","0.22","26","5.7317"
"75.44","0.22","26","5.6397"
"75.75","0.21","26","5.4817"
"76.06","0.21","26","5.4817"
"76.38","0.21","26","5.4817"
"76.69","0.21","26","5.4817"
"77","0.21","26","5.4817"
"77.31","0.21","26","5.4817"
"77.63","0.2","26","5.3037"
"77.94","0.2","26","5.2317"
"78.25","0.2","26","5.2317"
"78.56","0.2","26","5.2317"
"78.88","0.2","26","5.2317"
"79.19","0.19","27.54","5.2581"
"79.5","0.19","28","5.2532"
"79.81","0.19","28","5.3249"
"80.13","0.19","28","5.4352"
"80.44","0.19","28","5.432"
"80.75","0.19","28","5.432"
"81.06","0.19","28","5.4416"
"81.38","0.19","28","5.4551"
"81.69","0.19","28","5.4551"
"82","0.19","28","5.4551"
"82.31","0.2","28","5.6391"
"82.63","0.2","28","5.7051"
"82.94","0.2","28","5.7051"
"83.25","0.2","28","5.7051"
"83.56","0.2","28","5.5531"
"83.88","0.2","28","5.4875"
"84.19","0.2","28","5.4886"
"84.5","0.2","28","5.4886"
"84.81","0.2","28","5.4886"
"85.13","0.19","28","5.3267"
"85.44","0.19","28","5.3156"
"85.75","0.19","28","5.3156"
"86.06","0.19","28","5.2462"
"86.38","0.18","28","5.171"
"86.69","0.18","28","5.171"
"87","0.18","28","5.171"
"87.31","0.19","27.07","5.0105"
"87.63","0.18","26.45","4.766"
"87.94","0.18","26","4.6779"
"88.25","0.18","26","4.6559"
"88.56","0.17","26","4.5333"
"88.88","0.17","26","4.5333"
"89.19","0.18","26","4.655"
"89.5","0.19","25.53","4.8609"
"89.81","0.19","25","4.8405"
"90.13","0.19","25","4.8405"
"90.44","0.19","25","4.8405"
"90.75","0.2","25","4.8996"
"91.06","0.2","25","4.9852"
"91.38","0.2","25","4.9818"
"91.69","0.2","25","4.9604"
"92","0.2","25","5.0287"
"92.31","0.21","25","5.1257"
"92.63","0.21","25","5.1454"
"92.94","0.21","25.27","5.1854"
"93.25","0.2","26","5.2926"
"93.56","0.2","26","5.1166"
"93.88","0.19","26.42","5.0538"
"94.19","0.19","26","5.0442"
"94.5","0.19","26","5.0442"
"94.81","0.19","26","5.0381"
"95.13","0.19","26","5.0057"
"95.44","0.19","26","5.0281"
"95.75","0.18","26","4.6399"
"96.06","0.17","26","4.3105"
"96.38","0.16","26.04","4.2945"
"96.69","0.17","27","4.503"
"97","0.17","27","4.5011"
"97.31","0.16","27","4.4099"
"97.63","0.16","27","4.2975"
"97.94","0.16","27","4.2975"
"98.25","0.16","27","4.2975"
"98.56","0.16","27","4.2975"
"98.88","0.16","27","4.2975"
"99.19","0.17","27","4.5335"
"99.5","0.17","27","4.5475"
"99.81","0.16","27","4.4313"
"100.13","0.16","27","4.3746"
"100.44","0.16","26.15","4.2639"
"100.75","0.17","26","4.3746"
"101.06","0.17","26","4.3746"
"101.38","0.17","26","4.3746"
"101.69","0.17","26","4.4603"
"102","0.17","26","4.5475"
"102.31","0.17","26","4.5475"
"102.63","0.18","25.54","4.5299"
"102.94","0.18","25","4.5089"
"103.25","0.18","24.72","4.4981"
"103.56","0.19","24","4.4703"
"103.88","0.19","24","4.4703"
"104.19","0.19","24","4.4703"
"104.5","0.19","24","4.4703"
"104.81","0.19","23.52","4.4009"
"105.13","0.19","23","4.3086"
"105.44","0.19","23","4.2853"
"105.75","0.19","23","4.2853"
"106.06","0.19","23","4.3019"
"106.38","0.19","23","4.4762"
"106.69","0.2","23.75","4.7612"
"107","0.2","24","4.8041"
"107.31","0.2","24","4.8041"
"107.63","0.2","24","4.8041"
"107.94","0.2","24","4.8041"
"108.25","0.2","23.11","4.7201"
"108.56","0.2","23","4.5865"
"108.88","0.2","22.67","4.5362"
"109.19","0.2","22","4.3806"
"109.5","0.2","22","4.3806"
"109.81","0.2","22","4.3806"
"110.13","0.21","22","4.5666"
"110.44","0.21","22.69","4.6614"
"110.75","0.2","23","4.6941"
"111.06","0.2","23","4.6941"
"111.38","0.2","23","4.6941"
"111.69","0.2","23","4.6941"
"112","0.2","23","4.6941"
"112.31","0.2","23","4.6941"
"112.63","0.2","23","4.6941"
"112.94","0.2","23","4.6941"
"113.25","0.2","23","4.6941"
"113.56","0.2","23","4.6941"
"113.88","0.21","22.45","4.6128"
"114.19","0.21","22","4.5469"
"114.5","0.21","22","4.5469"
"114.81","0.21","22","4.5469"
"115.13","0.21","22","4.5469"
"115.44","0.2","22.37","4.5617"
"115.75","0.19","23.89","4.6215"
"116.06","0.19","25.02","4.8052"
"116.38","0.19","27.58","5.1989"
"116.69","0.19","28","5.2149"
"117","0.18","28","5.0503"
"117.31","0.19","28.74","5.4604"
"117.63","0.19","29","5.5172"
"117.94","0.19","29","5.5172"
"118.25","0.19","29","5.5172"
"118.56","0.19","29","5.5222"
"118.88","0.19","29","5.5558"
"119.19","0.19","29","5.6069"
"119.5","0.21","29","5.953"
"119.81","0.21","29","5.953"
"120.13","0.21","29","5.953"
"120.44","0.21","29","5.953"
"120.75","0.21","29","5.953"
"121.06","0.21","29","5.953"
"121.38","0.21","29","5.953"
"121.69","0.21","29","5.953"
"122","0.21","29","5.953"
"122.31","0.21","29","5.953"
"122.63","0.21","29","5.953"
"122.94","0.21","29","5.953"
"123.25","0.21","29","5.953"
"123.56","0.21","29","6.145"
"123.88","0.22","29","6.2542"
"124.19","0.22","29","6.4645"
"124.5","0.23","29","6.7218"
"124.81","0.23","29","6.7218"
"125.13","0.23","29","6.7218"
"125.44","0.23","29","6.7218"
"125.75","0.23","29","6.7218"
"126.06","0.23","29","6.7218"
"126.38","0.23","29","6.7218"
"126.69","0.24","28.71","6.7822"
"127","0.24","29","6.9086"
"127.31","0.23","29.74","6.9468"
"127.63","0.23","30","6.9606"
"127.94","0.24","29.22","6.9289"
"128.25","0.24","29","6.9202"
"128.56","0.24","29.54","7.031"
"128.88","0.24","29.35","7.0911"
"129.19","0.24","28.89","7.0453"
"129.5","0.24","27.08","6.5933"
"129.81","0.24","27","6.5733"
"130.13","0.24","27","6.5733"
"130.44","0.24","27","6.5733"
"130.75","0.25","27","6.6833"
"131.06","0.25","27","6.8233"
"131.38","0.25","27","6.6613"
"131.69","0.24","27","6.4653"
"132","0.23","27","6.3233"
"132.31","0.24","26.62","6.3144"
"132.63","0.24","26.23","6.3077"
"132.94","0.23","27","6.3443"
"133.25","0.24","27","6.3559"
"133.56","0.24","27","6.3559"
"133.88","0.24","27","6.3559"
"134.19","0.24","27","6.3559"
"134.5","0.24","27","6.3559"
"134.81","0.24","27","6.3559"
"135.13","0.24","27","6.3559"
"135.44","0.24","27","6.3559"
"135.75","0.24","27","6.3803"
"136.06","0.24","27","6.3807"
"136.38","0.24","27","6.3807"
"136.69","0.24","27","6.3807"
"137","0.24","27","6.3807"
"137.31","0.24","26.94","6.3696"
"137.63","0.24","26","6.2077"
"137.94","0.24","25.57","6.1496"
"138.25","0.24","25","5.9962"
"138.56","0.24","25","5.9962"
"138.88","0.24","25","5.9962"
"139.19","0.23","25","5.8476"
"139.5","0.23","25","5.7517"
"139.81","0.23","25","5.7461"
"140.13","0.23","25","5.7112"
"140.44","0.23","25","5.7075"
"140.75","0.24","23.67","5.562"
"141.06","0.24","22.68","5.3719"
"141.38","0.24","22","5.2019"
"141.69","0.24","22","5.2019"
"142","0.24","22","5.2019"
"142.31","0.24","22","5.2019"
"142.63","0.24","22","5.2019"
"142.94","0.24","22","5.2019"
"143.25","0.24","22","5.2019"
"143.56","0.24","22","5.1747"
"143.88","0.23","22","5.1633"
"144.19","0.23","22","5.1633"
"144.5","0.23","22","5.1633"
"144.81","0.23","22","5.1633"
"145.13","0.23","22","5.1213"
"145.44","0.22","22","4.9133"
"145.75","0.22","22","4.9133"
"146.06","0.22","22","4.9408"
"146.38","0.23","22","4.9638"
"146.69","0.23","22","4.9638"
"147","0.23","22","4.9638"
"147.31","0.23","22","4.9638"
"147.63","0.24","20.26","4.769"
"147.94","0.24","20","4.7275"
"148.25","0.24","20","4.7313"
"148.56","0.24","20.48","4.8723"
"148.88","0.25","20","4.9697"
"149.19","0.25","20","4.9493"
"149.5","0.24","20.98","5.0914"
"149.81","0.24","21","5.0938"
"150.13","0.24","21","5.1058"
"150.44","0.23","21","4.9225"
"150.75","0.23","21","4.8685"
"151.06","0.23","21","4.8685"
"151.38","0.23","21.39","4.8702"
"151.69","0.22","22.18","4.8856"
"152","0.21","23","4.9174"
"152.31","0.21","23","4.9174"
"152.63","0.21","23.14","4.9403"
"152.94","0.22","24","5.1608"
"153.25","0.22","24","5.1982"
"153.56","0.21","24.7","5.221"
"153.88","0.2","26","5.1156"
"154.19","0.19","26","4.9275"
"154.5","0.19","26","4.9275"
"154.81","0.18","26","4.7595"
"155.13","0.18","26","4.6775"
"155.44","0.18","26","4.6775"
"155.75","0.18","26.25","4.7395"
"156.06","0.18","27.86","5.1435"
"156.38","0.18","28","5.1775"
"156.69","0.18","28","5.1775"
"157","0.18","28","5.1775"
"157.31","0.18","28","5.1775"
"157.63","0.18","28","5.1775"
"157.94","0.19","28","5.2695"
"158.25","0.19","28","5.4275"
"158.56","0.2","28.99","5.803"
"158.88","0.2","29","5.8221"
"159.19","0.2","29","5.8221"
"159.5","0.2","29","5.8921"
"159.81","0.21","29","6.0721"
"160.13","0.21","29","6.0721"
"160.44","0.21","29","6.0721"
"160.75","0.21","29","6.0721"
"161.06","0.21","29","6.0721"
"161.38","0.21","29","6.0721"
"161.69","0.21","29","6.0721"
"162","0.21","28.5","6.0596"
"162.31","0.22","28","6.0331"
"162.63","0.22","27.16","5.9801"
"162.94","0.22","27","5.972"
"163.25","0.22","27","5.972"
"163.56","0.22","27","5.972"
"163.88","0.22","27","5.972"
"164.19","0.22","27","5.972"
"164.5","0.22","27","5.972"
"164.81","0.22","27","5.972"
"165.13","0.22","27","5.897"
"165.44","0.22","27","6.0681"
"165.75","0.23","27","6.2162"
"166.06","0.23","26.58","6.1549"
"166.38","0.24","25","6.0458"
"166.69","0.25","24.38","6.0134"
"167","0.25","24","5.9938"
"167.31","0.25","24","6.0602"
"167.63","0.26","24","6.1819"
"167.94","0.26","24","6.1819"
"168.25","0.26","24","6.1819"
"168.56","0.26","24","6.1819"
"168.88","0.26","23.67","6.1344"
"169.19","0.26","23","6.0372"
"169.5","0.26","23","6.0372"
"169.81","0.26","22.9","6.0191"
"170.13","0.26","22","5.8098"
"170.44","0.26","21.44","5.5463"
"170.75","0.26","21","5.4363"
"171.06","0.26","20.62","5.4215"
"171.38","0.27","20.42","5.4148"
"171.69","0.25","21.99","5.5481"
"172","0.24","23","5.6315"
"172.31","0.25","23","5.6503"
"172.63","0.26","22","5.6599"
"172.94","0.26","22","5.6674"
"173.25","0.26","22","5.6674"
"173.56","0.26","22","5.6674"
"173.88","0.26","22","5.6674"
"174.19","0.26","22","5.6674"
"174.5","0.26","22","5.6674"
"174.81","0.26","22","5.6674"
"175.13","0.26","22","5.6674"
"175.44","0.26","22","5.6674"
"175.75","0.26","22","5.6674"
"176.06","0.26","22","5.6674"
"176.38","0.26","22","5.6384"
"176.69","0.25","22","5.4945"
"177","0.25","22","5.4945"
"177.31","0.25","22","5.4945"
"177.63","0.25","22","5.4945"
"177.94","0.25","22","5.4945"
"178.25","0.25","22","5.4945"
"178.56","0.25","22","5.4945"
"178.88","0.24","22","5.3589"
"179.19","0.23","22","5.1486"
"179.5","0.23","22.44","5.2586"
"179.81","0.23","23","5.3986"
"180.13","0.23","23","5.3738"
"180.44","0.23","23","5.1947"
"180.75","0.22","23","5.1703"
"181.06","0.22","23","5.1703"
"181.38","0.22","23","5.1703"
"181.69","0.22","23","5.1703"
"182","0.22","23","5.1703"
"182.31","0.22","23","5.1703"
"182.63","0.22","23.52","5.1993"
"182.94","0.22","23.73","5.2411"
"183.25","0.23","23","5.2071"
"183.56","0.23","23","5.1995"
"183.88","0.23","23.07","5.2032"
"184.19","0.23","23.15","5.3306"
"184.5","0.24","23","5.4074"
"184.81","0.24","23","5.4074"
"185.13","0.24","23","5.4202"
"185.44","0.24","22.22","5.4043"
"185.75","0.24","22.7","5.4323"
"186.06","0.24","23","5.4476"
"186.38","0.24","23","5.4476"
"186.69","0.24","23","5.4476"
"187","0.24","23","5.4476"
"187.31","0.24","23","5.5694"
"187.63","0.25","23","5.7012"
"187.94","0.25","23","5.6463"
"188.25","0.25","23.18","5.8317"
"188.56","0.25","24.16","6.0322"
"188.88","0.25","25.3","6.285"
"189.19","0.25","26","6.3868"
"189.5","0.25","26","6.3868"
"189.81","0.25","26","6.3868"
"190.13","0.25","26","6.3868"
"190.44","0.24","26.4","6.456"
"190.75","0.24","27","6.5598"
"191.06","0.24","27","6.5438"
"191.38","0.23","27","6.3098"
"191.69","0.23","27","6.3098"
"192","0.23","27","6.3098"
"192.31","0.23","27.03","6.3153"
"192.63","0.23","28","6.4827"
"192.94","0.23","28","6.4827"
"193.25","0.23","28","6.4827"
"193.56","0.23","28","6.4827"
"193.88","0.23","27.83","6.4407"
"194.19","0.23","27","6.2327"
"194.5","0.23","27","6.2711"
"194.81","0.23","27.35","6.2497"
"195.13","0.22","28","6.2593"
"195.44","0.22","28","6.2811"
"195.75","0.22","28","6.284"
"196.06","0.22","28","6.284"
"196.38","0.23","27.16","6.2516"
"196.69","0.23","27","6.2454"
"197","0.23","27","6.2106"
"197.31","0.21","27","5.7918"
"197.63","0.21","27","5.7894"
"197.94","0.21","27","5.7687"
"198.25","0.22","26.34","5.7352"
"198.56","0.22","26","5.7182"
"198.88","0.22","26","5.7762"
"199.19","0.23","26","5.9682"
"199.5","0.23","26","5.9682"
"199.81","0.23","26","5.9682"
"200.13","0.23","26","5.9682"
"200.44","0.23","26","5.9682"
"200.75","0.23","26","5.9682"
"201.06","0.23","26","5.9682"
"201.38","0.23","26","5.9682"
"201.69","0.22","26","5.7402"
"202","0.22","26","5.7182"
"202.31","0.22","26","5.7182"
"202.63","0.22","26","5.7168"
"202.94","0.21","26","5.5453"
"203.25","0.21","25.06","5.3326"
"203.56","0.21","24","4.9878"
"203.88","0.21","24","4.9878"
"204.19","0.21","23.92","4.9848"
"204.5","0.22","23","4.9492"
"204.81","0.22","22.2","4.9184"
"205.13","0.23","22","5.0572"
"205.44","0.26","22.62","5.8804"
"205.75","0.27","23.57","6.2684"
"206.06","0.27","24","6.4336"
"206.38","0.27","24","6.3954"
"206.69","0.27","24","6.3719"
"207","0.27","23.72","6.3677"
"207.31","0.28","23","6.5252"
"207.63","0.28","23.33","6.5751"
"207.94","0.28","24","6.6913"
"208.25","0.27","24.6","6.7225"
"208.56","0.27","24.68","6.67"
"208.88","0.26","24.78","6.5343"
"209.19","0.26","25","6.5185"
"209.5","0.26","25","6.4666"
"209.81","0.26","26.63","6.9086"
"210.13","0.26","27.74","7.1153"
"210.44","0.27","26.58","7.1615"
"210.75","0.27","27","7.3356"
"211.06","0.27","27.83","7.458"
"211.38","0.27","28","7.4828"
"211.69","0.27","28","7.4828"
"212","0.27","28","7.4828"
"212.31","0.27","28","7.4828"
"212.63","0.27","28","7.4828"
"212.94","0.26","28.72","7.5887"
"213.25","0.26","29","7.6299"
"213.56","0.27","29","7.7659"
"213.88","0.27","29","7.8799"
"214.19","0.27","29","7.8799"
"214.5","0.27","29","7.8799"
"214.81","0.27","29","7.8799"
"215.13","0.27","29","7.8799"
"215.44","0.27","29","7.8799"
"215.75","0.27","29","7.8799"
"216.06","0.27","29","7.8799"
"216.38","0.27","29.23","7.8857"
"216.69","0.26","30","7.9157"
"217","0.26","30","7.9451"
"217.31","0.26","30.64","7.9609"
"217.63","0.26","31","7.9698"
"217.94","0.26","31","7.9698"
"218.25","0.26","31","7.9698"
"218.56","0.26","31","7.9698"
"218.88","0.26","31","7.9698"
"219.19","0.26","31","7.9698"
"219.5","0.26","31","7.9698"
"219.81","0.26","31","7.9698"
"220.13","0.26","31","7.9698"
"220.44","0.25","31","7.8984"
"220.75","0.25","31","7.7853"
"221.06","0.25","31.86","7.9192"
"221.38","0.26","30.16","7.8631"
"221.69","0.26","30","7.8594"
"222","0.26","30","7.8594"
"222.31","0.26","29.94","7.8483"
"222.63","0.26","29","7.6408"
"222.94","0.26","28.25","7.4047"
"223.25","0.27","27.18","7.4311"
"223.56","0.29","26.04","7.439"
"223.88","0.29","26","7.4331"
"224.19","0.29","25.18","7.4142"
"224.5","0.3","25","7.41"
"224.81","0.29","25","7.186"
"225.13","0.29","25","7.16"
"225.44","0.29","25","7.16"
"225.75","0.28","24.46","6.925"
"226.06","0.28","24","6.6669"
"226.38","0.27","24","6.5714"
"226.69","0.27","24","6.494"
"227","0.27","24","6.494"
"227.31","0.27","24","6.5032"
"227.63","0.28","24","6.6624"
"227.94","0.28","23.86","6.6665"
"228.25","0.29","23","6.5686"
"228.56","0.29","23","6.5686"
"228.88","0.29","23","6.5895"
"229.19","0.29","23","6.622"
"229.5","0.29","22.4","6.6"
"229.81","0.3","21.33","6.4636"
"230.13","0.3","20.93","6.365"
"230.44","0.31","20","6.1639"
"230.75","0.29","20","5.889"
"231.06","0.29","20","5.889"
"231.38","0.29","20","5.7548"
"231.69","0.29","20","5.7161"
"232","0.29","19.75","5.6732"
"232.31","0.29","19","5.5432"
"232.63","0.29","19","5.5432"
"232.94","0.29","19","5.5432"
"233.25","0.29","19","5.5432"
"233.56","0.29","19","5.5432"
"233.88","0.29","19","5.5432"
"234.19","0.29","18.28","5.3632"
"234.5","0.29","18","5.2932"
"234.81","0.29","18","5.2932"
"235.13","0.29","18","5.2932"
"235.44","0.3","17.28","5.1686"
"235.75","0.3","17","5.1202"
"236.06","0.3","17","5.1202"
"236.38","0.3","17","5.1202"
"236.69","0.3","17","5.1202"
"237","0.3","17","5.1797"
"237.31","0.31","17","5.2932"
"237.63","0.31","17","5.2932"
"237.94","0.31","16.41","5.1452"
"238.25","0.32","16","5.0432"
"238.56","0.32","16","5.0432"
"238.88","0.32","16","5.0432"
"239.19","0.32","16","5.0432"
"239.5","0.32","15.82","5.0361"
"239.81","0.33","15","5.0046"
"240.13","0.33","15","5.0046"
"240.44","0.33","15","5.0046"
"240.75","0.33","15","5.0046"
"241.06","0.33","15","5.0046"
"241.38","0.33","15","5.0046"
"241.69","0.34","14.73","4.9492"
"242","0.34","14","4.801"
"242.31","0.34","14","4.801"
"242.63","0.34","14","4.801"
"242.94","0.34","14","4.801"
"243.25","0.34","14","4.801"
"243.56","0.34","14","4.7906"
"243.88","0.34","14","4.801"
"244.19","0.33","14.53","4.8132"
"244.5","0.32","15","4.8241"
"244.81","0.33","15","4.8755"
"245.13","0.33","15","4.9294"
"245.44","0.33","15","4.9294"
"245.75","0.33","15","4.9294"
"246.06","0.33","15","4.9294"
"246.38","0.33","15","4.9294"
"246.69","0.33","15","4.9294"
"247","0.33","15","4.9294"
"247.31","0.33","15","4.9294"
"247.63","0.33","15","4.9281"
"247.94","0.32","15","4.7565"
"248.25","0.31","15","4.6385"
"248.56","0.3","15","4.5065"
"248.88","0.3","15","4.5065"
"249.19","0.29","15.78","4.5029"
"249.5","0.28","16","4.4972"
"249.81","0.28","16","4.5055"
"250.13","0.28","16","4.5055"
"250.44","0.28","16","4.5055"
"250.75","0.28","16","4.518"
"251.06","0.28","16","4.5303"
"251.38","0.28","16","4.558"
"251.69","0.3","16","4.7339"
"252","0.3","16","4.7339"
"252.31","0.3","16","4.7339"
"252.63","0.3","16","4.7339"
"252.94","0.3","16","4.7339"
"253.25","0.3","16","4.7339"
"253.56","0.29","16","4.6981"
"253.88","0.29","16.71","4.8733"
"254.19","0.29","17","4.9453"
"254.5","0.29","17","4.9453"
"254.81","0.28","17","4.8346"
"255.13","0.27","17","4.6548"
"255.44","0.27","17","4.5994"
"255.75","0.27","17","4.5994"
