"Request ID","Function ID","Arrival Time","Start Time","Finish Time","ExecutionTime","Response Time"
"166","17","234.88","236.9","350.37","113.47","115.49"
"169","8","240.97","242.99","243.79","0.8","2.82"
"172","1","242.7","244.72","245.13","0.41","2.43"
"174","9","243.78","245.8","246.47","0.67","2.69"
"176","9","244.36","246.38","247.43","1.05","3.07"
"178","9","244.79","246.81","247.86","1.05","3.07"
"179","23","245.04","247.06","266.24","19.18","21.2"
"181","9","245.31","247.33","248.1","0.77","2.79"
"182","9","245.54","247.56","248.23","0.67","2.69"
"183","23","245.56","247.58","289.35","41.77","43.79"
"184","23","245.77","247.79","248.79","1","3.02"
"186","9","246.21","248.23","261.75","13.52","15.54"
"187","16","246.43","248.45","248.61","0.16","2.18"
"197","10","275","277.02","279.17","2.15","4.17"
"198","23","280.37","282.39","283.05","0.66","2.68"
"199","23","281.26","283.28","283.59","0.31","2.33"
"203","9","297.22","299.24","300.29","1.05","3.07"
"206","1","301","303.02","304.36","1.34","3.36"
"207","9","301","303.02","304.49","1.47","3.49"
"208","9","301","303.02","304.49","1.47","3.49"
"209","1","301.02","303.04","303.46","0.42","2.44"
"210","9","301.02","303.04","304.04","1","3.02"
"211","9","301.02","303.04","304.04","1","3.02"
"212","10","312.18","314.2","315.65","1.45","3.47"
"216","9","325.66","327.68","328.73","1.05","3.07"
"217","9","325.72","327.74","328.48","0.74","2.76"
"220","17","336.94","338.96","339.22","0.26","2.28"
"227","23","361","363.02","382.2","19.18","21.2"
"229","23","361.01","363.03","363.32","0.29","2.31"
"231","11","363.08","365.1","365.46","0.36","2.38"
"233","9","363.97","365.99","366.99","1","3.02"
"234","9","364.17","366.19","366.96","0.77","2.79"
"235","9","364.36","366.38","367.12","0.74","2.76"
"236","10","364.57","366.59","368.04","1.45","3.47"
"237","9","364.78","366.8","367.54","0.74","2.76"
"238","1","364.99","367.01","367.43","0.42","2.44"
"239","9","365.23","367.25","368.11","0.86","2.88"
"240","9","365.44","367.46","368.93","1.47","3.49"
"242","23","365.88","367.9","368.19","0.29","2.31"
"243","23","366.09","368.11","368.77","0.66","2.68"
"244","9","366.28","368.3","381.82","13.52","15.54"
"245","1","366.48","368.5","370.96","2.46","4.48"
"250","17","373.92","375.94","376.4","0.46","2.48"
"258","10","382.66","384.68","396.56","11.88","13.9"
"263","9","384.35","386.37","387.24","0.86","2.89"
"265","23","385.13","387.15","428.92","41.77","43.79"
"266","10","386.74","388.76","390.5","1.74","3.76"
"267","10","386.75","388.77","390.51","1.74","3.76"
"268","10","386.84","388.86","390.36","1.5","3.52"
"271","16","387.49","389.51","389.67","0.16","2.18"
"272","16","387.62","389.64","390.25","0.61","2.63"
"273","22","387.62","389.64","401.09","11.45","13.47"
"274","23","387.86","389.88","390.17","0.29","2.31"
"277","11","388.2","390.22","394.57","4.35","6.37"
"279","10","388.3","390.32","391.54","1.22","3.24"
"280","11","388.34","390.36","390.72","0.36","2.38"
"281","23","388.34","390.36","391.03","0.66","2.69"
"282","9","388.51","390.53","391.58","1.05","3.07"
"283","9","388.51","390.53","391.31","0.77","2.8"
"284","9","388.68","390.7","391.56","0.86","2.88"
"285","9","388.68","390.7","391.75","1.05","3.07"
"286","5","388.83","390.85","391.83","0.98","3"
"290","9","389.47","391.49","392.26","0.77","2.79"
"291","3","389.47","391.49","392.22","0.73","2.75"
"292","7","389.53","391.55","392.55","1","3.02"
"293","16","389.53","391.55","406.4","14.85","16.87"
"294","9","389.64","391.66","392.52","0.86","2.88"
"295","9","389.66","391.68","392.45","0.77","2.79"
"296","9","389.8","391.82","392.68","0.86","2.88"
"297","10","389.8","391.82","393.32","1.5","3.52"
"299","9","389.99","392.01","392.88","0.86","2.89"
"300","9","390.13","392.15","392.82","0.67","2.69"
"301","9","390.13","392.15","393.02","0.86","2.89"
"303","9","390.19","392.21","393.68","1.47","3.49"
"307","9","390.74","392.76","393.5","0.74","2.76"
"313","1","391.95","393.97","399.98","6","8.03"
"333","1","395.33","397.35","399.46","2.11","4.13"
"336","8","396.35","398.37","399.2","0.83","2.85"
"337","18","396.35","398.37","398.82","0.44","2.47"
"348","8","397.44","399.46","400.26","0.8","2.82"
"352","19","398.1","400.12","404.72","4.6","6.62"
"357","1","399","401.02","407.02","6","8.02"
"365","23","399.36","401.38","402.38","1","3.02"
"367","23","399.42","401.44","402.44","1","3.02"
"368","23","399.42","401.44","402.1","0.66","2.68"
"378","1","399.9","401.92","402.33","0.41","2.43"
"384","23","400.05","402.07","421.25","19.18","21.2"
"386","13","400.08","402.1","404.01","1.91","3.93"
"387","9","400.08","402.1","415.62","13.52","15.54"
"388","9","400.1","402.12","402.89","0.77","2.79"
"391","23","400.42","402.44","404.01","1.57","3.59"
"397","19","400.63","402.65","407.82","5.17","7.19"
"399","10","400.65","402.67","412.32","9.65","11.67"
"400","10","400.65","402.67","412.32","9.65","11.67"
"402","23","400.68","402.7","444.47","41.77","43.79"
"404","17","400.71","402.73","403.19","0.46","2.48"
"406","23","400.98","403","403.25","0.25","2.27"
"409","23","401.01","403.03","403.69","0.66","2.68"
"412","23","401.08","403.1","403.41","0.31","2.33"
"422","10","403.41","405.43","407.59","2.15","4.18"
"432","10","404.33","406.35","408.51","2.15","4.18"
"436","10","404.79","406.81","408.31","1.5","3.52"
"484","9","408.92","410.94","412.41","1.47","3.49"
"506","9","410.8","412.82","414.29","1.47","3.49"
"508","16","411.39","413.41","414.41","1","3.02"
"525","17","412.28","414.3","414.76","0.46","2.48"
"530","21","412.43","414.45","415.3","0.85","2.87"
"537","17","412.68","414.7","415.35","0.65","2.67"
"558","2","415.21","417.23","418.04","0.81","2.83"
"587","9","416.24","418.26","419.04","0.77","2.8"
"588","9","416.29","418.31","418.98","0.67","2.69"
"589","9","416.29","418.31","419.18","0.86","2.89"
"590","9","416.49","418.51","419.18","0.67","2.69"
"591","9","416.49","418.51","419.38","0.86","2.89"
"592","9","416.5","418.52","432.04","13.52","15.54"
"593","9","416.5","418.52","419.57","1.05","3.07"
"594","9","416.55","418.57","419.31","0.74","2.76"
"598","9","416.75","418.77","419.55","0.77","2.8"
"599","9","416.75","418.77","419.52","0.74","2.77"
"612","11","417.56","419.58","419.94","0.36","2.38"
"614","9","417.58","419.6","420.27","0.67","2.69"
"629","7","418.82","420.84","421.84","1","3.02"
"680","22","422.5","424.52","427.7","3.18","5.2"
"692","9","422.74","424.76","425.81","1.05","3.07"
"693","9","422.74","424.76","425.81","1.05","3.07"
"694","9","422.74","424.76","425.81","1.05","3.07"
"695","9","422.74","424.76","425.44","0.67","2.7"
"696","9","422.75","424.77","425.82","1.05","3.07"
"697","9","422.75","424.77","425.45","0.67","2.7"
"698","9","422.75","424.77","438.29","13.52","15.54"
"699","9","422.76","424.78","425.83","1.05","3.07"
"700","9","422.76","424.78","425.78","1","3.02"
"738","16","426.68","428.7","429.31","0.61","2.63"
"765","3","427.98","430","435.35","5.35","7.37"
"772","17","430.84","432.86","536.95","104.09","106.11"
"795","1","432.35","434.37","434.84","0.47","2.49"
"812","17","433.72","435.74","549.22","113.48","115.5"
"821","11","434.96","436.98","441.33","4.35","6.37"
"841","1","435.25","437.27","443.28","6","8.03"
"856","9","435.44","437.46","438.32","0.86","2.88"
"857","7","435.44","437.46","438.86","1.4","3.42"
"858","9","435.44","437.46","438.14","0.67","2.7"
"859","9","435.44","437.46","450.98","13.52","15.54"
"860","9","435.44","437.46","438.33","0.86","2.89"
"863","9","435.63","437.65","439.12","1.47","3.49"
"864","9","435.63","437.65","438.33","0.67","2.7"
"865","9","435.64","437.66","438.66","1","3.02"
"866","9","435.65","437.67","438.67","1","3.02"
"868","9","435.69","437.71","438.76","1.05","3.07"
"869","21","435.7","437.72","438.95","1.23","3.25"
"871","9","435.7","437.72","439.19","1.47","3.49"
"872","9","435.7","437.72","438.78","1.05","3.08"
"873","9","435.7","437.72","438.5","0.77","2.8"
"875","1","435.72","437.74","440.2","2.46","4.48"
"876","9","435.72","437.74","438.52","0.77","2.8"
"878","9","435.73","437.75","451.27","13.52","15.54"
"879","1","435.89","437.91","438.38","0.47","2.49"
"883","1","435.97","437.99","438.46","0.47","2.49"
"888","9","436","438.02","438.76","0.74","2.76"
"889","9","436","438.02","438.7","0.67","2.7"
"890","9","436.01","438.03","438.77","0.74","2.76"
"891","10","436.02","438.04","449.92","11.88","13.9"
"892","18","436.02","438.04","442.04","4","6.02"
"893","17","436.02","438.04","438.69","0.65","2.67"
"895","9","436.02","438.04","439.04","1","3.02"
"896","9","436.02","438.04","438.82","0.77","2.8"
"897","9","436.02","438.05","439.1","1.05","3.08"
"899","1","436.03","438.05","438.52","0.47","2.49"
"901","9","436.03","438.05","438.73","0.67","2.7"
"902","1","436.03","438.05","444.06","6","8.03"
"903","9","436.03","438.05","439.11","1.05","3.08"
"904","9","436.04","438.06","439.06","1","3.02"
"908","9","436.06","438.08","438.82","0.74","2.76"
"957","9","438.06","438.08","438.82","0.74","0.76"
"958","9","438.06","438.08","439.08","1","1.02"
"911","9","436.06","438.08","438.76","0.67","2.7"
"912","9","436.06","438.08","439.55","1.47","3.49"
"913","9","436.08","438.1","438.96","0.86","2.88"
"914","9","436.08","438.1","438.88","0.77","2.8"
"919","10","436.34","438.36","439.58","1.22","3.24"
"926","1","436.64","438.66","440.77","2.11","4.13"
"932","17","436.86","438.88","439.14","0.26","2.28"
"937","1","437.01","439.03","439.45","0.42","2.44"
"944","17","437.25","439.27","439.53","0.26","2.28"
"946","1","437.28","439.3","445.3","6","8.02"
"1003","22","440.32","442.34","442.41","0.07","2.09"
"1013","23","440.73","442.75","443.75","1","3.02"
"1014","8","440.76","442.78","443.69","0.91","2.93"
"1015","10","440.76","442.78","444.23","1.45","3.47"
"1016","23","440.78","442.8","443.11","0.31","2.33"
"1019","23","440.81","442.83","462.01","19.18","21.2"
"1021","10","440.81","442.83","452.48","9.65","11.67"
"1023","23","440.81","442.84","443.13","0.29","2.32"
"1024","23","440.83","442.85","444.42","1.57","3.59"
"1025","23","440.83","442.85","462.03","19.18","21.2"
"1036","10","441.11","443.13","453.19","10.06","12.08"
"1038","10","441.44","443.46","453.53","10.07","12.09"
"1049","22","442.31","444.33","444.44","0.11","2.13"
"1055","23","442.72","444.74","486.51","41.77","43.79"
"1061","22","442.92","444.94","445.4","0.46","2.48"
"1062","23","442.92","444.94","445.25","0.31","2.33"
"1073","8","443.06","445.08","445.88","0.8","2.82"
"1075","23","443.08","445.1","446.67","1.57","3.59"
"1089","23","443.53","445.55","445.8","0.25","2.27"
"1091","23","443.55","445.57","487.34","41.77","43.79"
"1102","23","443.72","445.74","446.74","1","3.02"
"1103","23","443.72","445.74","445.99","0.25","2.27"
"1105","23","443.84","445.86","446.86","1","3.02"
"1108","10","444","446.02","447.79","1.77","3.79"
"1109","10","444","446.02","457.9","11.88","13.9"
"1122","23","444.64","446.66","448.23","1.57","3.59"
"1152","17","445.66","447.68","450.42","2.74","4.76"
"1156","10","445.68","447.7","449.2","1.5","3.52"
"1160","2","445.71","447.73","448.55","0.81","2.84"
"1161","17","445.71","447.73","448","0.26","2.29"
"1164","10","445.72","447.74","449.19","1.45","3.47"
"1177","10","446.33","448.35","458.01","9.66","11.68"
"1179","10","446.34","448.36","450.52","2.15","4.18"
"1187","10","446.36","448.39","450.54","2.15","4.18"
"1190","10","446.38","448.4","449.62","1.22","3.24"
"1198","23","446.64","448.66","448.95","0.29","2.31"
"1199","10","446.75","448.77","450.27","1.5","3.52"
"1201","10","446.77","448.79","450.01","1.22","3.24"
"1206","10","446.88","448.9","460.78","11.88","13.9"
"1272","19","451.95","453.97","459.14","5.17","7.19"
"1301","3","452.95","454.97","455.49","0.52","2.54"
"1308","11","453.16","455.18","456.59","1.4","3.43"
"1356","22","455.03","457.05","458.24","1.19","3.21"
"1373","18","455.72","457.74","458.22","0.48","2.5"
"1403","7","456.64","458.66","460.06","1.4","3.42"
"1408","14","456.82","458.84","462.73","3.89","5.91"
"1423","8","457.06","459.08","459.99","0.91","2.93"
"1453","22","457.96","459.98","463.17","3.18","5.21"
"1473","23","458.32","460.35","460.64","0.29","2.32"
"1481","16","458.51","460.53","460.75","0.22","2.24"
"1514","1","459.7","461.72","462.19","0.47","2.49"
"1516","1","459.7","461.72","463.07","1.34","3.37"
"1520","23","459.7","461.73","462.04","0.31","2.34"
"1522","23","459.71","461.73","462.73","1","3.02"
"1531","9","459.73","461.75","462.8","1.05","3.07"
"1532","9","459.73","461.75","462.56","0.8","2.83"
"1534","9","459.73","461.75","462.53","0.77","2.8"
"1536","9","459.77","461.79","463.26","1.47","3.49"
"1537","9","459.77","461.79","462.79","1","3.02"
"1545","23","459.99","462.01","462.26","0.25","2.27"
"1553","16","460.18","462.2","462.36","0.16","2.18"
"1554","23","460.2","462.22","503.99","41.77","43.79"
"1592","23","461.84","463.86","464.52","0.66","2.68"
"1613","9","462.26","464.28","465.28","1","3.02"
"1614","9","462.28","464.3","464.97","0.67","2.69"
"1615","9","462.28","464.3","465.04","0.74","2.76"
"1618","9","462.28","464.3","465.3","1","3.02"
"1619","9","462.28","464.3","477.83","13.52","15.55"
"1621","9","462.29","464.31","477.83","13.52","15.54"
"1622","9","462.29","464.31","465.78","1.47","3.49"
"1623","9","462.29","464.31","465.31","1","3.02"
"1627","9","462.31","464.33","477.85","13.52","15.54"
"1628","9","462.31","464.33","465.2","0.86","2.89"
"1629","9","462.31","464.33","465.01","0.67","2.7"
"1630","9","462.31","464.33","465.25","0.92","2.94"
"1632","9","462.32","464.34","465.66","1.32","3.34"
"1633","9","462.32","464.34","478.13","13.79","15.81"
"1635","23","462.49","464.51","506.88","42.36","44.39"
"1651","5","463.53","465.55","466.91","1.36","3.38"
"1781","8","473.36","475.38","476.38","1","3.02"
"1795","8","473.61","475.63","476.47","0.83","2.86"
"1827","8","474.62","476.64","478.69","2.05","4.07"
"1853","19","475.45","477.47","486.68","9.21","11.23"
"1859","17","475.61","477.63","478.09","0.46","2.48"
"1867","8","475.97","477.99","478.83","0.83","2.86"
"1893","11","476.88","478.9","479.26","0.36","2.38"
"1904","3","476.95","478.97","484.49","5.51","7.54"
"1905","10","476.97","478.99","480.54","1.55","3.57"
"1918","9","477.18","479.2","479.97","0.77","2.79"
"1919","9","477.18","479.2","479.94","0.74","2.76"
"1920","9","477.21","479.23","480.23","1","3.02"
"1921","10","477.21","479.23","480.68","1.45","3.47"
"1925","11","477.42","479.44","479.8","0.36","2.38"
"1927","9","477.45","479.47","480.52","1.05","3.07"
"1936","13","478","480.02","481.24","1.22","3.24"
"1963","17","478.74","480.76","481.03","0.26","2.29"
"1969","9","478.78","480.8","481.57","0.77","2.79"
"1970","1","478.78","480.8","481.27","0.47","2.49"
"1971","1","478.78","480.8","483.26","2.46","4.48"
"1972","17","478.91","480.93","481.38","0.45","2.47"
"1974","9","479.01","481.03","481.89","0.86","2.88"
"1975","9","479.01","481.03","481.81","0.77","2.8"
"1977","9","479.11","481.13","482.18","1.05","3.07"
"1983","9","479.3","481.32","482.79","1.47","3.49"
"1984","9","479.3","481.32","482.1","0.77","2.8"
"1995","10","479.74","481.76","483.6","1.84","3.86"
"2011","3","480.47","482.49","483.22","0.73","2.75"
"2045","19","482.76","484.78","492.37","7.59","9.61"
"2076","22","485.3","487.32","487.43","0.11","2.13"
"2107","19","486.51","488.53","493.13","4.6","6.62"
"2143","10","487.4","489.42","500.67","11.24","13.27"
"2146","16","487.4","489.43","489.64","0.22","2.24"
"2164","17","487.6","489.62","490.62","1","3.02"
"2169","10","487.7","489.72","491.88","2.15","4.18"
"2171","10","487.7","489.72","492.35","2.62","4.65"
"2172","9","487.7","489.72","490.47","0.74","2.77"
"2173","9","487.7","489.72","490.72","1","3.02"
"2174","18","487.71","489.73","491.49","1.76","3.78"
"2175","9","487.72","489.74","490.63","0.89","2.91"
"2176","17","487.72","489.74","490.08","0.34","2.36"
"2177","9","487.72","489.74","503.26","13.52","15.54"
"2178","9","487.72","489.74","490.8","1.05","3.08"
"2179","10","487.72","489.74","490.96","1.22","3.24"
"2180","9","487.72","489.74","490.42","0.67","2.7"
"2181","9","487.72","489.75","490.8","1.05","3.08"
"2182","9","487.74","489.76","490.81","1.05","3.07"
"2184","9","487.74","489.76","490.76","1","3.02"
"2185","9","487.75","489.77","490.77","1","3.02"
"2198","21","488.33","490.35","491.01","0.66","2.68"
"2208","19","488.85","490.87","495.47","4.6","6.62"
"2212","13","490.24","492.26","493.61","1.35","3.37"
"2298","7","493.42","495.45","496.45","1","3.03"
"2326","23","493.48","495.51","514.69","19.18","21.21"
"2345","23","493.51","495.53","495.78","0.25","2.27"
"2350","1","493.65","495.67","501.68","6","8.03"
"2352","23","493.66","495.68","495.97","0.29","2.31"
"2354","22","493.71","495.73","496.75","1.02","3.04"
"2380","11","495.16","497.18","501.55","4.36","6.39"
"2414","2","496.31","498.33","499.95","1.62","3.64"
"2433","23","496.72","498.74","501.5","2.76","4.78"
"2435","23","496.74","498.76","499.82","1.06","3.08"
"2461","23","496.88","498.9","518.53","19.63","21.65"
"2462","23","496.88","498.9","524.05","25.15","27.17"
"2468","8","496.98","499","499.8","0.8","2.82"
"2480","11","497","499.03","499.14","0.11","2.14"
"2483","23","497.01","499.03","499.35","0.32","2.34"
"2482","23","497","499.03","522.72","23.69","25.72"
"2486","23","497.03","499.05","500.62","1.57","3.59"
"2491","9","497.17","499.19","500.19","1","3.02"
"2492","9","497.18","499.2","500.39","1.19","3.21"
"2494","9","497.18","499.2","500.78","1.58","3.6"
"2495","9","497.18","499.2","500.31","1.11","3.13"
"2496","9","497.18","499.2","500.2","1","3.02"
"2497","9","497.18","499.2","500.2","1","3.02"
"2499","23","497.18","499.21","499.52","0.31","2.34"
"2500","9","497.18","499.21","500.21","1","3.03"
"2501","17","497.2","499.22","499.68","0.46","2.48"
"2503","9","497.2","499.22","500.22","1","3.02"
"2504","23","497.2","499.22","500.79","1.57","3.59"
"2505","9","497.2","499.22","499.97","0.74","2.77"
"2506","9","497.2","499.22","499.9","0.67","2.7"
"2508","9","497.22","499.24","500.71","1.47","3.49"
"2510","23","497.32","499.34","518.52","19.18","21.2"
"2512","23","497.32","499.34","500.01","0.66","2.69"
"2514","9","497.33","499.35","500.22","0.86","2.89"
"2515","9","497.33","499.35","500.82","1.47","3.49"
"2516","23","497.33","499.35","499.67","0.31","2.34"
"2518","9","497.34","499.36","500.83","1.47","3.49"
"2528","23","497.48","499.5","499.77","0.27","2.29"
"2530","23","497.5","499.52","500.66","1.14","3.16"
"2533","9","497.52","499.54","501.92","2.38","4.4"
"2534","1","497.52","499.54","503.86","4.32","6.34"
"2536","17","497.53","499.55","500.03","0.48","2.5"
"2538","9","497.55","499.57","500.4","0.83","2.85"
"2539","10","497.55","499.57","502.15","2.58","4.6"
"2540","10","497.55","499.57","500.79","1.22","3.24"
"2541","9","497.55","499.57","500.44","0.86","2.89"
"2542","10","497.55","499.57","501.47","1.89","3.92"
"2543","17","497.57","499.59","501.06","1.47","3.49"
"2544","9","497.57","499.59","500.46","0.86","2.89"
"2545","9","497.57","499.59","501.29","1.7","3.72"
"2546","9","497.58","499.6","500.48","0.88","2.9"
"2547","9","497.58","499.6","500.61","1.01","3.03"
"2548","9","497.58","499.6","502.01","2.41","4.43"
"2554","23","497.75","499.77","500.02","0.25","2.27"
"2556","23","497.75","499.77","541.54","41.77","43.79"
"2561","11","497.78","499.8","501.2","1.4","3.42"
"2562","10","497.78","499.8","511.68","11.88","13.9"
"2563","9","497.78","499.8","500.48","0.67","2.7"
"2564","9","497.78","499.8","500.55","0.74","2.77"
"2566","9","497.8","499.82","500.56","0.74","2.76"
"2567","9","497.8","499.82","500.82","1","3.02"
"2568","9","497.8","499.82","513.35","13.52","15.55"
"2570","23","497.81","499.83","500.49","0.66","2.68"
"2572","23","497.86","499.88","500.55","0.66","2.69"
"2715","1","508.43","510.45","510.86","0.41","2.43"
"2719","17","508.47","510.49","511.14","0.65","2.67"
"2720","1","508.49","510.51","510.98","0.47","2.49"
"2777","8","511.57","513.59","519.1","5.51","7.53"
"2785","18","513.03","515.05","519.05","4","6.02"
"2830","2","517.17","519.19","520.19","1","3.02"
"2838","8","517.32","519.34","525.97","6.63","8.65"
"2858","8","518.78","520.8","522.03","1.23","3.25"
"2859","5","518.78","520.8","522.52","1.71","3.74"
"2861","22","518.8","520.82","521.88","1.05","3.08"
"2900","7","520.37","522.39","523.79","1.4","3.42"
"2958","21","524.16","526.18","526.9","0.72","2.74"
"2965","19","525.16","527.18","532.35","5.17","7.19"
"2992","11","527.32","529.34","529.7","0.36","2.38"
"3002","11","529.34","531.36","532.36","1","3.02"
"3006","17","529.71","531.73","532.73","1","3.02"
"3076","22","542.07","544.09","544.55","0.46","2.48"
"3099","1","542.59","544.61","545.95","1.34","3.36"
"3100","9","542.63","544.65","545.42","0.77","2.79"
"3101","9","542.63","544.65","546.12","1.47","3.49"
"3104","9","542.76","544.78","546.25","1.47","3.49"
"3105","9","542.76","544.78","545.56","0.77","2.8"
"3106","9","542.8","544.82","558.34","13.52","15.54"
"3109","9","542.85","544.87","546.34","1.47","3.49"
"3110","9","542.96","544.98","546.03","1.05","3.07"
"3111","9","542.96","544.98","545.76","0.77","2.8"
"3112","9","542.97","544.99","545.73","0.74","2.76"
"3114","9","542.98","545","545.74","0.74","2.76"
"3118","1","543.09","545.11","551.11","6","8.02"
"3131","13","544.56","546.58","548.49","1.91","3.93"
"3132","16","544.57","546.59","548.22","1.63","3.65"
"3161","9","546.09","548.11","548.98","0.86","2.89"
"3179","16","547.59","549.61","550.61","1","3.02"
"3204","19","551.13","553.15","561.11","7.96","9.98"
"3207","19","551.84","553.86","558.46","4.6","6.62"
"3219","10","552.22","554.24","555.46","1.22","3.24"
"3249","22","555.02","557.04","568.49","11.45","13.47"
"3277","17","559.22","561.24","561.89","0.65","2.67"
"3283","18","559.45","561.47","561.95","0.48","2.5"
"3288","13","559.56","561.58","567.52","5.94","7.96"
"3300","13","562.33","564.35","567.65","3.3","5.32"
"3319","13","563.64","565.66","567.02","1.36","3.38"
"3327","11","565.02","567.04","567.15","0.11","2.13"
"3332","10","565.47","567.49","569.23","1.74","3.76"
"3336","10","565.84","567.86","569.08","1.22","3.24"
"3359","16","568.15","570.17","571.17","1","3.02"
"3375","16","569.39","571.41","572.02","0.61","2.63"
"3383","3","570.11","572.13","572.32","0.19","2.21"
"3385","3","570.13","572.15","572.34","0.19","2.21"
"3389","8","570.16","572.18","577.69","5.51","7.53"
"3396","23","570.28","572.3","572.59","0.29","2.31"
"3398","17","570.3","572.32","572.58","0.26","2.28"
"3399","9","570.3","572.32","573.79","1.47","3.49"
"3401","9","570.52","572.54","573.54","1","3.02"
"3406","16","570.98","573","573.22","0.22","2.24"
"3410","8","571.24","573.26","574.17","0.91","2.93"
"3424","8","571.49","573.51","574.34","0.83","2.85"
