,end_timestamp,duration,function_id,arrival_timestamp,pesNumber,memory,mips
35,1116003.109220028,0.014,607608781,4.08,1,256,42.0
36,1116003.335705042,0.013,983787658,4.31,1,256,39.0
37,1116003.5750849247,0.014,12324967,4.55,1,256,42.0
38,1116003.7236590383,0.093,245412529,4.62,1,256,279.0
39,1116003.80160594,0.012,254465459,4.78,1,256,36.0
40,1116004.0249609947,0.013,684350936,5.0,1,256,39.0
41,1116004.2173070908,0.011,687049574,5.19,1,256,33.0
42,1116004.4146609306,0.013,774236011,5.39,1,256,39.0
43,1116004.6312880516,0.013,983444172,5.61,1,256,39.0
44,1116004.8725249767,0.016,415192939,5.84,1,256,48.0
45,1116005.0803229809,0.013,713680433,6.06,1,256,39.0
46,1116005.283288002,0.012,425847067,6.26,1,256,36.0
47,1116005.4954800606,0.013,604042573,6.47,1,256,39.0
48,1116005.702951908,0.015,530880431,6.68,1,256,45.0
49,1116052.7694089413,40.369,634508745,13.39,2,512,242214.0
50,1116074.1826438904,61.782,772442943,13.39,2,512,370692.0
51,1116017.360641003,4.47,302886783,13.88,1,256,13410.0
52,1116034.8992710114,0.343,967905993,35.54,1,256,1029.0
53,1116040.8197619915,1.036,302886783,40.77,1,256,3108.0
54,1116159.4365069866,118.631,696871006,41.79,2,512,711786.0
55,1116159.742805004,118.817,696871006,41.91,2,512,712902.0
56,1116158.2731308937,117.341,696871006,41.92,2,512,704046.0
57,1116159.8702468872,118.938,696871006,41.92,2,512,713628.0
58,1116160.2969911098,119.324,696871006,41.96,2,512,715944.0
59,1116150.351295948,109.378,696871006,41.96,2,512,656268.0
60,1116160.4726510048,119.499,696871006,41.96,2,512,716994.0
61,1116158.5161569118,117.542,696871006,41.96,2,512,705252.0
62,1116160.316479921,119.341,696871006,41.96,2,512,716046.0
63,1116133.5866260529,92.611,696871006,41.96,2,512,555666.0
64,1116160.3203339577,119.344,696871006,41.96,2,512,716064.0
65,1116137.7581739426,96.781,696871006,41.96,2,512,580686.0
66,1116152.5047049522,111.527,696871006,41.97,2,512,669162.0
67,1116143.4020609856,102.424,696871006,41.97,2,512,614544.0
68,1116138.007241011,97.029,696871006,41.97,2,512,582174.0
69,1116130.87292099,89.868,696871006,41.99,2,512,539208.0
70,1116050.6877100468,0.187,967905993,51.49,1,256,561.0
71,1116055.449899912,4.586,302886783,51.85,1,256,13758.0
72,1116051.8361899853,0.125,245412529,52.7,1,256,375.0
73,1116053.724353075,0.115,245412529,54.6,1,256,345.0
74,1116061.7843909264,0.062,245412529,62.71,1,256,186.0
75,1116062.2548398972,0.445,967905993,62.8,1,256,1335.0
76,1116067.644270897,0.155,967905993,68.48,1,256,465.0
77,1116073.9179270267,5.171,302886783,69.73,1,256,15513.0
78,1116084.4334990978,0.2,967905993,85.22,1,256,600.0
79,1116088.2225608826,0.187,967905993,89.02,1,256,561.0
80,1116092.7992520332,0.343,967905993,93.44,1,256,1029.0
81,1116100.5988988876,0.218,967905993,101.37,1,256,654.0
82,1116110.8180940151,0.139,245412529,111.67,1,256,417.00000000000006
83,1116113.5290660858,0.393,967905993,114.12,1,256,1179.0
84,1116113.292680025,0.109,245412529,114.17,1,256,327.0
85,1116113.610656023,0.361,967905993,114.24,1,256,1083.0
86,1116119.0665779114,3.609,159305687,116.45,1,256,10827.0
87,1116118.350383997,0.109,245412529,119.23,1,256,327.0
88,1116121.6394190788,0.016,71041693,122.61,1,256,48.0
89,1116122.0453240871,0.015,639253989,123.02,1,256,45.0
90,1116122.3297989368,0.21,967905993,123.11,1,256,630.0
91,1116123.0179378986,0.014,619972022,123.99,1,256,42.0
92,1116123.2356979847,0.013,607608781,124.21,1,256,39.0
93,1116123.4288721085,0.012,983787658,124.4,1,256,36.0
94,1116123.6417770386,0.011,12324967,124.62,1,256,33.0
95,1116123.8693320751,0.014,254465459,124.84,1,256,42.0
96,1116124.1177420616,0.011,684350936,125.09,1,256,33.0
97,1116124.417294979,0.011,687049574,125.39,1,256,33.0
98,1116124.690386057,0.012,774236011,125.67,1,256,36.0
99,1116124.9413630962,0.017,983444172,125.91,1,256,51.00000000000001
100,1116125.2314620018,0.013,415192939,126.21,1,256,39.0
101,1116125.4750540257,0.011,713680433,126.45,1,256,33.0
102,1116125.759741068,0.012,425847067,126.74,1,256,36.0
103,1116126.0071299076,0.013,604042573,126.98,1,256,39.0
104,1116126.2746560574,0.218,967905993,127.04,1,256,654.0
105,1116126.28185606,0.012,530880431,127.26,1,256,36.0
106,1116126.5020399094,0.171,967905993,127.32,1,256,513.0
107,1116133.6472110748,4.993,302886783,129.64,1,256,14979.000000000002
108,1116134.42792511,0.281,967905993,135.13,1,256,843.0000000000001
109,1116135.423762083,0.218,967905993,136.19,1,256,654.0
110,1116138.093998909,0.221,967905993,138.86,1,256,663.0
111,1116139.9328320026,0.258,967905993,140.66,1,256,774.0
112,1116140.5639169216,0.203,967905993,141.35,1,256,609.0
113,1116141.4972290993,0.487,967905993,142.0,1,256,1461.0
114,1116147.0971701143,0.265,967905993,147.82,1,256,795.0
115,1116148.294671059,0.194,967905993,149.09,1,256,582.0
116,1116150.6420838833,0.343,967905993,151.29,1,256,1029.0
117,1116151.5902431011,0.371,967905993,152.21,1,256,1113.0
118,1116156.3544359207,0.173,967905993,157.17,1,256,519.0
119,1116159.2743680477,0.203,967905993,160.06,1,256,609.0
120,1116160.608855009,0.187,967905993,161.41,1,256,561.0
121,1116165.3755700588,0.109,245412529,166.25,1,256,327.0
122,1116166.0249290466,0.109,245412529,166.9,1,256,327.0
123,1116166.3363080025,0.156,967905993,167.17,1,256,468.0
124,1116168.7133820057,0.093,245412529,169.61,1,256,279.0
125,1116169.407649994,0.343,967905993,170.05,1,256,1029.0
126,1116169.3838748932,0.171,967905993,170.2,1,256,513.0
127,1116176.007613897,5.942,302886783,171.05,1,256,17826.0
128,1116170.586616993,0.187,967905993,171.39,1,256,561.0
129,1116172.08516407,0.109,245412529,172.96,1,256,327.0
130,1116172.7355279922,0.218,967905993,173.51,1,256,654.0
131,1116176.3415949345,0.203,967905993,177.13,1,256,609.0
132,1116177.6994700432,0.205,967905993,178.48,1,256,615.0
133,1116180.4941780567,0.489,671405425,180.99,1,256,1467.0
134,1116180.0918068886,0.078,262164478,181.0,1,256,234.0
135,1116180.0937099457,0.078,90589266,181.0,1,256,234.0
136,1116182.0274140837,0.218,967905993,182.8,1,256,654.0
137,1116196.5395998957,10.096,302886783,187.43,1,256,30288.0
138,1116187.5760951042,0.218,967905993,188.35,1,256,654.0
139,1116187.6669061184,0.203,967905993,188.45,1,256,609.0
140,1116189.603573084,0.345,967905993,190.25,1,256,1035.0
141,1116191.2254590988,0.218,967905993,192.0,1,256,654.0
142,1116217.6585888865,24.958,314737879,193.69,2,512,149748.0
143,1116196.690073967,0.187,967905993,197.49,1,256,561.0
144,1116198.230098009,0.187,967905993,199.03,1,256,561.0
145,1116201.671334982,0.205,967905993,202.45,1,256,615.0
146,1116204.8422939775,0.12,245412529,205.71,1,256,360.0
147,1116205.1037650108,0.171,967905993,205.92,1,256,513.0
148,1116205.152342081,0.171,967905993,205.97,1,256,513.0
149,1116206.4541881084,0.281,967905993,207.16,1,256,843.0000000000001
150,1116207.605643034,0.187,967905993,208.41,1,256,561.0
151,1116210.5777010918,0.237,967905993,211.33,1,256,711.0
152,1116211.7796480656,0.33,967905993,212.44,1,256,990.0
153,1116215.2626719477,0.29,967905993,215.96,1,256,869.9999999999999
154,1116225.3458149433,5.489,302886783,220.84,1,256,16467.0
155,1116220.0244419577,0.156,967905993,220.86,1,256,468.0
156,1116220.167543888,0.187,967905993,220.97,1,256,561.0
157,1116221.260281086,0.187,967905993,222.06,1,256,561.0
158,1116223.0386469364,0.187,967905993,223.84,1,256,561.0
159,1116225.7247579098,0.125,245412529,226.59,1,256,375.0
160,1116227.957063913,0.187,967905993,228.76,1,256,561.0
161,1116227.9439139366,0.125,245412529,228.81,1,256,375.0
162,1116229.976471901,0.187,967905993,230.78,1,256,561.0
163,1116235.048472881,5.249,302886783,230.79,1,256,15746.999999999998
164,1116231.8485898972,0.125,245412529,232.71,1,256,375.0
165,1116234.0772399902,0.187,967905993,234.88,1,256,561.0
166,1116258.3420128822,24.133,314737879,235.2,2,512,144798.0
167,1116240.217869997,0.288,967905993,240.92,1,256,863.9999999999999
168,1116240.150949955,0.171,967905993,240.97,1,256,513.0
169,1116240.488446951,0.48,671405425,241.0,1,256,1440.0
170,1116241.687064886,0.187,967905993,242.49,1,256,561.0
171,1116241.733948946,0.018,71041693,242.7,1,256,53.99999999999999
172,1116242.1096749306,0.018,639253989,243.08,1,256,53.99999999999999
173,1116242.805310011,0.012,619972022,243.78,1,256,36.0
174,1116243.1805210114,0.016,607608781,244.15,1,256,48.0
175,1116243.3888750076,0.012,983787658,244.36,1,256,36.0
176,1116243.5940539837,0.014,12324967,244.57,1,256,42.0
177,1116243.8144330978,0.014,254465459,244.79,1,256,42.0
178,1116244.0657920835,0.016,684350936,245.04,1,256,48.0
179,1116244.341739893,0.156,967905993,245.17,1,256,468.0
180,1116244.338793993,0.015,687049574,245.31,1,256,45.0
181,1116244.5622150898,0.013,774236011,245.54,1,256,39.0
182,1116252.816482067,8.246,302886783,245.56,1,256,24738.0
183,1116244.797043085,0.012,983444172,245.77,1,256,36.0
184,1116245.0104870796,0.012,415192939,245.99,1,256,36.0
185,1116245.237636089,0.012,713680433,246.21,1,256,36.0
186,1116245.4556889534,0.012,425847067,246.43,1,256,36.0
187,1116245.6631441116,0.013,604042573,246.64,1,256,39.0
188,1116245.8614161017,0.015,530880431,246.83,1,256,45.0
189,1116249.8418018818,0.187,967905993,250.64,1,256,561.0
190,1116251.72006011,0.235,967905993,252.47,1,256,705.0
191,1116255.7521510124,0.171,967905993,256.57,1,256,513.0
192,1116265.0266590118,0.203,967905993,265.81,1,256,609.0
193,1116265.0044670105,0.171,967905993,265.82,1,256,513.0
194,1116265.972644091,0.175,967905993,266.79,1,256,525.0
195,1116269.8227770329,0.187,967905993,270.62,1,256,561.0
196,1116279.4182019234,5.411,302886783,274.99,1,256,16232.999999999998
197,1116279.536755085,0.156,245412529,280.37,1,256,468.0
198,1116280.4718968868,0.203,967905993,281.26,1,256,609.0
199,1116283.516906023,0.187,967905993,284.32,1,256,561.0
200,1116285.6519069672,0.171,245412529,286.47,1,256,513.0
201,1116298.0018761158,9.421,302886783,289.57,1,256,28262.999999999996
202,1116303.30774498,7.078,302886783,297.22,1,256,21234.0
203,1116296.7378180027,0.171,967905993,297.55,1,256,513.0
204,1116300.3957579136,0.399,671405425,300.98,1,256,1197.0
205,1116301.5230619907,1.515,506754434,301.0,1,256,4545.0
206,1116300.122932911,0.109,413427792,301.0,1,256,327.0
207,1116300.1285140514,0.112,323721578,301.0,1,256,336.0
208,1116300.098172903,0.068,572852811,301.02,1,256,204.00000000000003
209,1116300.389940977,0.356,976471375,301.02,1,256,1068.0
210,1116308.3364810944,8.301,956649406,301.02,1,256,24903.0
211,1116311.4130449295,0.218,967905993,312.18,1,256,654.0
212,1116312.005685091,0.171,967905993,312.82,1,256,513.0
213,1116316.7399470806,3.524,314737879,314.2,2,512,21144.0
214,1116317.1773660183,0.203,967905993,317.96,1,256,609.0
215,1116324.85810709,0.187,967905993,325.66,1,256,561.0
216,1116324.9206249714,0.187,967905993,325.72,1,256,561.0
217,1116324.9352591038,0.187,245412529,325.74,1,256,561.0
218,1116337.2020599842,5.905,302886783,332.28,1,256,17715.0
219,1116341.356137991,5.399,302886783,336.94,1,256,16197.0
220,1116397.706882,61.153,772442943,337.54,2,512,366918.0
221,1116376.894671917,40.34,634508745,337.54,2,512,242040.00000000003
222,1116337.4369959831,0.203,967905993,338.22,1,256,609.0
223,1116340.9782760143,0.218,967905993,341.75,1,256,654.0
224,1116357.965063095,7.537,302886783,351.42,1,256,22611.0
225,1116352.3592779636,0.33,967905993,353.02,1,256,990.0
226,1116360.5226140022,0.511,671405425,361.0,1,256,1533.0
227,1116360.0923290253,0.078,262164478,361.0,1,256,234.0
228,1116360.1150910854,0.093,90589266,361.01,1,256,279.0
229,1116361.7693750858,0.012,71041693,362.75,1,256,36.0
230,1116362.1102600098,0.023,639253989,363.08,1,256,69.0
231,1116362.7714030745,0.013,619972022,363.75,1,256,39.0
232,1116362.999778986,0.015,607608781,363.97,1,256,45.0
233,1116363.1963169577,0.011,983787658,364.17,1,256,33.0
234,1116363.386111021,0.015,12324967,364.36,1,256,45.0
235,1116363.593257904,0.011,254465459,364.57,1,256,33.0
236,1116363.8017439842,0.012,684350936,364.78,1,256,36.0
237,1116364.0198450089,0.015,687049574,364.99,1,256,45.0
238,1116364.258687019,0.018,774236011,365.23,1,256,53.99999999999999
239,1116364.4683640003,0.013,983444172,365.44,1,256,39.0
240,1116364.690762043,0.012,415192939,365.67,1,256,36.0
241,1116364.9060399532,0.014,713680433,365.88,1,256,42.0
242,1116365.1173479557,0.011,425847067,366.09,1,256,33.0
243,1116365.3084409237,0.012,604042573,366.28,1,256,36.0
244,1116365.5068778992,0.012,530880431,366.48,1,256,36.0
245,1116380.0018661022,13.046,955717885,367.94,2,512,78276.0
246,1116379.9072589874,12.92,984210923,367.98,2,512,77520.0
247,1116368.380022049,0.187,967905993,369.18,1,256,561.0
248,1116368.4369010923,0.189,967905993,369.24,1,256,567.0
249,1116411.0952060225,38.167,955717885,373.92,2,512,229002.0
250,1116411.0952060225,38.155,984210923,373.93,2,512,228930.0
251,1116374.8724400997,0.187,967905993,375.67,1,256,561.0
252,1116383.251826048,2.558,984210923,381.68,2,512,15347.999999999998
253,1116383.2682139874,2.574,955717885,381.68,2,512,15443.999999999998
254,1116381.9319019318,0.667,955717885,382.25,2,512,4002.0
255,1116381.9129469397,0.648,984210923,382.25,2,512,3888.0
256,1116385.7484879494,4.072,955717885,382.66,2,512,24432.0
257,1116385.6999099257,4.023,984210923,382.66,2,512,24137.999999999996
258,1116387.397562981,5.278,302886783,383.11,1,256,15833.999999999998
259,1116396.95409894,14.335,955717885,383.61,2,512,86010.0
260,1116396.5905458927,13.859,984210923,383.72,2,512,83154.0
261,1116388.3846490383,5.023,984210923,384.35,2,512,30137.999999999996
262,1116388.4158990383,5.054,955717885,384.35,2,512,30324.0
263,1116384.4329509735,0.43,967905993,384.99,1,256,1290.0
264,1116384.5323150158,0.39,245412529,385.13,1,256,1170.0
265,1116387.4158771038,1.667,955717885,386.74,2,512,10002.0
266,1116387.4158771038,1.653,984210923,386.75,2,512,9918.0
267,1116389.8293640614,3.973,955717885,386.84,2,512,23838.0
268,1116389.813726902,3.957,984210923,386.84,2,512,23742.0
269,1116387.1505980492,0.649,984210923,387.49,2,512,3894.0
270,1116387.1505980492,0.649,955717885,387.49,2,512,3894.0
271,1116386.662931919,0.033,593515705,387.62,1,256,99.0
272,1116386.662931919,0.033,955717885,387.62,2,512,198.0
273,1116424.6589970589,37.789,984210923,387.86,2,512,226734.0
274,1116424.6589970589,37.789,955717885,387.86,2,512,226734.0
275,1116388.1220240593,0.909,984210923,388.2,2,512,5454.0
276,1116388.1220240593,0.909,955717885,388.2,2,512,5454.0
277,1116394.2255010605,6.918,984210923,388.3,2,512,41508.0
278,1116394.2255010605,6.918,955717885,388.3,2,512,41508.0
279,1116406.9984910488,19.645,955717885,388.34,2,512,117870.0
280,1116406.9799659252,19.626,984210923,388.34,2,512,117756.00000000001
281,1116413.196657896,25.671,984210923,388.51,2,512,154026.0
282,1116413.2310609818,25.705,955717885,388.51,2,512,154230.0
283,1116392.615684986,4.918,984210923,388.69,2,512,29508.0
284,1116392.615684986,4.918,955717885,388.69,2,512,29508.0
285,1116412.7020130155,24.864,955717885,388.83,2,512,149184.0
286,1116412.6831989288,24.845,984210923,388.83,2,512,149070.0
287,1116396.2500379086,7.834,984210923,389.4,2,512,47004.0
288,1116396.2500379086,7.834,955717885,389.4,2,512,47004.0
289,1116447.6961069107,59.217,984210923,389.47,2,512,355302.0
290,1116447.6961069107,59.217,955717885,389.47,2,512,355302.0
291,1116413.744971037,25.204,955717885,389.53,2,512,151224.0
292,1116413.731085062,25.19,984210923,389.53,2,512,151140.0
293,1116396.95409894,8.302,955717885,389.64,2,512,49812.0
294,1116396.5905458927,7.922,984210923,389.66,2,512,47532.0
295,1116421.0115950108,32.202,984210923,389.8,2,512,193212.0
296,1116421.0115950108,32.202,955717885,389.8,2,512,193212.0
297,1116461.002329111,71.998,955717885,389.99,2,512,431988.0
298,1116460.9864668846,71.982,984210923,389.99,2,512,431892.0
299,1116451.2763159275,62.132,984210923,390.13,2,512,372792.0
300,1116451.2763159275,62.132,955717885,390.13,2,512,372792.0
301,1116460.6427030563,71.436,984210923,390.19,2,512,428616.00000000006
302,1116460.6427030563,71.436,955717885,390.19,2,512,428616.00000000006
303,1116423.0852530005,33.636,984210923,390.44,2,512,201816.00000000003
304,1116423.0852530005,33.636,955717885,390.44,2,512,201816.00000000003
305,1116408.3235440254,18.576,984210923,390.74,2,512,111456.0
306,1116408.340665102,18.593,955717885,390.74,2,512,111558.0
307,1116403.2447760105,12.956,984210923,391.28,2,512,77736.0
308,1116403.2447760105,12.956,955717885,391.28,2,512,77736.0
309,1116469.616106987,78.987,984210923,391.62,2,512,473921.99999999994
310,1116469.616106987,78.987,955717885,391.62,2,512,473921.99999999994
311,1116449.039659977,58.08,984210923,391.95,2,512,348480.0
312,1116449.0567510128,58.097,955717885,391.95,2,512,348582.0
313,1116542.2733159063,151.181,984210923,392.08,2,512,907086.0000000001
314,1116542.2926928997,151.2,955717885,392.08,2,512,907199.9999999999
315,1116422.927218914,30.94,984210923,392.98,2,512,185640.0
316,1116422.927218914,30.94,955717885,392.98,2,512,185640.0
317,1116409.0125710964,16.986,955717885,393.01,2,512,101916.0
318,1116408.996942997,16.97,984210923,393.01,2,512,101820.0
319,1116428.3425679207,36.293,955717885,393.04,2,512,217758.0
320,1116428.3425679207,36.277,984210923,393.05,2,512,217662.0
321,1116470.561029911,77.926,984210923,393.62,2,512,467556.0
322,1116470.561029911,77.926,955717885,393.62,2,512,467556.0
323,1116396.6547369957,3.913,984210923,393.73,2,512,23478.0
324,1116396.6547369957,3.913,955717885,393.73,2,512,23478.0
325,1116447.6802499294,54.526,984210923,394.14,2,512,327156.0
326,1116447.6802499294,54.526,955717885,394.14,2,512,327156.0
327,1116492.832720995,99.158,984210923,394.66,2,512,594948.0
328,1116492.832720995,99.158,955717885,394.66,2,512,594948.0
329,1116423.2709798813,29.027,955717885,395.23,2,512,174162.0
330,1116423.2553510666,29.011,984210923,395.23,2,512,174066.0
331,1116401.4544138908,7.108,984210923,395.33,2,512,42648.0
332,1116401.4544138908,7.108,955717885,395.33,2,512,42648.0
333,1116448.1345911026,52.898,955717885,396.22,2,512,317388.0
334,1116448.117758989,52.881,984210923,396.22,2,512,317286.0
335,1116449.4459190369,54.084,984210923,396.35,2,512,324504.0
336,1116449.4459190369,54.084,955717885,396.35,2,512,324504.0
337,1116469.758936882,74.288,984210923,396.46,2,512,445728.0
338,1116469.7723679545,74.301,955717885,396.46,2,512,445806.0
339,1116592.4896080494,196.639,984210923,396.84,2,512,1179834.0
340,1116592.4896080494,196.639,955717885,396.84,2,512,1179834.0
341,1116401.4424419403,5.578,302886783,396.85,1,256,16734.0
342,1116459.4826529026,63.153,984210923,397.32,2,512,378918.0
343,1116459.5017929077,63.172,955717885,397.32,2,512,379032.0
344,1116413.8559660912,17.435,984210923,397.41,2,512,104609.99999999999
345,1116413.8559660912,17.435,955717885,397.41,2,512,104609.99999999999
346,1116402.9652190208,6.515,984210923,397.44,2,512,39090.0
347,1116402.9652190208,6.515,955717885,397.44,2,512,39090.0
348,1116440.18373394,43.419,955717885,397.75,2,512,260513.99999999997
349,1116440.18373394,43.404,984210923,397.77,2,512,260424.00000000003
350,1116397.7598969936,0.649,984210923,398.1,2,512,3894.0
351,1116397.7598969936,0.649,955717885,398.1,2,512,3894.0
352,1116398.3853271008,0.922,955717885,398.45,2,512,5532.0
353,1116398.3853271008,0.906,984210923,398.47,2,512,5436.0
354,1116399.0446679592,1.206,984210923,398.83,2,512,7236.0
355,1116399.0446679592,1.206,955717885,398.83,2,512,7236.0
356,1116399.8309829235,1.821,955717885,399.0,2,512,10926.0
357,1116399.8153560162,1.805,984210923,399.0,2,512,10830.0
358,1116417.6741950512,19.633,984210923,399.03,2,512,117798.0
359,1116417.6918110847,19.65,955717885,399.03,2,512,117899.99999999999
360,1116420.9283850193,22.856,984210923,399.06,2,512,137136.0
361,1116420.9283850193,22.856,955717885,399.06,2,512,137136.0
362,1116432.8895099163,34.692,984210923,399.19,2,512,208152.0
363,1116432.8895099163,34.692,955717885,399.19,2,512,208152.0
364,1116401.7827329636,3.412,955717885,399.36,2,512,20472.0
365,1116401.7692170143,3.398,984210923,399.36,2,512,20388.0
366,1116432.6707630155,34.236,984210923,399.42,2,512,205415.99999999997
367,1116432.6707630155,34.236,955717885,399.42,2,512,205415.99999999997
368,1116415.437247038,16.958,955717885,399.47,2,512,101747.99999999999
369,1116415.2809829712,16.801,984210923,399.47,2,512,100805.99999999999
370,1116406.8009839058,8.29,955717885,399.5,2,512,49739.99999999999
371,1116406.8009839058,8.272,984210923,399.52,2,512,49632.0
372,1116403.025954008,4.328,984210923,399.69,2,512,25968.0
373,1116403.025954008,4.328,955717885,399.69,2,512,25968.0
374,1116412.94729805,14.046,984210923,399.89,2,512,84276.0
375,1116412.9666199684,14.065,955717885,399.89,2,512,84390.0
376,1116456.708288908,57.791,984210923,399.91,2,512,346746.0
377,1116456.708288908,57.791,955717885,399.91,2,512,346746.0
378,1116408.1211309433,9.173,984210923,399.94,2,512,55038.0
379,1116408.1211309433,9.173,955717885,399.94,2,512,55038.0
380,1116447.4014239311,48.436,955717885,399.95,2,512,290616.0
381,1116447.3877749443,48.422,984210923,399.95,2,512,290532.0
382,1116409.371954918,10.327,955717885,400.03,2,512,61962.0
383,1116409.371954918,10.314,984210923,400.05,2,512,61884.0
384,1116415.4854290483,16.396,984210923,400.08,2,512,98376.0
385,1116415.4854290483,16.396,955717885,400.08,2,512,98376.0
386,1116475.623430967,76.534,955717885,400.08,2,512,459204.00000000006
387,1116475.6068360806,76.5,984210923,400.09,2,512,459000.0
388,1116435.822659969,36.64,984210923,400.17,2,512,219840.0
389,1116436.0257759094,36.843,955717885,400.17,2,512,221058.00000000003
390,1116436.0257759094,36.591,955717885,400.42,2,512,219546.0
391,1116435.838269949,36.403,984210923,400.42,2,512,218418.0
392,1116411.2191839218,11.7,955717885,400.51,2,512,70200.0
393,1116411.2191839218,11.591,984210923,400.62,2,512,69546.0
394,1116400.614057064,0.97,984210923,400.63,2,512,5820.0
395,1116400.614057064,0.97,955717885,400.63,2,512,5820.0
396,1116414.5853021145,14.941,955717885,400.63,2,512,89646.0
397,1116422.436594963,22.775,984210923,400.65,2,512,136650.0
398,1116422.4497470856,22.788,955717885,400.65,2,512,136728.0
399,1116414.5853021145,14.923,984210923,400.65,2,512,89538.0
400,1116420.7721281052,21.081,984210923,400.68,2,512,126486.0
401,1116420.7721281052,21.081,955717885,400.68,2,512,126486.0
402,1116403.3838169577,3.674,955717885,400.7,2,512,22044.0
403,1116403.3682079315,3.646,984210923,400.71,2,512,21876.0
404,1116422.436594963,22.449,984210923,400.98,2,512,134694.0
405,1116422.436594963,22.449,955717885,400.98,2,512,134694.0
406,1116513.3822040558,113.378,955717885,400.99,2,512,680268.0
407,1116513.3672909737,113.363,984210923,400.99,2,512,680178.0
408,1116422.8965830803,22.878,955717885,401.01,2,512,137268.0
409,1116422.882744074,22.864,984210923,401.01,2,512,137184.0
410,1116432.1558110714,32.059,955717885,401.08,2,512,192353.99999999997
411,1116432.1398539543,32.043,984210923,401.08,2,512,192258.0
412,1116403.025954008,2.335,955717885,401.68,2,512,14010.0
413,1116402.9652190208,2.274,984210923,401.68,2,512,13644.0
414,1116401.7510540483,0.998,984210923,401.74,2,512,5988.0
415,1116401.7510540483,0.998,955717885,401.74,2,512,5988.0
416,1116405.5577709677,3.634,955717885,402.91,2,512,21804.0
417,1116405.5577709677,3.587,984210923,402.96,2,512,21522.0
418,1116402.376096964,0.0,593515705,403.36,1,256,0.0
419,1116402.393410921,0.017,955717885,403.36,2,512,102.00000000000001
420,1116448.52908206,46.106,955717885,403.41,2,512,276636.0
421,1116448.5134530067,46.09,984210923,403.41,2,512,276540.0
422,1116408.564492941,5.659,984210923,403.89,2,512,33954.0
423,1116408.5805900097,5.675,955717885,403.89,2,512,34050.0
424,1116463.635418892,60.564,984210923,404.06,2,512,363384.0
425,1116463.8247759342,60.753,955717885,404.06,2,512,364518.0
426,1116515.6385419369,112.52,984210923,404.11,2,512,675120.0
427,1116515.6385419369,112.52,955717885,404.11,2,512,675120.0
428,1116404.1370739937,0.831,984210923,404.29,2,512,4986.0
429,1116404.1370739937,0.831,955717885,404.29,2,512,4986.0
430,1116404.4310688972,1.093,984210923,404.33,2,512,6558.0
431,1116404.4310688972,1.093,955717885,404.33,2,512,6558.0
432,1116494.3426470757,90.797,984210923,404.53,2,512,544782.0
433,1116494.3426470757,90.797,955717885,404.53,2,512,544782.0
434,1116458.2761271,54.474,984210923,404.79,2,512,326844.0
435,1116458.3386349678,54.536,955717885,404.79,2,512,327216.0
436,1116542.3514430523,138.526,955717885,404.81,2,512,831156.0000000001
437,1116542.3368980885,138.511,984210923,404.81,2,512,831066.0
438,1116450.948348999,45.934,955717885,406.0,2,512,275604.0
439,1116450.9340720177,45.919,984210923,406.0,2,512,275514.0
