"request ID","Function ID","STATUS","Container ID","Data center ID","Final VM ID","Execution Time","Start Time","Finish Time","Response Time","Vm List"
"52","2","SUCCESS","47","3","2","4.698362342895489","10.520999999999999","15.219362342895488","6.719362342895488","2"
"72","1","SUCCESS","2","3","2","2.694226275292108","12.53","15.224226275292107","2.7142262752921074","2"
"73","1","SUCCESS","17","3","2","2.694462809917356","12.7","15.394462809917355","2.7144628099173556","2"
"74","1","SUCCESS","32","3","2","2.695973913143421","12.73","15.425973913143421","2.7159739131434204","2"
"76","1","SUCCESS","18","3","3","2.6942975206611575","12.889999999999999","15.584297520661156","2.714297520661157","3"
"61","3","SUCCESS","1","3","1","5.297959532630379","10.5","15.79795953263038","5.317959532630379","1"
"28","4","SUCCESS","28","3","3","7.699074511604524","8.1","15.799074511604523","9.719074511604523","3"
"78","1","SUCCESS","23","3","3","2.694529057059068","13.15","15.844529057059068","2.7145290570590674","3"
"63","2","SUCCESS","16","3","1","4.698842975206611","11.29","15.98884297520661","4.718842975206611","1"
"82","1","SUCCESS","38","3","3","2.6948760330578505","13.67","16.36487603305785","2.71487603305785","3"
"65","2","SUCCESS","21","3","1","4.698360999916595","11.809999999999999","16.508360999916594","4.7183609999165945","1"
"68","2","SUCCESS","22","3","2","4.698357865120354","12.129999999999999","16.828357865120353","4.718357865120353","2"
"69","2","SUCCESS","13","3","3","4.698512396694213","12.16","16.858512396694213","4.718512396694212","3"
"70","2","SUCCESS","19","3","4","4.698429752066117","12.28","16.978429752066116","4.7184297520661165","4"
"89","1","SUCCESS","31","3","1","2.6942287685116355","14.309999999999999","17.004228768511634","2.714228768511635","1"
"64","3","SUCCESS","9","3","4","5.297934229104468","11.709999999999999","17.007934229104468","5.317934229104468","4"
"93","1","SUCCESS","43","3","3","2.695289256198347","14.61","17.305289256198346","2.7152892561983464","3"
"95","1","SUCCESS","12","3","2","2.6947107438016538","14.75","17.444710743801654","2.7147107438016533","2"
"96","1","SUCCESS","10","3","5","2.694234468141161","14.809999999999999","17.50423446814116","2.7142344681411608","5"
"75","2","SUCCESS","26","3","1","4.6983877062468675","12.85","17.548387706246867","4.718387706246867","1"
"98","1","SUCCESS","15","3","5","2.6945034087262076","14.92","17.614503408726208","2.714503408726207","5"
"71","3","SUCCESS","20","3","5","5.29794207714658","12.34","17.63794207714658","5.317942077146579","5"
"80","2","SUCCESS","3","3","3","4.698406953548023","13.25","17.948406953548023","4.718406953548023","3"
"48","4","SUCCESS","45","3","5","7.699080158186828","10.43","18.129080158186827","9.719080158186827","5"
"81","2","SUCCESS","24","3","4","4.698353443634229","13.45","18.148353443634228","4.7183534436342285","4"
"51","4","SUCCESS","46","3","1","7.699076571605062","10.52","18.21907657160506","9.719076571605061","1"
"84","2","SUCCESS","6","3","1","4.698925619834709","13.83","18.52892561983471","4.7189256198347085","1"
"86","2","SUCCESS","36","3","1","4.698355485068239","13.880999999999998","18.579355485068238","4.719355485068238","1"
"87","2","SUCCESS","29","3","4","4.698842975206611","13.889999999999999","18.58884297520661","4.718842975206611","4"
"88","2","SUCCESS","37","3","2","4.698429752066113","14.08","18.778429752066113","4.718429752066113","2"
"83","3","SUCCESS","27","3","2","5.2979348627240945","13.77","19.067934862724094","5.317934862724094","2"
"66","3","SUCCESS","50","3","5","5.297959532630379","13.84","19.13795953263038","7.317959532630379","5"
"56","4","SUCCESS","48","3","3","7.699074328886306","11.49","19.189074328886306","9.719074328886306","3"
"107","1","SUCCESS","2","3","2","2.694391190270668","16.52","19.214391190270668","2.7143911902706677","2"
"108","1","SUCCESS","17","3","2","2.696264411530933","16.53","19.226264411530934","2.7162644115309327","2"
"92","2","SUCCESS","41","3","1","4.698366593451674","14.57","19.268366593451674","4.718366593451673","1"
"94","2","SUCCESS","42","3","2","4.698354295336882","14.65","19.348354295336883","4.718354295336882","2"
"109","1","SUCCESS","32","3","2","2.6948832209567186","16.669999999999998","19.364883220956717","2.714883220956718","2"
"90","3","SUCCESS","33","3","3","5.2983314968187845","14.33","19.628331496818785","5.318331496818784","3"
"99","2","SUCCESS","11","3","1","4.698992653843579","14.95","19.648992653843578","4.7189926538435785","1"
"91","3","SUCCESS","34","3","4","5.298302998671167","14.37","19.668302998671166","5.318302998671166","4"
"102","1","SUCCESS","55","3","5","2.6953277920595973","17.13","19.825327792059596","4.715327792059597","5"
"115","1","SUCCESS","31","3","1","2.6948760330578523","17.5","20.194876033057852","2.714876033057852","1"
"100","3","SUCCESS","39","3","4","5.297939037835354","14.950999999999999","20.248939037835353","5.318939037835353","4"
"116","1","SUCCESS","12","3","2","2.6942294817021057","17.56","20.254229481702104","2.7142294817021053","2"
"105","2","SUCCESS","47","3","2","4.698353411216482","15.87","20.56835341121648","4.718353411216482","2"
"77","4","SUCCESS","7","3","2","7.699112272386886","12.9","20.599112272386886","7.7191122723868855","2"
"106","2","SUCCESS","16","3","1","4.698533759990191","16.32","21.01853375999019","4.718533759990191","1"
"121","1","SUCCESS","18","3","3","2.69572384263482","18.36","21.05572384263482","2.7157238426348194","3"
"85","3","SUCCESS","52","3","2","5.29799088059276","15.879999999999999","21.17799088059276","7.31799088059276","2"
"110","2","SUCCESS","21","3","1","4.698354032163717","16.671","21.369354032163717","4.719354032163718","1"
"112","2","SUCCESS","22","3","2","4.698486748361354","16.87","21.568486748361355","4.718486748361354","2"
"113","2","SUCCESS","8","3","3","4.698404103733257","16.9","21.598404103733255","4.718404103733256","3"
"132","1","SUCCESS","2","3","2","2.6947107438016538","19.44","22.134710743801655","2.7147107438016533","2"
"111","3","SUCCESS","1","3","1","5.297935891250834","16.86","22.157935891250833","5.317935891250833","1"
"114","3","SUCCESS","9","3","4","5.297935891250834","17.14","22.437935891250834","5.317935891250833","4"
"117","2","SUCCESS","26","3","1","4.6984317590194316","17.88","22.57843175901943","4.718431759019431","1"
"125","6","SUCCESS","58","3","3","1.8993787403818772","20.75","22.649378740381877","3.9193787403818767","3"
"134","1","SUCCESS","17","3","2","2.6942319749216352","19.98","22.674231974921636","2.714231974921635","2"
"79","4","SUCCESS","51","3","1","7.699076052036979","15.151","22.85007605203698","9.720076052036978","1"
"136","1","SUCCESS","32","3","2","2.694869440466732","20.18","22.874869440466732","2.7148694404667317","2"
"119","2","SUCCESS","3","3","3","4.698677685950411","18.19","22.888677685950412","4.718677685950411","3"
"120","2","SUCCESS","13","3","3","4.698595041322314","18.25","22.948595041322314","4.718595041322313","3"
"122","2","SUCCESS","6","3","1","4.6988363826154895","18.55","23.24883638261549","4.718836382615489","1"
"123","2","SUCCESS","36","3","1","4.698671093359295","18.669999999999998","23.368671093359293","4.718671093359294","1"
"126","2","SUCCESS","37","3","2","4.698512396694216","18.95","23.648512396694215","4.718512396694216","2"
"127","2","SUCCESS","4","3","4","4.6985058041030925","19.04","23.73850580410309","4.718505804103092","4"
"128","2","SUCCESS","19","3","4","4.698429752066112","19.12","23.818429752066113","4.718429752066111","4"
"129","2","SUCCESS","24","3","4","4.698354752132442","19.13","23.82835475213244","4.718354752132441","4"
"142","1","SUCCESS","31","3","1","2.694297520661152","21.23","23.924297520661153","2.7142975206611517","1"
"124","3","SUCCESS","20","3","5","5.297948133371335","18.74","24.037948133371334","5.317948133371335","5"
"130","2","SUCCESS","41","3","1","4.698939868908521","19.37","24.068939868908522","4.718939868908521","1"
"131","2","SUCCESS","42","3","2","4.698367056141343","19.39","24.088367056141344","4.718367056141343","2"
"97","4","SUCCESS","53","3","3","7.699155582498307","16.84","24.539155582498307","9.719155582498306","3"
"133","2","SUCCESS","11","3","1","4.698411780845415","19.88","24.578411780845414","4.718411780845415","1"
"149","1","SUCCESS","12","3","2","2.6962630205148344","21.94","24.636263020514836","2.716263020514834","2"
"101","4","SUCCESS","54","3","4","7.699231949871557","17.049999999999997","24.749231949871554","9.719231949871554","4"
"135","2","SUCCESS","29","3","4","4.69836018357876","20.07","24.76836018357876","4.71836018357876","4"
"151","1","SUCCESS","18","3","3","2.694889109198595","22.09","24.784889109198595","2.7148891091985945","3"
"103","4","SUCCESS","56","3","1","7.699079038300983","17.34","25.039079038300983","9.719079038300983","1"
"154","1","SUCCESS","2","3","2","2.694793388429755","22.38","25.074793388429754","2.7147933884297544","2"
"156","1","SUCCESS","23","3","3","2.6951947407803196","22.41","25.10519474078032","2.715194740780319","3"
"157","1","SUCCESS","38","3","3","2.6944628099173578","22.48","25.174462809917358","2.7144628099173573","3"
"158","1","SUCCESS","43","3","3","2.694297520661152","22.57","25.264297520661152","2.7142975206611517","3"
"159","1","SUCCESS","10","3","5","2.6943801652892567","22.59","25.284380165289257","2.7143801652892563","5"
"137","2","SUCCESS","47","3","2","4.698360873192684","20.599999999999998","25.29836087319268","4.718360873192683","2"
"104","4","SUCCESS","57","3","2","7.69908612305246","17.67","25.369086123052462","9.719086123052461","2"
"162","1","SUCCESS","17","3","2","2.696110916440894","22.83","25.526110916440892","2.7161109164408934","2"
"140","2","SUCCESS","44","3","4","4.698408238469668","20.89","25.58840823846967","4.718408238469667","4"
"141","2","SUCCESS","25","3","5","4.699160503217751","20.891000000000002","25.590160503217753","4.720160503217752","5"
"163","1","SUCCESS","32","3","2","2.6952018255318038","22.99","25.685201825531802","2.7152018255318033","2"
"118","4","SUCCESS","28","3","3","7.699077228801219","18.0","25.69907722880122","7.719077228801218","3"
"138","3","SUCCESS","27","3","2","5.297938617288743","20.65","25.94793861728874","5.317938617288743","2"
"139","3","SUCCESS","33","3","3","5.297951375146127","20.72","26.017951375146126","5.3179513751461265","3"
"143","2","SUCCESS","16","3","1","4.698360678686175","21.32","26.018360678686175","4.7183606786861745","1"
"144","2","SUCCESS","30","3","5","4.698364954881857","21.33","26.028364954881855","4.7183649548818565","5"
"166","1","SUCCESS","15","3","5","2.695802971410778","23.44","26.13580297141078","2.7158029714107776","5"
"147","2","SUCCESS","21","3","1","4.6984018227026105","21.74","26.43840182270261","4.71840182270261","1"
"148","2","SUCCESS","22","3","2","4.698358480173436","21.8","26.498358480173437","4.7183584801734355","2"
"150","2","SUCCESS","8","3","3","4.698370236027724","21.95","26.648370236027723","4.718370236027724","3"
"153","2","SUCCESS","35","3","5","4.698360783896504","22.201","26.899360783896505","4.719360783896505","5"
"155","2","SUCCESS","40","3","5","4.698363269158957","22.39","27.088363269158958","4.7183632691589565","5"
"160","2","SUCCESS","26","3","1","4.698359181575622","22.61","27.30835918157562","4.718359181575622","1"
"170","1","SUCCESS","31","3","1","2.694474884054962","24.68","27.374474884054962","2.7144748840549617","1"
"152","3","SUCCESS","1","3","1","5.298148012364706","22.2","27.498148012364705","5.318148012364706","1"
"165","2","SUCCESS","3","3","3","4.699090909090909","23.02","27.71909090909091","4.719090909090909","3"
"175","1","SUCCESS","12","3","2","2.696280991735538","25.06","27.756280991735537","2.7162809917355375","2"
"179","1","SUCCESS","2","3","2","2.694246223995446","25.74","28.434246223995444","2.7142462239954455","2"
"181","1","SUCCESS","17","3","2","2.694246223995439","25.93","28.62424622399544","2.7142462239954384","2"
"182","1","SUCCESS","32","3","2","2.6943801652892567","26.16","28.854380165289257","2.7143801652892563","2"
"167","3","SUCCESS","52","3","2","5.297999821997081","23.57","28.86799982199708","5.3179998219970805","2"
"145","4","SUCCESS","46","3","1","7.699080562819262","21.4","29.09908056281926","7.719080562819261","1"
"171","2","SUCCESS","6","3","1","4.698925619834711","24.71","29.40892561983471","4.71892561983471","1"
"146","4","SUCCESS","7","3","2","7.69907785652671","21.71","29.40907785652671","7.7190778565267095","2"
"172","2","SUCCESS","11","3","1","4.698361273993928","24.97","29.668361273993927","4.718361273993928","1"
"174","2","SUCCESS","36","3","1","4.698399246965174","25.05","29.748399246965175","4.718399246965173","1"
"176","2","SUCCESS","41","3","1","4.69884297520661","25.21","29.90884297520661","4.718842975206609","1"
"177","2","SUCCESS","37","3","2","4.698512396694209","25.28","29.97851239669421","4.718512396694209","2"
"173","3","SUCCESS","9","3","4","5.297939501409143","24.98","30.277939501409143","5.317939501409143","4"
"180","2","SUCCESS","42","3","2","4.698683303062037","25.79","30.488683303062036","4.718683303062036","2"
"161","4","SUCCESS","48","3","3","7.69913471430975","22.82","30.51913471430975","7.7191347143097495","3"
"178","3","SUCCESS","34","3","4","5.298100231551132","25.29","30.58810023155113","5.318100231551131","4"
"164","4","SUCCESS","51","3","1","7.699103176850901","22.991","30.6901031768509","7.720103176850902","1"
"195","1","SUCCESS","31","3","1","2.695454545454549","28.06","30.755454545454548","2.7154545454545485","1"
"183","2","SUCCESS","16","3","1","4.698355609729216","26.18","30.878355609729216","4.718355609729215","1"
"184","2","SUCCESS","47","3","2","4.698356210931085","26.37","31.068356210931086","4.718356210931084","2"
"185","2","SUCCESS","13","3","3","4.698358132419433","26.419999999999998","31.11835813241943","4.718358132419432","3"
"186","2","SUCCESS","21","3","1","4.698429752066115","26.509999999999998","31.208429752066113","4.718429752066115","1"
"168","4","SUCCESS","45","3","5","7.6990787583295095","23.64","31.33907875832951","7.719078758329509","5"
"188","2","SUCCESS","22","3","2","4.698665535189011","26.69","31.388665535189013","4.718665535189011","2"
"204","1","SUCCESS","2","3","2","2.694781237668355","28.759999999999998","31.454781237668353","2.7147812376683547","2"
"189","2","SUCCESS","8","3","3","4.698595041322314","26.83","31.528595041322312","4.718595041322313","3"
"190","2","SUCCESS","4","3","4","4.698356679514898","27.099999999999998","31.798356679514896","4.718356679514898","4"
"206","1","SUCCESS","12","3","2","2.694297520661163","29.13","31.824297520661162","2.7142975206611624","2"
"192","2","SUCCESS","26","3","1","4.698429752066112","27.32","32.01842975206611","4.718429752066111","1"
"193","2","SUCCESS","19","3","4","4.6983819240994364","27.36","32.058381924099436","4.718381924099436","4"
"210","1","SUCCESS","17","3","2","2.694297520661152","29.82","32.51429752066115","2.7142975206611517","2"
"191","3","SUCCESS","27","3","2","5.2979396075035865","27.25","32.54793960750359","5.317939607503586","2"
"196","2","SUCCESS","3","3","3","4.698512396694216","28.13","32.828512396694215","4.718512396694216","3"
"194","3","SUCCESS","1","3","1","5.297940155658235","27.56","32.857940155658234","5.317940155658235","1"
"197","2","SUCCESS","24","3","4","4.69840695354803","28.21","32.90840695354803","4.71840695354803","4"
"198","2","SUCCESS","29","3","4","4.698432601880885","28.23","32.928432601880885","4.718432601880885","4"
"199","2","SUCCESS","44","3","4","4.69840125391849","28.28","32.97840125391849","4.71840125391849","4"
"200","2","SUCCESS","25","3","5","4.698381924099451","28.33","33.02838192409945","4.71838192409945","5"
"201","2","SUCCESS","30","3","5","4.698361356511828","28.52","33.21836135651183","4.718361356511828","5"
"202","2","SUCCESS","35","3","5","4.698601312683024","28.68","33.378601312683024","4.718601312683024","5"
"203","2","SUCCESS","40","3","5","4.698677685950411","28.69","33.38867768595041","4.718677685950411","5"
"187","5","SUCCESS","60","3","5","5.499594706368903","28.68","34.1795947063689","7.519594706368903","5"
"223","1","SUCCESS","31","3","1","2.694227221846962","31.49","34.18422722184696","2.7142272218469614","1"
"208","2","SUCCESS","6","3","1","4.698359252851294","29.55","34.248359252851294","4.718359252851293","1"
"213","2","SUCCESS","11","3","1","4.6983591937685425","30.19","34.888359193768544","4.718359193768542","1"
"227","1","SUCCESS","2","3","2","2.6947933884297512","32.230000000000004","34.924793388429755","2.7147933884297544","2"
"214","2","SUCCESS","36","3","1","4.698359453251921","30.24","34.93835945325192","4.718359453251921","1"
"211","3","SUCCESS","52","3","2","5.297940987136052","29.9","35.19794098713605","5.317940987136051","2"
"229","1","SUCCESS","12","3","2","2.694717846640181","32.59","35.284717846640184","2.714717846640184","2"
"215","2","SUCCESS","41","3","1","4.698436854904649","30.64","35.33843685490465","4.718436854904649","1"
"216","2","SUCCESS","37","3","2","4.698376124815635","30.69","35.388376124815636","4.718376124815634","2"
"217","2","SUCCESS","42","3","2","4.698595041322314","30.71","35.408595041322315","4.718595041322313","2"
"230","1","SUCCESS","17","3","2","2.6957851239669424","32.75","35.44578512396694","2.7157851239669455","2"
"231","1","SUCCESS","32","3","2","2.6947851239669447","32.751","35.44578512396694","2.7157851239669455","2"
"205","2","SUCCESS","61","3","1","4.698370734628256","31.07","35.768370734628256","6.718370734628255","1"
"219","2","SUCCESS","16","3","1","4.698436854904649","31.14","35.83843685490465","4.718436854904649","1"
"207","2","SUCCESS","62","3","2","4.698376124815635","31.19","35.888376124815636","6.718376124815634","2"
"220","2","SUCCESS","21","3","1","4.698634938728997","31.24","35.938634938728995","4.7186349387289965","1"
"221","2","SUCCESS","47","3","2","4.698359697858574","31.38","36.07835969785857","4.718359697858574","2"
"222","2","SUCCESS","22","3","2","4.698438016528925","31.47","36.168438016528924","4.718438016528925","2"
"224","2","SUCCESS","8","3","3","4.698512396694216","31.77","36.468512396694216","4.718512396694216","3"
"225","2","SUCCESS","26","3","1","4.698429752066119","32.03","36.72842975206612","4.718429752066122","1"
"233","6","SUCCESS","65","3","5","1.8993127266045633","35.03","36.929312726604564","3.9193127266045664","5"
"228","2","SUCCESS","13","3","3","4.698595041322314","32.550000000000004","37.24859504132232","4.718595041322317","3"
"218","2","SUCCESS","64","3","4","4.698760330578516","32.79","37.488760330578515","6.718760330578515","4"
"209","4","SUCCESS","46","3","1","7.699080043655815","29.8","37.499080043655816","7.719080043655815","1"
"242","1","SUCCESS","31","3","1","2.6942401648236185","34.900000000000006","37.594240164823624","2.7142401648236216","1"
"232","2","SUCCESS","3","3","3","4.698584175887213","32.910000000000004","37.608584175887216","4.718584175887216","3"
"212","5","SUCCESS","63","3","3","5.499753722326496","32.129999999999995","37.62975372232649","7.519753722326492","3"
"244","1","SUCCESS","2","3","2","2.697604961995907","34.99","37.68760496199591","2.71760496199591","2"
"234","2","SUCCESS","4","3","4","4.699423143814087","33.17","37.86942314381409","4.71942314381409","4"
"235","2","SUCCESS","19","3","4","4.698360630945629","33.190000000000005","37.888360630945634","4.718360630945632","4"
"236","2","SUCCESS","24","3","4","4.6983672239414105","33.57","38.26836722394141","4.718367223941414","4"
"251","1","SUCCESS","12","3","2","2.695144083445541","35.660000000000004","38.355144083445545","2.7151440834455443","2"
"252","1","SUCCESS","17","3","2","2.69473086030505","35.71","38.40473086030505","2.7147308603050533","2"
"237","2","SUCCESS","29","3","4","4.69851239669422","33.720000000000006","38.418512396694226","4.718512396694223","4"
"238","2","SUCCESS","44","3","4","4.698429752066119","33.93","38.62842975206612","4.718429752066122","4"
"240","2","SUCCESS","25","3","5","4.698360630945636","34.190000000000005","38.88836063094564","4.718360630945639","5"
"241","2","SUCCESS","6","3","1","4.69851239669422","34.470000000000006","39.168512396694226","4.718512396694223","1"
"256","1","SUCCESS","32","3","2","2.6942835861947856","36.620000000000005","39.31428358619479","2.7142835861947887","2"
"239","3","SUCCESS","1","3","1","5.298030777999429","34.13","39.42803077799943","5.318030777999432","1"
"243","2","SUCCESS","11","3","1","4.698444001139926","34.93","39.628444001139925","4.718444001139929","1"
"245","2","SUCCESS","36","3","1","4.698677685950415","35.07","39.768677685950415","4.718677685950418","1"
"226","4","SUCCESS","51","3","1","7.699081110048354","32.13","39.82908111004836","7.719081110048357","1"
"246","2","SUCCESS","30","3","5","4.698362980304857","35.17","39.86836298030486","4.71836298030486","5"
"247","2","SUCCESS","35","3","5","4.698998465420253","35.190000000000005","39.88899846542026","4.718998465420256","5"
"249","2","SUCCESS","41","3","1","4.698595041322314","35.56","40.258595041322316","4.718595041322317","1"
"250","2","SUCCESS","37","3","2","4.698406819316993","35.561","40.25940681931699","4.719406819316994","2"
"264","1","SUCCESS","31","3","1","2.694380165289253","37.760000000000005","40.45438016528926","2.7143801652892563","1"
"253","2","SUCCESS","16","3","1","4.698360850458805","35.89","40.588360850458805","4.718360850458808","1"
"268","1","SUCCESS","2","3","2","2.6949504132231397","38.091","40.78595041322314","2.7159504132231405","2"
"257","2","SUCCESS","21","3","1","4.698360850458805","36.64","41.338360850458805","4.718360850458808","1"
"254","3","SUCCESS","27","3","2","5.297952742585686","36.260000000000005","41.55795274258569","5.317952742585689","2"
"258","1","SUCCESS","66","3","1","2.694481668205526","38.88","41.57448166820553","4.714481668205529","1"
"259","2","SUCCESS","26","3","1","4.698361035239962","36.910000000000004","41.608361035239966","4.718361035239965","1"
"260","2","SUCCESS","61","3","1","4.698361683453534","37.09","41.78836168345354","4.718361683453537","1"
"261","2","SUCCESS","22","3","2","4.698512396694213","37.230000000000004","41.92851239669422","4.718512396694216","2"
"262","1","SUCCESS","67","3","2","2.694481668205526","39.38","42.07448166820553","4.714481668205529","2"
"263","2","SUCCESS","42","3","2","4.698512396694213","37.440000000000005","42.13851239669422","4.718512396694216","2"
"277","1","SUCCESS","12","3","2","2.69423373432123","39.56","42.25423373432123","2.7142337343212333","2"
"265","2","SUCCESS","47","3","2","4.698401253918497","37.92","42.6184012539185","4.7184012539185005","2"
"282","1","SUCCESS","17","3","2","2.694254354227226","40.02","42.71425435422723","2.7142543542272293","2"
"266","2","SUCCESS","62","3","2","4.698429752066126","38.07","42.768429752066126","4.718429752066129","2"
"267","2","SUCCESS","3","3","3","4.698361683453527","38.09","42.78836168345353","4.71836168345353","3"
"283","1","SUCCESS","32","3","2","2.6962129231229426","40.150000000000006","42.84621292312295","2.7162129231229457","2"
"248","4","SUCCESS","7","3","2","7.699081973539258","35.230000000000004","42.92908197353926","7.719081973539261","2"
"269","2","SUCCESS","8","3","3","4.69836330742941","38.39","43.08836330742941","4.718363307429414","3"
"271","2","SUCCESS","13","3","3","4.698390181783992","38.45","43.148390181783995","4.718390181783995","3"
"272","2","SUCCESS","4","3","4","4.698375366690286","38.5","43.198375366690286","4.718375366690289","4"
"274","2","SUCCESS","19","3","4","4.698595041322314","38.86000000000001","43.55859504132232","4.718595041322317","4"
"289","1","SUCCESS","31","3","1","2.6942367756539625","40.940000000000005","43.63423677565397","2.7142367756539656","1"
"270","3","SUCCESS","52","3","2","5.2979425464316705","38.400000000000006","43.697942546431676","5.317942546431674","2"
"275","2","SUCCESS","6","3","1","4.698375605585639","39.24","43.93837560558564","4.718375605585642","1"
