"clock","utilization","count","workload usage"
"73.72","0.7","2","1.3948"
"73.93","0.7","2","1.3948"
"74.14","0.7","2","1.3948"
"74.35","0.7","2","1.3948"
"74.56","0.7","2","1.3948"
"74.76","0.7","2","1.3948"
"74.97","0.7","2","1.3948"
"75.18","0.7","2","1.3948"
"75.39","0.7","2","1.3948"
"75.6","0.7","2","1.3948"
"75.81","0.7","2","1.3948"
"76.01","0.7","2","1.3948"
"76.22","0.7","2","1.3948"
"76.43","0.7","2","1.3948"
"76.64","0.7","2","1.3948"
"76.85","0.7","2","1.3948"
"77.06","0.7","2","1.3948"
"77.26","0.7","2","1.3948"
"77.47","0.7","2","1.3948"
"77.68","0.7","2","1.3948"
"77.89","0.7","2","1.3948"
"78.1","0.7","2","1.3948"
"78.31","0.7","2","1.3948"
"78.51","0.7","2","1.3948"
"78.72","0.7","2","1.3948"
"78.93","0.7","2","1.3948"
"79.14","0.62","2","1.2448"
"79.35","0.57","2","1.1448"
"79.56","0.57","2","1.1448"
"79.76","0.57","2","1.1448"
"79.97","0.57","2","1.1448"
"80.18","0.57","2","1.1448"
"80.39","0.57","2","1.1448"
"80.6","0.57","2","1.1448"
"80.81","0.57","2","1.1448"
"81.01","0.57","2","1.1448"
"81.22","0.57","2","1.1448"
"81.43","0.57","2","1.1448"
"81.64","0.57","2","1.1448"
"81.85","0.57","2","1.1448"
"82.06","0.57","2","1.1448"
"82.26","0.57","2","1.1448"
"82.47","0.57","2","1.1448"
"82.68","0.57","2","1.1448"
"82.89","0.57","2","1.1448"
"83.1","0.57","2","1.1448"
"83.31","0.57","2","1.1448"
"83.51","0.57","2","1.1448"
"83.72","0.57","2","1.1448"
"83.93","0.57","2","1.1448"
"84.14","0.57","2","1.1448"
"84.35","0.57","2","1.1448"
"84.56","0.57","2","1.1448"
"84.76","0.57","2","1.1448"
"84.97","0.57","2","1.1448"
"85.18","0.57","2","1.1448"
"85.39","0.57","2","1.1448"
"85.6","0.57","2","1.1448"
"85.81","0.57","2","1.1448"
"86.01","0.57","2","1.1448"
"86.22","0.57","2","1.1448"
"86.43","0.57","2","1.1448"
"86.64","0.57","2","1.1448"
"86.85","0.57","2","1.1448"
"87.06","0.57","2","1.1448"
"87.26","0.57","2","1.1448"
"87.47","0.57","2","1.1448"
"87.68","0.57","2","1.1448"
"87.89","0.57","2","1.1448"
"88.1","0.57","2","1.1448"
"88.31","0.57","2","1.1448"
"88.51","0.57","2","1.1448"
"88.72","0.57","2","1.1448"
"88.93","0.57","2","1.1448"
"89.14","0.57","2","1.1448"
"89.35","0.57","2","1.1448"
"89.56","0.57","2","1.1448"
"89.76","0.57","2","1.1448"
"89.97","0.57","2","1.1448"
"90.18","0.47","2","0.9448"
"90.39","0.45","2","0.8948"
"90.6","0.45","2","0.8948"
"90.81","0.45","2","0.8948"
"91.01","0.45","2","0.8948"
"91.22","0.45","2","0.8948"
"91.43","0.45","2","0.8948"
"91.64","0.45","2","0.8948"
"91.85","0.45","2","0.8948"
"92.06","0.45","2","0.8948"
"92.26","0.45","2","0.8948"
"92.47","0.45","2","0.8948"
"92.68","0.45","2","0.8948"
"92.89","0.45","2","0.8948"
"93.1","0.45","2","0.8948"
"93.31","0.45","2","0.8948"
"93.51","0.48","2","0.9534"
"93.72","0.55","2","1.0984"
"93.93","0.55","2","1.0984"
"94.14","0.55","2","1.0984"
"94.35","0.55","2","1.0984"
"94.56","0.55","2","1.0984"
"94.76","0.55","2","1.0984"
"94.97","0.55","2","1.0984"
"95.18","0.55","2","1.0984"
"95.39","0.55","2","1.0984"
"95.6","0.55","2","1.0984"
"95.81","0.55","2","1.0984"
"96.01","0.55","2","1.0984"
"96.22","0.55","2","1.0984"
"96.43","0.55","2","1.0984"
"96.64","0.55","2","1.0984"
"96.85","0.55","2","1.0984"
"97.06","0.55","2","1.0984"
"97.26","0.55","2","1.0984"
"97.47","0.55","2","1.0984"
"97.68","0.55","2","1.0984"
"97.89","0.55","2","1.0984"
"98.1","0.55","2","1.0984"
"98.31","0.55","2","1.0984"
"98.51","0.55","2","1.0984"
"98.72","0.55","2","1.0984"
"98.93","0.55","2","1.0984"
"99.14","0.55","2","1.0984"
"99.35","0.55","2","1.0984"
"99.56","0.55","2","1.0984"
"99.76","0.55","2","1.0984"
"99.97","0.55","2","1.0984"
"100.18","0.55","2","1.0984"
"100.39","0.55","2","1.0984"
"100.6","0.55","2","1.0984"
"100.81","0.55","2","1.0984"
"101.01","0.55","2","1.0984"
"101.22","0.44","2","0.8868"
"101.43","0.46","2","0.9256"
"101.64","0.53","2","1.0598"
"101.85","0.53","2","1.0598"
"102.06","0.53","2","1.0598"
"102.26","0.53","2","1.0598"
"102.47","0.53","2","1.0598"
"102.68","0.53","2","1.0598"
"102.89","0.53","2","1.0598"
"103.1","0.53","2","1.0598"
"103.31","0.53","2","1.0598"
"103.51","0.53","2","1.0598"
"103.72","0.53","2","1.0598"
"103.93","0.53","2","1.0598"
"104.14","0.53","2","1.0598"
"104.35","0.53","2","1.0598"
"104.56","0.53","2","1.0598"
"104.76","0.53","2","1.0598"
"104.97","0.53","2","1.0598"
"105.18","0.53","2","1.0598"
"105.39","0.53","2","1.0598"
"105.6","0.53","2","1.0598"
"105.81","0.53","2","1.0598"
"106.01","0.53","2","1.0598"
"106.22","0.53","2","1.0598"
"106.43","0.53","2","1.0598"
"106.64","0.53","2","1.0598"
"106.85","0.53","2","1.0598"
"107.06","0.53","2","1.0598"
"107.26","0.53","2","1.0598"
"107.47","0.53","2","1.0598"
"107.68","0.53","2","1.0598"
"107.89","0.53","2","1.0598"
"108.1","0.53","2","1.0598"
"108.31","0.53","2","1.0598"
"108.51","0.53","2","1.0598"
"108.72","0.53","2","1.0598"
"108.93","0.53","2","1.0598"
"109.14","0.53","2","1.0598"
"109.35","0.53","2","1.0598"
"109.56","0.53","2","1.0598"
"109.76","0.53","2","1.0598"
"109.97","0.53","2","1.0598"
"110.18","0.53","2","1.0598"
"110.39","0.53","2","1.0598"
"110.6","0.53","2","1.0598"
"110.81","0.53","2","1.0598"
"111.01","0.53","2","1.0598"
"111.22","0.53","2","1.0598"
"111.43","0.53","2","1.0598"
"111.64","0.53","2","1.0598"
"111.85","0.53","2","1.0598"
"112.06","0.51","2","1.0191"
"112.26","0.43","2","0.8562"
"112.47","0.43","2","0.8562"
"112.68","0.43","2","0.8562"
"112.89","0.43","2","0.8562"
"113.1","0.43","2","0.8562"
"113.31","0.43","2","0.8562"
"113.51","0.43","2","0.8562"
"113.72","0.43","2","0.8562"
"113.93","0.43","2","0.8562"
"114.14","0.43","2","0.8562"
"114.35","0.53","2","1.0608"
"114.56","0.59","2","1.1833"
"114.76","0.59","2","1.1833"
"114.97","0.59","2","1.1833"
"115.18","0.59","2","1.1833"
"115.39","0.59","2","1.1833"
"115.6","0.59","2","1.1833"
"115.81","0.59","2","1.1833"
"116.01","0.59","2","1.1833"
"116.22","0.59","2","1.1833"
"116.43","0.59","2","1.1833"
"116.64","0.59","2","1.1833"
"116.85","0.59","2","1.1833"
"117.06","0.59","2","1.1833"
"117.26","0.59","2","1.1833"
"117.47","0.59","2","1.1833"
"117.68","0.59","2","1.1833"
"117.89","0.59","2","1.1833"
"118.1","0.59","2","1.1833"
"118.31","0.59","2","1.1833"
"118.51","0.59","2","1.1833"
"118.72","0.59","2","1.1833"
"118.93","0.59","2","1.1833"
"119.14","0.59","2","1.1833"
"119.35","0.59","2","1.1833"
"119.56","0.59","2","1.1833"
"119.76","0.59","2","1.1833"
"119.97","0.59","2","1.1833"
"120.18","0.59","2","1.1833"
"120.39","0.59","2","1.1833"
"120.6","0.59","2","1.1833"
"120.81","0.59","2","1.1833"
"121.01","0.59","2","1.1833"
"121.22","0.59","2","1.1833"
"121.43","0.59","2","1.1833"
"121.64","0.59","2","1.1833"
"121.85","0.59","2","1.1833"
"122.06","0.59","2","1.1833"
"122.26","0.59","2","1.1833"
"122.47","0.59","2","1.1833"
"122.68","0.59","2","1.1833"
"122.89","0.59","2","1.1833"
"123.1","0.59","2","1.1833"
"123.31","0.59","2","1.1833"
"123.51","0.59","2","1.1833"
"123.72","0.59","2","1.1833"
"123.93","0.59","2","1.1833"
"124.14","0.74","2","1.4833"
"124.35","0.92","2","1.8313"
"124.56","0.97","2","1.9333"
"124.76","0.82","2.62","2.0893"
"124.97","0.73","3","2.1833"
"125.18","0.75","3","2.2386"
"125.39","0.79","3","2.3562"
"125.6","0.84","3","2.5167"
"125.81","0.89","3","2.6751"
"126.01","0.93","3","2.7791"
"126.22","0.93","3","2.7791"
"126.43","0.94","3","2.8293"
"126.64","0.94","3","2.8297"
"126.85","0.94","3","2.8297"
"127.06","0.96","3","2.8753"
"127.26","0.99","3","2.9838"
"127.47","0.83","3.95","3.2632"
"127.68","0.83","4","3.3297"
"127.89","0.83","4","3.3297"
"128.1","0.83","4","3.3297"
"128.31","0.83","4","3.3297"
"128.51","0.83","4","3.3297"
"128.72","0.83","4","3.3297"
"128.93","0.83","4","3.3297"
"129.14","0.83","4","3.3297"
"129.35","0.83","4","3.3297"
"129.56","0.83","4","3.3297"
"129.76","0.83","4","3.3297"
"129.97","0.83","4","3.3297"
"130.18","0.83","4","3.3297"
"130.39","0.83","4","3.3297"
"130.6","0.83","4","3.3297"
"130.81","0.83","4","3.3297"
"131.01","0.83","4","3.3297"
"131.22","0.83","4","3.3297"
"131.43","0.83","4","3.3297"
"131.64","0.83","4","3.3297"
"131.85","0.83","4","3.3297"
"132.06","0.83","4","3.3297"
"132.26","0.83","4","3.3297"
"132.47","0.83","4","3.3297"
"132.68","0.83","4","3.3297"
"132.89","0.83","4","3.3297"
"133.1","0.83","4","3.3297"
"133.31","0.83","4","3.3297"
"133.51","0.83","4","3.3297"
"133.72","0.83","4","3.3297"
"133.93","0.83","4","3.3297"
"134.14","0.83","4","3.3297"
"134.35","0.83","4","3.3297"
"134.56","0.83","4","3.3297"
"134.76","0.83","4","3.3297"
"134.97","0.83","4","3.3297"
"135.18","0.84","4","3.3426"
"135.39","0.84","4","3.3459"
"135.6","0.84","4","3.3459"
"135.81","0.84","4","3.3459"
"136.01","0.84","4","3.3459"
"136.22","0.84","4","3.3459"
"136.43","0.84","4","3.3459"
"136.64","0.84","4","3.3459"
"136.85","0.84","4","3.3459"
"137.06","0.84","4","3.3459"
"137.26","0.84","4","3.3459"
"137.47","0.84","4","3.3459"
"137.68","0.84","4","3.3459"
"137.89","0.84","4","3.3459"
"138.1","0.84","4","3.3459"
"138.31","0.84","4","3.3459"
"138.51","0.84","4","3.3459"
"138.72","0.84","4","3.3459"
"138.93","0.84","4","3.3459"
"139.14","0.84","4","3.3459"
"139.35","0.84","4","3.3459"
"139.56","0.84","4","3.3459"
"139.76","0.84","4","3.3459"
"139.97","0.84","4","3.3459"
"140.18","0.84","4","3.3459"
"140.39","0.84","4","3.3459"
"140.6","0.84","4","3.3459"
"140.81","0.84","4","3.3459"
"141.01","0.84","4","3.3459"
"141.22","0.84","4","3.3459"
"141.43","0.84","4","3.3459"
"141.64","0.84","4","3.3459"
"141.85","0.84","4","3.3459"
"142.06","0.84","4","3.3459"
"142.26","0.84","4","3.3459"
"142.47","0.84","4","3.3459"
"142.68","0.84","4","3.3459"
"142.89","0.84","4","3.3459"
"143.1","0.84","4","3.3459"
"143.31","0.84","4","3.3459"
"143.51","0.84","4","3.3459"
"143.72","0.84","4","3.3459"
"143.93","0.84","4","3.3459"
"144.14","0.84","4","3.3459"
"144.35","0.84","4","3.3459"
"144.56","0.84","4","3.3459"
"144.76","0.84","4","3.3459"
"144.97","0.84","4","3.3459"
"145.18","0.54","2.4","1.4048"
"145.39","0.46","2","0.9196"
"145.6","0.46","2","0.9196"
"145.81","0.46","2","0.9196"
"146.01","0.46","2","0.9196"
"146.22","0.55","2","1.0925"
"146.43","0.55","2","1.0925"
"146.64","0.55","2","1.0925"
"146.85","0.55","2","1.0925"
"147.06","0.55","2","1.0925"
"147.26","0.55","2","1.0925"
"147.47","0.55","2","1.0925"
"147.68","0.55","2","1.0925"
"147.89","0.57","2","1.1382"
"148.1","0.63","2","1.2654"
"148.31","0.63","2","1.2654"
"148.51","0.63","2","1.2654"
"148.72","0.63","2","1.2654"
"148.93","0.63","2","1.2654"
"149.14","0.65","2","1.2902"
"149.35","0.71","2","1.4126"
"149.56","0.71","2","1.4126"
"149.76","0.71","2","1.4126"
"149.97","0.71","2","1.4126"
"150.18","0.71","2","1.4126"
"150.39","0.71","2","1.4126"
"150.6","0.71","2","1.4126"
"150.81","0.71","2","1.4126"
"151.01","0.71","2","1.4126"
"151.22","0.71","2","1.4126"
"151.43","0.78","2","1.5646"
"151.64","0.83","2","1.6626"
"151.85","0.83","2","1.6626"
"152.06","0.83","2","1.6626"
"152.26","0.83","2","1.6626"
"152.47","0.83","2","1.6626"
"152.68","0.83","2","1.6626"
"152.89","0.83","2","1.6626"
"153.1","0.83","2","1.6626"
"153.31","0.83","2","1.6626"
"153.51","0.83","2","1.6626"
"153.72","0.83","2","1.6626"
"153.93","0.83","2","1.6626"
"154.14","0.83","2","1.6626"
"154.35","0.83","2","1.6626"
"154.56","0.83","2","1.6626"
"154.76","0.83","2","1.6626"
"154.97","0.83","2","1.6626"
"155.18","0.83","2","1.6626"
"155.39","0.83","2","1.6626"
"155.6","0.83","2","1.6626"
"155.81","0.83","2","1.6626"
"156.01","0.83","2","1.6626"
"156.22","0.8","2","1.5992"
"156.43","0.8","2","1.5992"
"156.64","0.8","2","1.5992"
"156.85","0.8","2","1.5992"
"157.06","0.8","2","1.607"
"157.26","0.83","2","1.6527"
"157.47","0.84","2","1.6764"
"157.68","0.84","2","1.6764"
"157.89","0.84","2","1.6764"
"158.1","0.84","2","1.6764"
"158.31","0.84","2","1.6764"
"158.51","0.84","2","1.6764"
"158.72","0.84","2","1.6764"
"158.93","0.84","2","1.6764"
"159.14","0.84","2","1.6764"
"159.35","0.84","2","1.6764"
"159.56","0.84","2","1.6764"
"159.76","0.84","2","1.6764"
"159.97","0.84","2","1.6764"
"160.18","0.84","2","1.6764"
"160.39","0.84","2","1.6764"
"160.6","0.84","2","1.6764"
"160.81","0.84","2","1.6764"
"161.01","0.84","2","1.6764"
"161.22","0.84","2","1.6764"
"161.43","0.84","2","1.6764"
"161.64","0.85","2","1.7008"
"161.85","0.85","2","1.7012"
"162.06","0.85","2","1.7012"
"162.26","0.85","2","1.7012"
"162.47","0.85","2","1.7012"
"162.68","0.85","2","1.7012"
"162.89","0.85","2","1.7012"
"163.1","0.85","2","1.7012"
"163.31","0.85","2","1.7012"
"163.51","0.85","2","1.7012"
"163.72","0.85","2","1.7012"
"163.93","0.85","2","1.7012"
"164.14","0.85","2","1.7012"
"164.35","0.85","2","1.7012"
"164.56","0.85","2","1.7012"
"164.76","0.85","2","1.7012"
"164.97","0.85","2","1.7012"
"165.18","0.85","2","1.7012"
"165.39","0.85","2","1.7012"
"165.6","0.85","2","1.7012"
"165.81","0.85","2","1.7012"
"166.01","0.85","2","1.7012"
"166.22","0.85","2","1.7012"
"166.43","0.85","2","1.7012"
"166.64","0.85","2","1.7012"
"166.85","0.85","2","1.7012"
"167.06","0.79","2","1.5883"
"167.26","0.51","2","1.0163"
"167.47","0.57","2","1.1311"
"167.68","0.57","2","1.1311"
"167.89","0.57","2","1.1311"
"168.1","0.57","2","1.1311"
"168.31","0.57","2","1.1311"
"168.51","0.57","2","1.1311"
"168.72","0.57","2","1.1311"
"168.93","0.57","2","1.1311"
"169.14","0.57","2","1.1311"
"169.35","0.57","2","1.1311"
"169.56","0.57","2","1.1311"
"169.76","0.57","2","1.1311"
"169.97","0.57","2","1.1311"
"170.18","0.61","2","1.2196"
"170.39","0.65","2","1.304"
"170.6","0.65","2","1.304"
"170.81","0.65","2","1.304"
"171.01","0.65","2","1.304"
"171.22","0.74","2","1.482"
"171.43","0.79","2","1.574"
"171.64","0.9","2","1.804"
"171.85","0.9","2","1.804"
"172.06","0.9","2","1.804"
