"Request ID","Function ID","Arrival Time","Start Time","Finish Time","ExecutionTime","Response Time"
"696","9","422.75","424.77","425.86","1.09","3.11"
"697","9","422.75","424.77","425.47","0.7","2.72"
"698","9","422.75","424.77","438.8","14.03","16.05"
"699","9","422.76","424.78","425.83","1.05","3.07"
"700","9","422.76","424.78","425.78","1","3.02"
"765","3","427.98","430","435.43","5.43","7.45"
"812","17","433.72","435.74","-1","-436.74","-434.72"
"855","9","435.42","437.44","451.47","14.03","16.05"
"856","9","435.44","437.46","438.32","0.86","2.88"
"858","9","435.44","437.46","438.14","0.67","2.7"
"859","9","435.44","437.46","451.38","13.91","15.94"
"860","9","435.44","437.46","438.36","0.9","2.92"
"863","9","435.63","437.65","439.17","1.52","3.54"
"864","9","435.63","437.65","438.35","0.7","2.72"
"865","9","435.64","437.66","438.7","1.04","3.06"
"866","9","435.65","437.67","438.71","1.04","3.06"
"868","9","435.69","437.71","438.8","1.09","3.11"
"869","21","435.7","437.72","438.98","1.26","3.28"
"871","9","435.7","437.72","439.25","1.52","3.55"
"872","9","435.7","437.72","438.82","1.09","3.12"
"873","9","435.7","437.72","438.53","0.8","2.83"
"874","9","435.72","437.74","438.64","0.9","2.92"
"876","9","435.72","437.74","438.55","0.8","2.83"
"879","1","435.89","437.91","438.38","0.47","2.49"
"883","1","435.97","437.99","438.46","0.47","2.49"
"887","9","436","438.02","438.92","0.9","2.92"
"888","9","436","438.02","438.79","0.77","2.79"
"889","9","436","438.02","438.72","0.7","2.72"
"890","9","436.01","438.03","438.8","0.77","2.79"
"892","18","436.02","438.04","442.22","4.18","6.2"
"893","17","436.02","438.04","438.71","0.67","2.69"
"896","9","436.02","438.04","438.85","0.8","2.83"
"897","9","436.02","438.05","439.14","1.09","3.12"
"899","1","436.03","438.05","438.54","0.49","2.51"
"900","9","436.03","438.05","438.83","0.77","2.8"
"901","9","436.03","438.05","438.76","0.7","2.73"
"902","1","436.03","438.05","444.31","6.26","8.28"
"903","9","436.03","438.05","439.15","1.1","3.12"
"904","9","436.04","438.06","439.1","1.04","3.06"
"908","9","436.06","438.08","438.85","0.77","2.79"
"909","9","436.06","438.08","439.61","1.52","3.55"
"910","9","436.06","438.08","439.61","1.52","3.55"
"911","9","436.06","438.08","438.78","0.7","2.72"
"912","9","436.06","438.08","439.61","1.52","3.55"
"913","9","436.08","438.1","438.98","0.88","2.9"
"914","9","436.08","438.1","438.89","0.79","2.81"
"926","1","436.64","438.66","440.81","2.15","4.17"
"932","17","436.86","438.88","439.15","0.27","2.29"
"937","1","437.01","439.03","439.46","0.43","2.45"
"944","17","437.25","439.27","439.54","0.27","2.29"
"945","9","437.25","439.27","440.15","0.88","2.9"
"946","1","437.28","439.3","445.43","6.13","8.15"
"969","9","438.21","440.24","-1","-441.24","-439.21"
"971","9","438.3","440.32","441","0.68","2.7"
"1003","22","440.32","442.34","442.41","0.07","2.09"
"1013","23","440.73","442.75","443.79","1.04","3.06"
"1014","8","440.76","442.78","443.71","0.93","2.95"
"1016","23","440.78","442.8","443.13","0.33","2.35"
"1019","23","440.81","442.83","-1","-443.83","-441.81"
"1021","10","440.81","442.83","452.77","9.93","11.96"
"1023","23","440.81","442.84","443.13","0.3","2.32"
"1024","23","440.83","442.85","444.48","1.63","3.65"
"1025","23","440.83","442.85","-1","-443.85","-441.83"
"1028","17","440.83","442.85","443.89","1.04","3.06"
"1030","17","440.83","442.86","443.53","0.67","2.7"
"1036","10","441.11","443.13","453.21","10.08","12.1"
"1038","10","441.44","443.46","453.54","10.08","12.1"
"1042","10","441.5","443.52","445.04","1.52","3.54"
"1049","22","442.31","444.33","444.45","0.12","2.14"
"1055","23","442.72","444.74","-1","-445.74","-443.72"
"1061","22","442.92","444.94","445.42","0.48","2.5"
"1062","23","442.92","444.94","445.27","0.33","2.35"
"1073","8","443.06","445.08","445.91","0.83","2.85"
"1075","23","443.08","445.1","446.72","1.62","3.64"
"1091","23","443.55","445.57","-1","-446.57","-444.55"
"1102","23","443.72","445.74","446.78","1.04","3.06"
"1103","23","443.72","445.74","446","0.26","2.28"
"1109","10","444","446.02","458.37","12.35","14.37"
"1121","23","444.62","446.64","447.33","0.69","2.71"
"1122","23","444.64","446.66","448.23","1.57","3.59"
"1149","17","445.65","447.68","448.13","0.46","2.48"
"1152","17","445.66","447.68","450.42","2.74","4.76"
"1154","10","445.66","447.68","449.42","1.74","3.76"
"1156","10","445.68","447.7","449.2","1.5","3.52"
"1160","2","445.71","447.73","448.55","0.81","2.84"
"1161","17","445.71","447.73","448","0.26","2.29"
"1164","10","445.72","447.74","449.19","1.45","3.47"
"1167","17","446.16","448.18","448.83","0.65","2.67"
"1179","10","446.34","448.36","450.52","2.15","4.18"
"1187","10","446.36","448.39","450.54","2.15","4.18"
"1190","10","446.38","448.4","449.62","1.22","3.24"
"1197","23","446.64","448.66","448.97","0.31","2.33"
"1198","23","446.64","448.66","448.95","0.29","2.31"
"1199","10","446.75","448.77","450.27","1.5","3.52"
"1201","10","446.77","448.79","450.01","1.22","3.24"
"1206","10","446.88","448.9","461.01","12.11","14.13"
"1272","19","451.95","453.97","459.31","5.34","7.36"
"1301","3","452.95","454.97","455.49","0.52","2.54"
"1308","11","453.16","455.18","456.62","1.44","3.46"
"1349","23","454.81","456.83","457.13","0.3","2.32"
"1351","22","454.88","456.9","457.36","0.46","2.48"
"1356","22","455.03","457.05","458.05","1","3.02"
"1357","23","455.03","457.05","458.08","1.03","3.05"
"1361","23","455.15","457.17","458.2","1.03","3.05"
"1371","23","455.61","457.63","457.89","0.26","2.28"
"1373","18","455.72","457.74","458.2","0.46","2.48"
"1403","7","456.64","458.66","460.11","1.45","3.47"
"1407","17","456.82","458.84","459.89","1.05","3.07"
"1408","14","456.82","458.84","462.73","3.89","5.91"
"1410","22","456.84","458.86","458.97","0.11","2.13"
"1453","22","457.96","459.98","463.17","3.18","5.21"
"1516","1","459.7","461.72","463.07","1.34","3.37"
"1534","9","459.73","461.75","462.53","0.77","2.8"
"1536","9","459.77","461.79","463.3","1.51","3.53"
"1537","9","459.77","461.79","462.81","1.02","3.04"
"1542","9","459.93","461.95","462.98","1.02","3.05"
"1543","9","459.93","461.95","462.7","0.74","2.77"
"1544","9","459.95","461.97","-1","-462.97","-460.95"
"1614","9","462.28","464.3","464.97","0.67","2.69"
"1615","9","462.28","464.3","465.04","0.74","2.76"
"1618","9","462.28","464.3","465.3","1","3.02"
"1619","9","462.28","464.3","-1","-465.3","-463.28"
"1621","9","462.29","464.31","-1","-465.31","-463.29"
"1622","9","462.29","464.31","465.84","1.52","3.55"
"1623","9","462.29","464.31","465.35","1.04","3.06"
"1624","23","462.29","464.31","464.99","0.68","2.7"
"1625","9","462.29","464.31","465.35","1.04","3.06"
"1627","9","462.31","464.33","-1","-465.33","-463.31"
"1628","9","462.31","464.33","465.2","0.86","2.89"
"1629","9","462.31","464.33","465.01","0.67","2.7"
"1630","9","462.31","464.33","465.01","0.67","2.7"
"1632","9","462.32","464.34","465.39","1.05","3.07"
"1633","9","462.32","464.34","-1","-465.34","-463.32"
"1635","23","462.49","464.51","-1","-465.51","-463.49"
"1651","5","463.53","465.55","466.53","0.98","3"
"1670","16","464.4","466.42","466.64","0.22","2.24"
"1674","16","464.63","466.65","466.87","0.22","2.24"
"1684","16","465.41","467.43","467.65","0.22","2.24"
"1859","17","475.61","477.63","478.11","0.48","2.5"
"1893","11","476.88","478.9","479.28","0.37","2.4"
"1903","10","476.95","478.97","480.48","1.51","3.53"
"1905","10","476.97","478.99","480.23","1.24","3.26"
"1911","9","477.03","479.05","479.93","0.88","2.9"
"1914","9","477.08","479.1","492.86","13.76","15.78"
"1915","9","477.08","479.1","492.86","13.76","15.78"
"1916","10","477.15","479.17","480.39","1.22","3.24"
"1919","9","477.18","479.2","479.94","0.74","2.76"
"1920","9","477.21","479.23","480.23","1","3.02"
"1922","1","477.28","479.3","485.3","6","8.02"
"1925","11","477.42","479.44","479.81","0.37","2.39"
"1927","9","477.45","479.47","480.52","1.05","3.07"
"1936","13","478","480.02","481.24","1.22","3.24"
"1963","17","478.74","480.76","481.04","0.27","2.3"
"1967","9","478.76","480.78","494.34","13.55","15.58"
"1968","9","478.76","480.78","494.34","13.55","15.58"
"1969","9","478.78","480.8","481.57","0.77","2.79"
"1972","17","478.91","480.93","481.4","0.47","2.49"
"1973","9","478.92","480.94","482.46","1.52","3.54"
"1974","9","479.01","481.03","481.93","0.9","2.92"
"1975","9","479.01","481.03","481.84","0.8","2.83"
"1977","9","479.11","481.13","482.22","1.09","3.11"
"1983","9","479.3","481.32","482.85","1.52","3.55"
"1984","9","479.3","481.32","482.13","0.8","2.83"
"2011","3","480.47","482.49","483.03","0.53","2.56"
"2140","19","487.4","489.42","494.04","4.62","6.64"
"2164","17","487.6","489.62","490.65","1.03","3.05"
"2172","9","487.7","489.72","490.5","0.77","2.8"
"2173","9","487.7","489.72","490.76","1.04","3.06"
"2174","18","487.71","489.73","491.55","1.82","3.84"
"2175","9","487.72","489.74","490.5","0.76","2.78"
"2176","17","487.72","489.74","490.02","0.28","2.3"
"2177","9","487.72","489.74","503.65","13.91","15.93"
"2178","9","487.72","489.74","490.8","1.05","3.08"
"2180","9","487.72","489.74","490.42","0.67","2.7"
"2181","9","487.72","489.75","490.8","1.05","3.08"
"2182","9","487.74","489.76","490.81","1.05","3.07"
"2184","9","487.74","489.76","490.76","1","3.02"
"2185","9","487.75","489.77","490.77","1","3.02"
"2198","21","488.33","490.35","491.01","0.66","2.68"
"2212","13","490.24","492.26","493.61","1.35","3.37"
"2298","7","493.42","495.45","496.47","1.02","3.05"
"2321","23","493.48","495.51","495.81","0.3","2.33"
"2326","23","493.48","495.51","-1","-496.51","-494.48"
"2338","9","493.5","495.52","496.62","1.09","3.12"
"2339","9","493.5","495.53","496.3","0.77","2.8"
"2340","9","493.5","495.53","496.33","0.8","2.83"
"2342","9","493.5","495.53","496.33","0.8","2.83"
"2343","9","493.51","495.53","-1","-496.53","-494.51"
"2344","9","493.51","495.53","496.43","0.9","2.92"
"2345","23","493.51","495.53","495.79","0.26","2.28"
"2346","9","493.51","495.53","-1","-496.53","-494.51"
"2352","23","493.66","495.68","495.98","0.3","2.32"
"2357","23","493.87","495.89","-1","-496.89","-494.87"
"2414","2","496.31","498.33","499.34","1.01","3.03"
"2452","23","496.85","498.87","-1","-499.87","-497.85"
"2461","23","496.88","498.9","518.25","19.35","21.37"
"2462","23","496.88","498.9","518.49","19.59","21.61"
"2473","23","497","499.02","500.66","1.64","3.66"
"2482","23","497","499.03","518.65","19.62","21.65"
"2486","23","497.03","499.05","500.69","1.64","3.66"
"2489","9","497.17","499.19","500.28","1.09","3.11"
"2490","9","497.17","499.19","500.28","1.09","3.11"
"2491","9","497.17","499.19","500.09","0.9","2.92"
"2492","9","497.18","499.2","500.24","1.04","3.06"
"2494","9","497.18","499.2","500.29","1.09","3.11"
"2495","9","497.18","499.2","499.9","0.7","2.72"
"2496","9","497.18","499.2","500.24","1.04","3.06"
"2497","9","497.18","499.2","500.24","1.04","3.06"
"2499","23","497.18","499.21","499.53","0.33","2.35"
"2500","9","497.18","499.21","500.25","1.04","3.07"
"2503","9","497.2","499.22","500.26","1.04","3.06"
"2504","23","497.2","499.22","500.85","1.63","3.65"
"2505","9","497.2","499.22","499.99","0.77","2.79"
"2506","9","497.2","499.22","499.93","0.7","2.73"
"2508","9","497.22","499.24","500.77","1.52","3.55"
"2509","17","497.22","499.24","499.92","0.68","2.7"
"2511","9","497.32","499.34","500.11","0.77","2.79"
"2512","23","497.32","499.34","500.04","0.69","2.72"
"2513","9","497.33","499.35","513.38","14.03","16.05"
"2514","9","497.33","499.35","500.25","0.9","2.92"
"2515","9","497.33","499.35","500.88","1.52","3.55"
"2516","23","497.33","499.35","499.68","0.33","2.35"
"2518","9","497.34","499.36","500.88","1.52","3.54"
"2528","23","497.48","499.5","499.76","0.26","2.28"
"2530","23","497.5","499.52","500.56","1.04","3.06"
"2536","17","497.53","499.55","500.03","0.48","2.5"
"2542","10","497.55","499.57","501.4","1.82","3.85"
"2543","17","497.57","499.59","500.63","1.04","3.06"
"2544","9","497.57","499.59","500.49","0.9","2.92"
"2545","9","497.57","499.59","501.12","1.52","3.55"
"2546","9","497.58","499.6","500.37","0.77","2.79"
"2547","9","497.58","499.6","500.3","0.7","2.72"
"2548","9","497.58","499.6","501.13","1.52","3.55"
"2550","9","497.64","499.66","500.7","1.04","3.06"
"2556","23","497.75","499.77","-1","-500.77","-498.75"
"2562","10","497.78","499.8","512.27","12.47","14.49"
"2563","9","497.78","499.8","500.48","0.67","2.7"
"2564","9","497.78","499.8","500.55","0.74","2.77"
"2566","9","497.8","499.82","500.56","0.74","2.76"
"2567","9","497.8","499.82","500.82","1","3.02"
"2568","9","497.8","499.82","513.34","13.52","15.54"
"2570","23","497.81","499.83","500.51","0.68","2.7"
"2572","23","497.86","499.88","500.56","0.68","2.7"
"2719","17","508.47","510.49","511.16","0.67","2.69"
"2859","5","518.78","520.8","521.78","0.98","3"
"2900","7","520.37","522.39","523.84","1.45","3.47"
"2958","21","524.16","526.18","526.84","0.66","2.68"
"3093","9","542.23","544.25","558.03","13.78","15.8"
"3095","9","542.39","544.41","558.19","13.78","15.8"
"3104","9","542.76","544.78","546.28","1.5","3.52"
"3105","9","542.76","544.78","545.56","0.77","2.8"
"3106","9","542.8","544.82","558.34","13.52","15.54"
"3109","9","542.85","544.87","546.34","1.47","3.49"
"3113","10","542.97","544.99","546.21","1.22","3.24"
"3114","9","542.98","545","545.74","0.74","2.76"
"3115","9","542.98","545","545.78","0.77","2.8"
"3117","10","543.07","545.09","546.83","1.74","3.76"
"3131","13","544.56","546.58","548.49","1.91","3.93"
"3158","9","546.02","548.04","549.51","1.47","3.49"
"3204","19","551.13","553.15","561.5","8.35","10.37"
"3207","19","551.84","553.86","558.69","4.83","6.85"
"3220","10","552.5","554.52","564.54","10.02","12.04"
"3256","9","555.42","557.44","558.14","0.7","2.72"
"3258","9","555.42","557.44","558.34","0.9","2.92"
"3300","13","562.33","564.35","566.26","1.91","3.93"
"3327","11","565.02","567.04","567.15","0.11","2.13"
"3383","3","570.11","572.13","572.33","0.2","2.22"
"3385","3","570.13","572.15","572.35","0.2","2.22"
"3424","8","571.49","573.51","574.34","0.83","2.85"
"3442","9","571.82","573.84","574.89","1.05","3.07"
"3446","9","571.88","573.9","-1","-574.9","-572.88"
"3449","9","571.92","573.94","575.41","1.47","3.49"
"3450","9","571.92","573.94","-1","-574.94","-572.92"
"3451","9","571.93","573.95","-1","-574.95","-572.93"
"3452","10","571.93","573.95","576.11","2.15","4.18"
"3453","10","571.99","574.01","575.46","1.45","3.47"
"3454","9","571.99","574.01","575.06","1.05","3.07"
"3457","9","572.01","574.03","574.9","0.86","2.89"
"3458","10","572.05","574.07","575.81","1.74","3.76"
"3459","10","572.06","574.08","-1","-575.08","-573.06"
"3462","9","572.07","574.09","574.87","0.78","2.8"
"3463","9","572.07","574.09","575.63","1.54","3.56"
"3464","9","572.07","574.09","574.9","0.81","2.83"
"3465","9","572.08","574.1","-1","-575.1","-573.08"
"3466","10","572.09","574.11","-1","-575.11","-573.09"
"3468","9","572.09","574.11","575.01","0.9","2.92"
"3470","9","572.1","574.12","575.02","0.9","2.92"
"3472","10","572.12","574.14","575.7","1.56","3.58"
"3473","9","572.13","574.15","575.05","0.9","2.92"
"3474","10","572.13","574.15","583.9","9.74","11.77"
"3479","9","572.2","574.22","574.9","0.67","2.7"
"3480","9","572.2","574.22","575.69","1.47","3.49"
"3481","9","572.2","574.22","575.28","1.05","3.08"
"3482","9","572.24","574.26","575.03","0.77","2.79"
"3483","9","572.24","574.26","575.16","0.9","2.92"
"3487","9","572.31","574.33","575.03","0.7","2.72"
"3488","9","572.31","574.33","-1","-575.33","-573.31"
"3490","9","572.32","574.34","575.87","1.52","3.55"
"3491","9","572.32","574.34","575.24","0.9","2.92"
"3492","9","572.34","574.36","575.4","1.04","3.06"
"3495","9","572.35","574.37","575.24","0.86","2.89"
"3497","21","572.38","574.4","575.4","1","3.02"
"3502","11","572.48","574.5","575.55","1.05","3.07"
"3507","23","572.51","574.53","-1","-575.53","-573.51"
"3541","9","574.16","576.18","576.99","0.8","2.83"
"3543","9","574.16","576.18","577.22","1.04","3.06"
"3544","9","574.17","576.19","589.71","13.52","15.54"
"3546","9","574.17","576.19","576.93","0.74","2.76"
"3552","9","574.35","576.37","577.42","1.05","3.07"
"3554","9","574.36","576.38","577.42","1.04","3.06"
"3556","9","574.42","576.44","577.34","0.9","2.92"
"3557","9","574.42","576.44","577.34","0.9","2.92"
"3558","9","574.46","576.48","578","1.52","3.54"
"3559","9","574.46","576.48","577.52","1.04","3.06"
"3560","9","574.47","576.49","577.58","1.09","3.11"
"3561","9","574.47","576.49","590.52","14.03","16.05"
"3563","9","574.5","576.52","577.56","1.04","3.06"
"3564","9","574.5","576.52","577.33","0.8","2.83"
"3568","9","574.68","576.7","590.73","14.03","16.05"
"3571","9","574.69","576.71","577.48","0.77","2.79"
"3572","9","574.69","576.71","578.24","1.52","3.55"
"3577","9","574.74","576.76","577.45","0.69","2.71"
"3578","9","574.74","576.76","590.64","13.88","15.9"
"3584","19","574.85","576.87","582.14","5.27","7.29"
"3595","9","574.99","577.01","590.9","13.89","15.91"
"3614","11","575.48","577.5","578.55","1.05","3.07"
"3650","23","576.08","578.1","-1","-579.1","-577.08"
"3664","3","576.32","578.34","578.88","0.54","2.56"
"3666","9","576.39","578.41","579.27","0.86","2.88"
"3668","9","576.4","578.42","579.28","0.86","2.88"
"3670","9","576.4","578.42","579.29","0.86","2.89"
"3671","9","576.4","578.42","579.1","0.67","2.7"
"3684","9","576.79","578.81","579.67","0.86","2.88"
