"clock","utilization","count","workload usage"
"21.64","0.67","7","4.7089"
"21.85","0.67","7","4.7089"
"22.06","0.67","7","4.7089"
"22.26","0.67","7","4.7089"
"22.47","0.67","7","4.7089"
"22.68","0.67","7","4.7089"
"22.89","0.67","7","4.7089"
"23.1","0.67","7","4.7089"
"23.31","0.67","7","4.7089"
"23.51","0.67","7","4.7089"
"23.72","0.67","7","4.7089"
"23.93","0.67","7","4.7089"
"24.14","0.47","4.6","2.4795"
"24.35","0.33","3","0.9932"
"24.56","0.33","3","0.9932"
"24.76","0.33","3","0.9932"
"24.97","0.33","3","0.9932"
"25.18","0.39","3","1.1679"
"25.39","0.4","3","1.2115"
"25.6","0.4","3","1.2115"
"25.81","0.4","3","1.2115"
"26.01","0.4","3","1.2115"
"26.22","0.4","3","1.2115"
"26.43","0.4","3","1.2115"
"26.64","0.4","3","1.2115"
"26.85","0.4","3","1.2115"
"27.06","0.4","3","1.2115"
"27.26","0.4","3","1.2115"
"27.47","0.4","3","1.2115"
"27.68","0.4","3","1.2115"
"27.89","0.4","3","1.2115"
"28.1","0.4","3","1.2115"
"28.31","0.4","3","1.2115"
"28.51","0.4","3","1.2115"
"28.72","0.4","3","1.2115"
"28.93","0.4","3","1.2115"
"29.14","0.4","3","1.2115"
"29.35","0.4","3","1.2115"
"29.56","0.4","3","1.2115"
"29.76","0.4","3","1.2115"
"29.97","0.4","3","1.2115"
"30.18","0.4","3","1.2115"
"30.39","0.4","3","1.2115"
"30.6","0.4","3","1.2115"
"30.81","0.4","3","1.2115"
"31.01","0.4","3","1.2115"
"31.22","0.4","3","1.2115"
"31.43","0.4","3","1.2115"
"31.64","0.4","3","1.2115"
"31.85","0.4","3","1.2115"
"32.06","0.4","3","1.2115"
"32.26","0.4","3","1.2115"
"32.47","0.4","3","1.2115"
"32.68","0.4","3","1.2115"
"32.89","0.4","3","1.2115"
"33.1","0.4","3","1.2115"
"33.31","0.4","3","1.2115"
"33.51","0.4","3","1.2115"
"33.72","0.4","3","1.2115"
"33.93","0.4","3","1.2115"
"34.14","0.4","3","1.2115"
"34.35","0.4","3","1.2115"
"34.56","0.4","3","1.2115"
"34.76","0.4","3","1.2115"
"34.97","0.4","3","1.2115"
"35.18","0.77","1.4","0.9293"
"35.39","0.86","1","0.8587"
"35.6","0.77","1.21","0.8667"
"35.81","0.45","2","0.8973"
"36.01","0.45","2","0.8973"
"36.22","0.45","2","0.8973"
"36.43","0.45","2","0.8973"
"36.64","0.45","2","0.8973"
"36.85","0.45","2","0.8973"
"37.06","0.45","2","0.8973"
"37.26","0.45","2","0.8973"
"37.47","0.45","2","0.8973"
"37.68","0.45","2","0.8973"
"37.89","0.45","2","0.8973"
"38.1","0.45","2","0.8973"
"38.31","0.45","2","0.8973"
"38.51","0.45","2","0.8973"
"38.72","0.45","2","0.8973"
"38.93","0.45","2","0.8973"
"39.14","0.45","2","0.8973"
"39.35","0.45","2","0.8973"
"39.56","0.45","2","0.8973"
"39.76","0.45","2","0.8973"
"39.97","0.45","2","0.8973"
"40.18","0.45","2","0.8973"
"40.39","0.45","2","0.8973"
"40.6","0.45","2","0.8973"
"40.81","0.45","2","0.8973"
"41.01","0.45","2","0.8973"
"41.22","0.45","2","0.8973"
"41.43","0.45","2","0.8973"
"41.64","0.45","2","0.8973"
"41.85","0.45","2","0.8973"
"42.06","0.57","2.34","1.3975"
"42.26","0.76","3","2.2877"
"42.47","0.76","3","2.2877"
"42.68","0.76","3","2.2877"
"42.89","0.76","3","2.2877"
"43.1","0.76","3","2.2877"
"43.31","0.76","3","2.2877"
"43.51","0.76","3","2.2877"
"43.72","0.76","3","2.2877"
"43.93","0.76","3","2.2877"
"44.14","0.76","3","2.2877"
"44.35","0.76","3","2.2877"
"44.56","0.76","3","2.2877"
"44.76","0.76","3","2.2877"
"44.97","0.76","3","2.2877"
"45.18","0.76","3","2.2877"
"45.39","0.76","3","2.2877"
"45.6","0.76","3","2.2877"
"45.81","0.76","3","2.2877"
"46.01","0.76","3","2.2877"
"46.22","0.76","3","2.2877"
"46.43","0.76","3","2.2877"
"46.64","0.76","3","2.2877"
"46.85","0.76","3","2.2877"
"47.06","0.76","3","2.2877"
"47.26","0.76","3","2.2877"
"47.47","0.76","3","2.2877"
"47.68","0.76","3","2.2877"
"47.89","0.76","3","2.2877"
"48.1","0.76","3","2.2877"
"48.31","0.76","3","2.2877"
"48.51","0.76","3","2.2877"
"48.72","0.76","3","2.2877"
"48.93","0.76","3","2.2877"
"49.14","0.76","3","2.2877"
"49.35","0.76","3","2.2877"
"49.56","0.76","3","2.2877"
"49.76","0.76","3","2.2877"
"49.97","0.76","3","2.2877"
"50.18","0.76","3","2.2877"
"50.39","0.76","3","2.2877"
"50.6","0.76","3","2.2877"
"50.81","0.76","3","2.2877"
"51.01","0.76","3","2.2877"
"51.22","0.76","3","2.2877"
"51.43","0.76","3","2.2877"
"51.64","0.76","3","2.2877"
"51.85","0.76","3","2.2877"
"52.06","0.76","3","2.2877"
"52.26","0.76","3","2.2877"
"52.47","0.76","3","2.2877"
"52.68","0.76","3","2.2877"
"52.89","0.76","3","2.2877"
"53.1","0.76","3","2.2877"
"53.31","0.76","3","2.2877"
"53.51","0.76","3","2.2877"
"53.72","0.76","3","2.2877"
"53.93","0.76","3","2.2877"
"54.14","0.76","3","2.2877"
"54.35","0.76","3","2.2877"
"54.56","0.76","3","2.2877"
"54.76","0.76","3","2.2877"
"54.97","0.76","3","2.2877"
"55.18","0.76","3","2.2877"
"55.39","0.76","3","2.2877"
"55.6","0.76","3","2.2877"
"55.81","0.76","3","2.2877"
"56.01","0.76","3","2.2877"
"56.22","0.76","3","2.2877"
"56.43","0.76","3","2.2877"
"56.64","0.76","3","2.2877"
"56.85","0.76","3","2.2877"
"57.06","0.78","2.7","2.072"
"57.26","0.87","1","0.868"
"57.47","0.87","1","0.868"
"57.68","0.87","1","0.868"
"57.89","0.87","1","0.868"
"58.1","0.88","1","0.8768"
"58.31","0.89","1","0.8928"
"58.51","0.89","1","0.8928"
"58.72","0.89","1","0.8928"
"58.93","0.89","1","0.8928"
"59.14","0.89","1","0.8928"
"59.35","0.89","1","0.8928"
"59.56","0.89","1","0.8928"
"59.76","0.89","1","0.8928"
"59.97","0.89","1","0.8928"
"60.18","0.89","1","0.8928"
"60.39","0.89","1","0.8928"
"60.6","0.89","1","0.8928"
"60.81","0.89","1","0.8928"
"61.01","0.89","1","0.8928"
"61.22","0.89","1","0.8928"
"61.43","0.89","1","0.8928"
"61.64","0.89","1","0.8928"
"61.85","0.89","1","0.8928"
"62.06","0.89","1","0.8928"
"62.26","0.89","1","0.8928"
"62.47","0.89","1","0.8928"
"62.68","0.89","1","0.8928"
"62.89","0.93","1","0.9263"
"63.1","1","1","1"
"63.31","1","1","1"
"63.51","1","1","1"
"63.72","1","1","1"
"63.93","1","1","1"
"64.14","1","1","1"
"64.35","1","1","1"
"64.56","1","1","1"
"64.76","1","1","1"
"64.97","1","1","1"
"65.18","1","1","1"
"65.39","1","1","1"
"65.6","1","1","1"
"65.81","1","1","1"
"66.01","1","1","1"
"66.22","1","1","1"
"66.43","1","1","1"
"66.64","1","1","1"
"66.85","1","1","1"
"67.06","1","1","1"
"67.26","1","1","1"
"67.47","1","1","1"
"67.68","1","1","1"
"67.89","1","1","1"
"68.1","0.89","1","0.8927"
"68.31","0.7","1","0.6951"
"68.51","0.7","1","0.6951"
"68.72","0.7","1","0.6951"
"68.93","0.7","1","0.6951"
"69.14","0.86","1","0.8634"
"69.35","1","1","1"
"69.56","1","1","1"
"69.76","1","1","1"
"69.97","1","1","1"
"70.18","1","1","1"
"70.39","1","1","1"
"70.6","1","1","1"
"70.81","1","1","1"
"71.01","1","1","1"
"71.22","1","1","1"
"71.43","1","1","1"
"71.64","1","1","1"
"71.85","1","1","1"
"72.06","1","1","1"
"72.26","1","1","1"
"72.47","1","1","1"
"72.68","1","1","1"
"72.89","1","1","1"
"73.1","1","1","1"
"73.31","1","1","1"
"73.51","1","1","1"
"73.72","1","1","1"
"73.93","1","1","1"
"74.14","1","1","1"
"74.35","1","1","1"
"74.56","1","1","1"
"74.76","1","1","1"
"74.97","1","1","1"
"75.18","1","1","1"
"75.39","1","1","1"
"75.6","1","1","1"
"75.81","1","1","1"
"76.01","1","1","1"
"76.22","1","1","1"
"76.43","1","1","1"
"76.64","1","1","1"
"76.85","1","1","1"
"77.06","1","1","1"
"77.26","1","1","1"
"77.47","1","1","1"
"77.68","1","1","1"
"77.89","1","1","1"
"78.1","1","1","1"
"78.31","1","1","1"
"78.51","1","1","1"
"78.72","1","1","1"
"78.93","1","1","1"
"79.14","1","1","1"
"79.35","1","1","1"
"79.56","1","1","1"
"79.76","1","1","1"
"79.97","1","1","1"
"80.18","1","1","1"
"80.39","1","1","1"
"80.6","1","1","1"
"80.81","1","1","1"
"81.01","1","1","1"
"81.22","1","1","1"
"81.43","1","1","1"
"81.64","1","1","1"
"81.85","1","1","1"
"82.06","1","1","1"
"82.26","1","1","1"
"82.47","1","1","1"
"82.68","1","1","1"
"82.89","1","1","1"
"83.1","1","1","1"
"83.31","1","1","1"
"83.51","1","1","1"
"83.72","1","1","1"
"83.93","1","1","1"
"84.14","1","1","1"
"84.35","1","1","1"
"84.56","1","1","1"
"84.76","1","1","1"
"84.97","1","1","1"
"85.18","1","1","1"
"85.39","1","1","1"
"85.6","1","1","1"
"85.81","1","1","1"
"86.01","1","1","1"
"86.22","1","1","1"
"86.43","1","1","1"
"86.64","1","1","1"
"86.85","1","1","1"
"87.06","1","1","1"
"87.26","1","1","1"
"87.47","1","1","1"
"87.68","1","1","1"
"87.89","1","1","1"
"88.1","1","1","1"
"88.31","1","1","1"
"88.51","1","1","1"
"88.72","1","1","1"
"88.93","1","1","1"
"89.14","1","1","1"
"89.35","1","1","1"
"89.56","1","1","1"
"89.76","1","1","1"
"89.97","1","1","1"
"90.18","0.89","1","0.8944"
"90.39","0.87","1","0.868"
"90.6","0.87","1","0.868"
"90.81","0.87","1","0.868"
"91.01","0.87","1","0.868"
"91.22","0.87","1","0.868"
"91.43","0.87","1","0.868"
"91.64","0.87","1","0.868"
"91.85","0.87","1","0.868"
"92.06","0.87","1","0.868"
"92.26","0.87","1","0.868"
"92.47","0.87","1","0.868"
"92.68","0.87","1","0.868"
"92.89","0.87","1","0.868"
"93.1","0.87","1","0.868"
"93.31","0.87","1","0.868"
"93.51","0.91","1","0.906"
"93.72","1","1","1"
"93.93","1","1","1"
"94.14","1","1","1"
"94.35","1","1","1"
"94.56","1","1","1"
"94.76","1","1","1"
"94.97","1","1","1"
"95.18","1","1","1"
"95.39","1","1","1"
"95.6","1","1","1"
"95.81","1","1","1"
"96.01","1","1","1"
"96.22","1","1","1"
"96.43","1","1","1"
"96.64","1","1","1"
"96.85","1","1","1"
"97.06","1","1","1"
"97.26","1","1","1"
"97.47","1","1","1"
"97.68","1","1","1"
"97.89","1","1","1"
"98.1","1","1","1"
"98.31","1","1","1"
"98.51","1","1","1"
"98.72","1","1","1"
"98.93","1","1","1"
"99.14","1","1","1"
"99.35","1","1","1"
"99.56","1","1","1"
"99.76","1","1","1"
"99.97","1","1","1"
"100.18","1","1","1"
"100.39","1","1","1"
"100.6","1","1","1"
"100.81","1","1","1"
"101.01","1","1","1"
"101.22","0.9","1","0.8987"
"101.43","0.92","1","0.9214"
"101.64","1","1","1"
"101.85","1","1","1"
"102.06","1","1","1"
"102.26","1","1","1"
"102.47","1","1","1"
"102.68","1","1","1"
"102.89","1","1","1"
"103.1","1","1","1"
"103.31","1","1","1"
"103.51","1","1","1"
"103.72","1","1","1"
"103.93","1","1","1"
"104.14","1","1","1"
"104.35","1","1","1"
"104.56","1","1","1"
"104.76","1","1","1"
"104.97","1","1","1"
"105.18","1","1","1"
"105.39","1","1","1"
"105.6","1","1","1"
"105.81","1","1","1"
"106.01","1","1","1"
"106.22","1","1","1"
"106.43","1","1","1"
"106.64","1","1","1"
"106.85","1","1","1"
"107.06","1","1","1"
"107.26","1","1","1"
"107.47","1","1","1"
"107.68","1","1","1"
"107.89","1","1","1"
"108.1","1","1","1"
"108.31","1","1","1"
"108.51","1","1","1"
"108.72","1","1","1"
"108.93","1","1","1"
"109.14","1","1","1"
"109.35","1","1","1"
"109.56","1","1","1"
"109.76","1","1","1"
"109.97","1","1","1"
"110.18","1","1","1"
"110.39","1","1","1"
"110.6","1","1","1"
"110.81","1","1","1"
"111.01","1","1","1"
"111.22","1","1","1"
"111.43","1","1","1"
"111.64","1","1","1"
"111.85","1","1","1"
"112.06","0.97","1","0.9736"
"112.26","0.87","1","0.868"
"112.47","0.87","1","0.868"
"112.68","0.87","1","0.868"
"112.89","0.87","1","0.868"
"113.1","0.87","1","0.868"
"113.31","0.87","1","0.868"
"113.51","0.87","1","0.868"
"113.72","0.87","1","0.868"
"113.93","0.87","1","0.868"
"114.14","0.87","1","0.868"
"114.35","0.97","1","0.9715"
"114.56","1","1","1"
"114.76","1","1","1"
"114.97","1","1","1"
"115.18","1","1","1"
"115.39","1","1","1"
"115.6","1","1","1"
"115.81","1","1","1"
"116.01","1","1","1"
"116.22","1","1","1"
"116.43","1","1","1"
"116.64","1","1","1"
"116.85","1","1","1"
"117.06","1","1","1"
"117.26","1","1","1"
"117.47","1","1","1"
"117.68","1","1","1"
"117.89","1","1","1"
"118.1","1","1","1"
"118.31","1","1","1"
"118.51","1","1","1"
"118.72","1","1","1"
"118.93","1","1","1"
"119.14","1","1","1"
"119.35","1","1","1"
"119.56","1","1","1"
"119.76","1","1","1"
"119.97","1","1","1"
"120.18","1","1","1"
"120.39","1","1","1"
"120.6","1","1","1"
"120.81","1","1","1"
"121.01","1","1","1"
"121.22","1","1","1"
"121.43","1","1","1"
"121.64","1","1","1"
"121.85","1","1","1"
"122.06","1","1","1"
"122.26","1","1","1"
"122.47","1","1","1"
"122.68","1","1","1"
"122.89","1","1","1"
"123.1","1","1","1"
"123.31","1","1","1"
"123.51","1","1","1"
"123.72","1","1","1"
"123.93","1","1","1"
"124.14","1","1","1"
"124.35","1","1","1"
"124.56","1","1","1"
"124.76","1","1","1"
"124.97","1","1","1"
"125.18","1","1","1"
"125.39","1","1","1"
"125.6","1","1","1"
"125.81","1","1","1"
"126.01","1","1","1"
"126.22","1","1","1"
"126.43","1","1","1"
"126.64","1","1","1"
"126.85","1","1","1"
"127.06","0.88","1.3","1.0512"
"127.26","0.59","2","1.1729"
"127.47","0.67","2","1.3376"
"127.68","0.67","2","1.3459"
"127.89","0.67","2","1.3459"
"128.1","0.67","2","1.3459"
"128.31","0.67","2","1.3459"
"128.51","0.67","2","1.3459"
"128.72","0.67","2","1.3459"
"128.93","0.67","2","1.3459"
"129.14","0.67","2","1.3459"
"129.35","0.67","2","1.3459"
"129.56","0.67","2","1.3459"
"129.76","0.67","2","1.3459"
"129.97","0.67","2","1.3459"
"130.18","0.67","2","1.3459"
"130.39","0.67","2","1.3459"
"130.6","0.67","2","1.3459"
"130.81","0.67","2","1.3459"
"131.01","0.67","2","1.3459"
"131.22","0.67","2","1.3459"
"131.43","0.67","2","1.3459"
"131.64","0.67","2","1.3459"
"131.85","0.67","2","1.3459"
"132.06","0.67","2","1.3459"
"132.26","0.67","2","1.3459"
"132.47","0.67","2","1.3459"
"132.68","0.67","2","1.3459"
"132.89","0.67","2","1.3459"
"133.1","0.67","2","1.3459"
"133.31","0.67","2","1.3459"
"133.51","0.67","2","1.3459"
"133.72","0.67","2","1.3459"
"133.93","0.67","2","1.3459"
"134.14","0.67","2","1.3459"
"134.35","0.67","2","1.3459"
"134.56","0.67","2","1.3459"
"134.76","0.67","2","1.3459"
"134.97","0.67","2","1.3459"
"135.18","0.67","2","1.3459"
"135.39","0.67","2","1.3459"
"135.6","0.67","2","1.3459"
"135.81","0.67","2","1.3459"
"136.01","0.67","2","1.3459"
"136.22","0.67","2","1.3459"
"136.43","0.67","2","1.3459"
"136.64","0.67","2","1.3459"
"136.85","0.67","2","1.3459"
"137.06","0.67","2","1.3459"
"137.26","0.67","2","1.3459"
"137.47","0.67","2","1.3459"
"137.68","0.67","2","1.3459"
"137.89","0.67","2","1.3459"
"138.1","0.67","2","1.3459"
"138.31","0.67","2","1.3459"
"138.51","0.67","2","1.3459"
"138.72","0.67","2","1.3459"
"138.93","0.67","2","1.3459"
"139.14","0.67","2","1.3459"
"139.35","0.67","2","1.3459"
"139.56","0.67","2","1.3459"
"139.76","0.67","2","1.3459"
"139.97","0.67","2","1.3459"
"140.18","0.67","2","1.3459"
"140.39","0.67","2","1.3459"
"140.6","0.67","2","1.3459"
"140.81","0.67","2","1.3459"
"141.01","0.67","2","1.3459"
"141.22","0.67","2","1.3459"
"141.43","0.67","2","1.3459"
"141.64","0.67","2","1.3459"
"141.85","0.67","2","1.3459"
"142.06","0.67","2","1.3459"
"142.26","0.67","2","1.3459"
"142.47","0.67","2","1.3459"
"142.68","0.67","2","1.3459"
"142.89","0.67","2","1.3459"
"143.1","0.67","2","1.3459"
"143.31","0.67","2","1.3459"
"143.51","0.67","2","1.3459"
"143.72","0.67","2","1.3459"
"143.93","0.67","2","1.3459"
"144.14","0.67","2","1.3459"
"144.35","0.67","2","1.3459"
"144.56","0.67","2","1.3459"
"144.76","0.67","2","1.3459"
"144.97","0.67","2","1.3459"
"145.18","0.93","1.2","1.0692"
"145.39","1","1","1"
"145.6","1","1","1"
"145.81","1","1","1"
"146.01","1","1","1"
"146.22","1","1","1"
"146.43","1","1","1"
"146.64","1","1","1"
"146.85","1","1","1"
"147.06","1","1","1"
"147.26","1","1","1"
"147.47","1","1","1"
"147.68","1","1","1"
"147.89","1","1","1"
"148.1","1","1","1"
"148.31","1","1","1"
"148.51","1","1","1"
"148.72","1","1","1"
"148.93","1","1","1"
"149.14","1","1","1"
"149.35","1","1","1"
"149.56","1","1","1"
"149.76","1","1","1"
"149.97","1","1","1"
"150.18","1","1","1"
"150.39","1","1","1"
"150.6","1","1","1"
"150.81","1","1","1"
"151.01","1","1","1"
"151.22","1","1","1"
"151.43","1","1","1"
"151.64","1","1","1"
"151.85","1","1","1"
"152.06","1","1","1"
"152.26","1","1","1"
"152.47","1","1","1"
"152.68","1","1","1"
"152.89","1","1","1"
"153.1","1","1","1"
"153.31","1","1","1"
"153.51","1","1","1"
"153.72","1","1","1"
"153.93","1","1","1"
"154.14","1","1","1"
"154.35","1","1","1"
"154.56","1","1","1"
"154.76","1","1","1"
"154.97","1","1","1"
"155.18","1","1","1"
"155.39","1","1","1"
"155.6","1","1","1"
"155.81","1","1","1"
"156.01","1","1","1"
"156.22","1","1","1"
"156.43","1","1","1"
"156.64","1","1","1"
"156.85","1","1","1"
"157.06","1","1","1"
"157.26","1","1","1"
"157.47","1","1","1"
"157.68","1","1","1"
"157.89","1","1","1"
"158.1","1","1","1"
"158.31","1","1","1"
"158.51","1","1","1"
"158.72","1","1","1"
"158.93","1","1","1"
"159.14","1","1","1"
"159.35","1","1","1"
"159.56","1","1","1"
"159.76","1","1","1"
"159.97","1","1","1"
"160.18","0.81","1.46","1.0802"
"160.39","0.59","2","1.1729"
"160.6","0.59","2","1.1729"
"160.81","0.59","2","1.1729"
"161.01","0.59","2","1.1729"
"161.22","0.59","2","1.1729"
"161.43","0.59","2","1.1729"
"161.64","0.59","2","1.1729"
"161.85","0.59","2","1.1729"
"162.06","0.59","2","1.1729"
"162.26","0.59","2","1.1729"
"162.47","0.59","2","1.1729"
"162.68","0.59","2","1.1729"
"162.89","0.59","2","1.1729"
"163.1","0.59","2","1.1729"
"163.31","0.59","2","1.1729"
"163.51","0.59","2","1.1729"
"163.72","0.59","2","1.1729"
"163.93","0.59","2","1.1729"
"164.14","0.59","2","1.1729"
"164.35","0.59","2","1.1729"
"164.56","0.59","2","1.1729"
"164.76","0.59","2","1.1729"
"164.97","0.59","2","1.1729"
"165.18","0.59","2","1.1729"
"165.39","0.59","2","1.1729"
"165.6","0.59","2","1.1729"
"165.81","0.59","2","1.1729"
"166.01","0.59","2","1.1729"
"166.22","0.59","2","1.1729"
"166.43","0.6","2","1.202"
"166.64","0.61","2","1.2115"
"166.85","0.61","2","1.2115"
"167.06","0.6","2","1.199"
"167.26","0.59","2","1.1874"
"167.47","0.65","2","1.3022"
"167.68","0.65","2","1.3022"
"167.89","0.65","2","1.3022"
"168.1","0.65","2","1.3022"
"168.31","0.65","2","1.3022"
"168.51","0.65","2","1.3022"
"168.72","0.65","2","1.3022"
"168.93","0.65","2","1.3022"
"169.14","0.65","2","1.3022"
"169.35","0.65","2","1.3022"
"169.56","0.65","2","1.3022"
"169.76","0.65","2","1.3022"
"169.97","0.65","2","1.3022"
"170.18","0.65","2","1.3022"
"170.39","0.66","2","1.3218"
"170.6","0.66","2","1.327"
"170.81","0.66","2","1.327"
"171.01","0.66","2","1.327"
"171.22","0.69","2","1.3856"
"171.43","0.7","2","1.4092"
"171.64","0.7","2","1.4092"
"171.85","0.7","2","1.4092"
"172.06","0.7","2","1.4092"
"172.26","0.7","2","1.4092"
"172.47","0.7","2","1.4092"
"172.68","0.7","2","1.4092"
"172.89","0.7","2","1.4092"
"173.1","0.7","2","1.4092"
"173.31","0.7","2","1.4092"
"173.51","0.7","2","1.4092"
"173.72","0.7","2","1.4092"
"173.93","0.7","2","1.4092"
"174.14","0.7","2","1.4092"
"174.35","0.7","2","1.4092"
"174.56","0.7","2","1.4092"
"174.76","0.7","2","1.4092"
"174.97","0.7","2","1.4092"
"175.18","0.7","2","1.4092"
"175.39","0.7","2","1.4092"
"175.6","0.7","2","1.4092"
"175.81","0.7","2","1.4092"
"176.01","0.7","2","1.4092"
"176.22","0.7","2","1.4092"
"176.43","0.7","2","1.4092"
"176.64","0.7","2","1.4092"
"176.85","0.7","2","1.4092"
"177.06","0.7","2","1.4092"
"177.26","0.7","2","1.4092"
"177.47","0.7","2","1.4092"
"177.68","0.7","2","1.4092"
"177.89","0.7","2","1.4092"
"178.1","0.7","2","1.4092"
"178.31","0.7","2","1.4092"
"178.51","0.7","2","1.4092"
"178.72","0.7","2","1.4092"
"178.93","0.7","2","1.4092"
"179.14","0.7","2","1.4092"
"179.35","0.7","2","1.4092"
"179.56","0.7","2","1.4092"
"179.76","0.7","2","1.4092"
"179.97","0.7","2","1.4092"
"180.18","0.7","2","1.4092"
"180.39","0.7","2","1.4092"
"180.6","0.7","2","1.4092"
"180.81","0.7","2","1.4092"
"181.01","0.7","2","1.4092"
"181.22","0.7","2","1.4092"
"181.43","0.7","2","1.4092"
"181.64","0.7","2","1.4092"
"181.85","0.7","2","1.4092"
"182.06","0.7","2","1.4092"
"182.26","0.7","2","1.4092"
"182.47","0.7","2","1.4092"
"182.68","0.7","2","1.4092"
"182.89","0.7","2","1.4092"
"183.1","0.7","2","1.4092"
"183.31","0.7","2","1.4092"
"183.51","0.7","2","1.4092"
"183.72","0.7","2","1.4092"
"183.93","0.7","2","1.4092"
"184.14","0.7","2","1.4092"
"184.35","0.7","2","1.4092"
"184.56","0.7","2","1.4092"
"184.76","0.7","2","1.4092"
"184.97","0.7","2","1.4092"
"185.18","0.7","2","1.4092"
"185.39","0.7","2","1.4092"
"185.6","0.7","2","1.4092"
"185.81","0.7","2","1.4092"
"186.01","0.7","2","1.4092"
"186.22","0.7","2","1.4092"
"186.43","0.7","2","1.4092"
"186.64","0.7","2","1.4092"
"186.85","0.7","2","1.4092"
"187.06","0.7","2","1.4092"
"187.26","0.7","2","1.4092"
"187.47","0.7","2","1.4092"
"187.68","0.7","2","1.4092"
"187.89","0.7","2","1.4092"
"188.1","0.7","2","1.4092"
"188.31","0.7","2","1.4092"
"188.51","0.66","2.19","1.4167"
"188.72","0.48","3","1.4478"
"188.93","0.48","3","1.4478"
"189.14","0.5","2.45","1.2219"
"189.35","0.52","2","1.0386"
"189.56","0.52","2","1.0386"
"189.76","0.52","2","1.0386"
"189.97","0.52","2","1.0386"
"190.18","0.52","2","1.0386"
"190.39","0.53","2","1.0599"
"190.6","0.54","2","1.0772"
"190.81","0.54","2","1.0772"
"191.01","0.54","2","1.0772"
"191.22","0.54","2","1.0772"
"191.43","0.54","2","1.0772"
"191.64","0.54","2","1.0772"
"191.85","0.54","2","1.0772"
"192.06","0.54","2","1.0772"
"192.26","0.54","2","1.0772"
"192.47","0.54","2","1.0772"
"192.68","0.54","2","1.0772"
"192.89","0.54","2","1.0772"
"193.1","0.54","2","1.0772"
