"Container ID","VM ID","Function ID","Start Time","Finish Time","Finished Request Count"
"77","1","5","175.52","189.02","1"
"78","1","6","190.37","211.02","1"
"79","1","2","207.94","222.02","1"
"80","1","2","207.99","222.02","1"
"81","1","4","222.86","233.02","1"
"82","1","2","237.22","266.02","3"
"83","1","2","243.02","266.02","2"
"84","1","1","245.1","266.02","1"
"85","1","3","245.8","277.02","2"
"86","1","1","246.38","266.02","1"
"87","1","3","246.59","266.02","1"
"88","1","4","247.06","266.02","1"
"89","1","3","247.33","266.02","1"
"90","1","1","247.58","266.02","1"
"91","1","2","248.23","266.02","1"
"92","1","2","248.45","266.02","1"
"93","1","2","248.66","266.02","1"
"94","1","4","277.02","288.02","1"
"95","1","2","282.39","354.02","10"
"96","1","2","283.28","299.02","1"
"97","1","4","291.59","310.02","1"
"98","1","3","303.02","321.02","1"
"99","1","2","303.02","321.02","1"
"100","1","1","303.04","332.02","2"
"101","1","2","303.04","321.02","1"
"102","1","1","303.04","321.02","1"
"103","1","2","327.74","343.02","1"
"104","1","2","327.76","343.02","1"
"105","1","1","334.3","409.02","14"
"106","1","3","339.56","354.02","1"
"107","1","3","339.56","354.02","1"
"108","1","2","363.02","409.02","12"
"109","1","2","363.03","409.02","10"
"110","1","2","364.76","409.02","6"
"111","1","2","365.1","376.02","1"
"112","1","2","365.77","376.02","1"
"113","1","2","365.99","376.02","1"
"114","1","5","366.19","409.02","3"
"115","1","3","366.8","409.02","5"
"116","1","2","367.25","409.02","4"
"117","1","3","367.46","387.02","1"
"118","1","1","368.3","409.02","5"
"119","1","3","370","387.02","1"
"120","1","4","384.68","409.02","2"
"121","1","5","389.64","409.02","1"
"122","1","2","389.88","409.02","1"
"123","1","2","390.22","409.02","1"
"124","1","2","390.32","409.02","1"
"125","1","2","390.36","409.02","1"
"126","2","2","390.36","431.02","12"
"127","2","2","390.53","431.02","11"
"128","1","8","390.53","409.02","1"
"129","2","2","390.7","431.02","11"
"130","2","2","390.7","442.02","10"
"131","1","3","390.85","409.02","1"
"132","1","3","391.42","409.02","1"
"133","1","3","391.49","409.02","1"
"134","1","3","391.49","409.02","1"
"135","1","3","391.66","409.02","1"
"136","1","1","391.82","409.02","1"
"137","2","2","392.01","431.02","9"
"138","1","1","392.15","409.02","1"
"139","2","2","392.15","431.02","8"
"140","1","1","392.21","409.02","1"
"141","1","1","392.21","409.02","1"
"142","1","4","392.46","409.02","1"
"143","1","3","392.76","409.02","1"
"144","1","4","393.3","409.02","1"
"145","1","3","393.64","409.02","1"
"146","2","3","393.64","431.02","8"
"147","2","4","395","442.02","4"
"148","2","3","395.03","442.02","7"
"149","2","1","395.04","431.02","13"
"150","2","1","395.06","431.02","13"
"151","2","3","395.64","442.02","7"
"152","2","4","395.64","431.02","3"
"153","2","3","396.16","442.02","7"
"154","2","1","396.68","431.02","12"
"155","2","1","397.25","431.02","10"
"156","2","3","398.24","431.02","5"
"157","2","3","398.24","431.02","5"
"158","2","1","398.48","431.02","8"
"159","2","1","398.86","431.02","8"
"160","2","1","398.86","431.02","6"
"161","2","1","398.87","409.02","1"
"162","2","2","400.47","431.02","6"
"163","2","2","400.49","431.02","6"
"164","3","2","400.85","475.02","25"
"165","2","5","400.85","431.02","4"
"166","3","2","401.02","475.02","23"
"167","3","2","401.38","475.02","22"
"168","3","2","401.44","475.02","21"
"169","3","2","401.44","475.02","20"
"170","2","5","401.49","431.02","3"
"171","3","2","401.52","475.02","19"
"172","3","2","401.91","475.02","18"
"173","3","2","401.92","475.02","16"
"174","3","1","401.92","475.02","27"
"175","4","2","401.96","486.02","24"
"176","4","2","401.96","486.02","24"
"177","4","2","401.97","486.02","23"
"178","2","5","401.97","420.02","1"
"179","4","2","402.1","486.02","23"
"180","2","5","402.1","420.02","1"
"181","4","2","402.1","486.02","21"
"182","4","2","402.19","486.02","20"
"183","4","2","402.19","486.02","18"
"184","4","2","402.44","486.02","17"
"185","5","2","402.44","497.02","27"
"186","5","2","402.53","420.02","1"
"187","5","2","402.64","420.02","1"
"188","5","2","402.65","420.02","1"
"189","5","2","402.65","420.02","1"
"190","5","2","402.67","420.02","1"
"191","5","2","402.67","420.02","1"
"192","2","4","402.7","431.02","2"
"193","5","2","402.72","420.02","1"
"194","6","2","402.73","420.02","1"
"195","6","2","403.01","420.02","1"
"196","6","2","403.03","420.02","1"
"197","6","2","403.1","420.02","1"
"198","6","2","403.1","420.02","1"
"199","2","3","408.81","431.02","3"
"200","2","3","409.08","431.02","2"
"201","3","3","410.28","475.02","12"
"202","3","3","410.78","475.02","11"
"203","2","1","411.48","431.02","4"
"204","3","3","412.4","475.02","10"
"205","3","1","414.82","475.02","25"
"206","3","1","414.87","475.02","23"
"207","2","4","415.14","431.02","1"
"208","2","8","417.33","431.02","1"
"209","3","1","418.52","475.02","19"
"210","3","1","420.92","475.02","17"
"211","3","1","422.16","475.02","15"
"212","3","1","422.32","475.02","14"
"213","3","4","424.52","475.02","6"
"214","3","1","424.76","475.02","12"
"215","4","1","424.77","486.02","22"
"216","5","2","424.78","497.02","22"
"217","5","2","424.78","497.02","21"
"218","5","2","425.32","497.02","20"
"219","3","4","426.86","475.02","5"
"220","3","5","427.82","475.02","4"
"221","3","5","428.56","475.02","3"
"222","3","5","428.56","475.02","3"
"223","3","3","429.94","475.02","7"
"224","3","5","431.17","442.02","1"
"225","4","1","433.8","475.02","18"
"226","3","6","433.98","475.02","4"
"227","3","4","435.4","475.02","3"
"228","3","4","435.91","475.02","3"
"229","3","3","437.06","475.02","5"
"230","3","3","437.16","475.02","5"
"231","3","3","437.18","475.02","5"
"232","5","2","437.27","497.02","17"
"233","3","3","437.29","475.02","5"
"234","5","2","437.41","497.02","17"
"235","5","2","437.42","497.02","16"
"236","5","2","437.42","497.02","16"
"237","4","3","437.42","486.02","8"
"238","6","2","437.42","508.02","21"
"239","3","6","437.42","453.02","1"
"240","6","2","437.43","508.02","20"
"241","6","2","437.43","508.02","20"
"242","6","2","437.44","508.02","20"
"243","4","3","437.44","486.02","7"
"244","6","2","437.46","508.02","16"
"245","6","2","437.46","508.02","15"
"246","3","4","437.46","475.02","3"
"247","6","2","437.47","508.02","15"
"248","6","2","437.54","508.02","15"
"249","7","2","437.65","519.02","20"
"250","7","2","437.66","519.02","20"
"251","7","2","437.67","519.02","19"
"252","7","2","437.71","508.02","18"
"253","4","1","437.71","486.02","15"
"254","7","2","437.72","508.02","17"
"255","4","1","437.72","486.02","13"
"256","7","2","437.72","508.02","16"
"257","7","2","437.72","508.02","16"
"258","7","2","437.74","508.02","15"
"259","4","3","437.74","475.02","6"
"260","4","1","437.74","486.02","12"
"261","8","2","437.74","519.02","18"
"262","4","3","437.75","475.02","6"
"263","8","2","437.91","519.02","17"
"264","8","2","437.92","453.02","1"
"265","4","1","437.98","486.02","10"
"266","8","2","437.98","453.02","1"
"267","8","2","437.99","453.02","1"
"268","4","1","437.99","486.02","10"
"269","4","1","438","486.02","10"
"270","8","2","438","453.02","1"
"271","5","1","438.02","497.02","20"
"272","8","2","438.02","453.02","1"
"273","5","1","438.03","497.02","19"
"274","5","1","438.04","497.02","17"
"275","8","2","438.04","453.02","1"
"276","9","2","438.04","453.02","1"
"277","9","2","438.04","453.02","1"
"278","9","2","438.04","453.02","1"
"279","9","2","438.04","453.02","1"
"280","5","1","438.05","497.02","14"
"281","5","1","438.05","497.02","11"
"282","9","2","438.05","453.02","1"
"283","9","2","438.05","453.02","1"
"284","5","1","438.05","497.02","11"
"285","5","1","438.05","497.02","11"
"286","4","3","438.06","475.02","6"
"287","9","2","438.06","453.02","1"
"288","3","4","438.06","475.02","3"
"289","9","2","438.06","453.02","1"
"290","4","3","438.08","475.02","5"
"291","10","2","438.08","453.02","1"
"292","10","2","438.08","453.02","1"
"293","10","2","438.08","453.02","1"
"294","10","2","438.08","453.02","1"
"295","10","2","438.1","453.02","1"
"296","5","1","438.1","497.02","11"
"297","4","3","438.36","453.02","1"
"298","6","1","438.36","508.02","17"
"299","6","1","438.38","508.02","15"
"300","6","1","438.78","453.02","1"
"301","6","1","438.89","453.02","1"
"302","6","1","438.89","453.02","1"
"303","4","3","439.03","453.02","1"
"304","3","4","439.08","475.02","2"
"305","10","2","440.21","453.02","1"
"306","10","2","440.21","453.02","1"
"307","6","1","440.23","453.02","1"
"308","10","2","440.23","453.02","1"
"309","11","2","440.23","453.02","1"
"310","5","3","440.23","453.02","1"
"311","6","1","440.23","453.02","1"
"312","6","1","440.23","453.02","1"
"313","7","1","440.32","453.02","1"
"314","7","1","440.32","453.02","1"
"315","7","1","440.44","453.02","1"
"316","3","4","442.29","475.02","2"
"317","4","4","442.86","453.02","1"
"318","3","8","456.25","475.02","1"
"319","4","4","456.83","486.02","2"
"320","4","4","457.05","486.02","2"
"321","4","4","458.05","475.02","1"
"322","4","4","458.62","475.02","1"
"323","4","3","458.66","486.02","2"
"324","3","7","458.74","475.02","1"
"325","4","3","460.17","475.02","1"
"326","5","3","460.34","497.02","6"
"327","5","3","460.35","497.02","5"
"328","5","3","460.73","497.02","5"
"329","4","4","461.4","475.02","1"
"330","4","7","461.56","475.02","1"
"331","5","3","461.75","497.02","4"
"332","4","5","461.79","475.02","1"
"333","5","3","461.79","497.02","3"
"334","4","4","462.01","475.02","1"
"335","8","2","462.01","519.02","11"
"336","5","3","462.2","497.02","3"
"337","8","2","462.2","519.02","11"
"338","6","1","462.2","508.02","10"
"339","6","1","462.22","508.02","9"
"340","8","2","462.38","519.02","11"
"341","5","3","462.38","497.02","3"
"342","5","3","462.54","497.02","2"
"343","4","5","462.65","475.02","1"
"344","6","3","462.65","508.02","7"
"345","6","3","462.93","508.02","6"
"346","6","3","462.93","475.02","1"
"347","6","3","462.95","475.02","1"
"348","6","3","463","475.02","1"
"349","6","3","463.22","475.02","1"
"350","6","3","463.22","475.02","1"
"351","6","3","463.37","475.02","1"
"352","7","3","463.45","475.02","1"
"353","7","3","463.59","475.02","1"
"354","7","3","463.88","475.02","1"
"355","7","3","464.23","475.02","1"
"356","4","4","464.3","475.02","1"
"357","6","1","464.33","508.02","9"
"358","8","2","464.33","475.02","1"
"359","8","2","464.33","475.02","1"
"360","8","2","464.33","475.02","1"
"361","6","1","464.33","508.02","9"
"362","9","2","464.34","475.02","1"
"363","4","5","464.34","475.02","1"
"364","4","8","464.92","475.02","1"
"365","4","5","465.28","486.02","1"
"366","4","5","465.43","486.02","1"
"367","5","4","468.36","497.02","3"
"368","5","5","472.24","486.02","1"
"369","5","8","475.47","486.02","1"
"370","5","5","475.62","486.02","1"
"371","6","1","475.83","508.02","7"
"372","5","8","475.84","486.02","1"
"373","6","1","475.96","508.02","7"
"374","7","1","475.97","508.02","11"
"375","7","1","475.98","508.02","10"
"376","5","5","475.98","486.02","1"
"377","5","4","476.05","497.02","1"
"378","5","5","476.52","497.02","1"
"379","6","3","477.06","508.02","4"
"380","6","3","477.2","508.02","4"
"381","8","2","477.61","519.02","9"
"382","6","3","477.7","508.02","4"
"383","5","6","478.1","497.02","1"
"384","6","3","478.19","508.02","4"
"385","5","8","478.5","497.02","1"
"386","5","7","478.68","497.02","1"
"387","5","4","0","0","0"
"388","5","4","0","0","0"
"389","5","4","0","0","0"
"390","5","4","0","0","0"
"391","6","3","479.3","508.02","3"
"392","7","1","479.43","519.02","7"
"393","8","2","479.47","519.02","8"
"394","8","2","479.47","519.02","8"
"395","6","4","479.65","508.02","2"
"396","9","2","479.65","530.02","14"
"397","7","1","479.67","508.02","6"
"398","9","2","479.67","530.02","11"
"399","9","2","479.79","530.02","11"
"400","9","2","479.79","530.02","11"
"401","9","2","479.82","530.02","11"
"402","9","2","479.82","530.02","11"
"403","9","2","480.02","530.02","10"
"404","9","2","480.02","530.02","10"
"405","6","4","480.68","508.02","2"
"406","6","4","480.69","508.02","2"
"407","7","1","480.8","508.02","5"
"408","7","1","481.03","508.02","5"
"409","10","2","481.03","541.02","16"
"410","7","1","481.13","519.02","5"
"411","10","2","481.3","541.02","16"
"412","7","1","481.31","519.02","5"
"413","10","2","481.31","541.02","15"
"414","8","1","481.32","519.02","8"
"415","6","5","481.32","508.02","2"
"416","6","3","481.41","508.02","2"
"417","10","2","481.54","541.02","13"
"418","10","2","481.54","541.02","11"
"419","7","3","481.63","508.02","4"
"420","10","2","481.64","541.02","11"
"421","10","2","481.66","541.02","10"
"422","8","1","481.66","519.02","8"
"423","10","2","481.76","541.02","10"
"424","11","2","481.81","552.02","14"
"425","6","4","481.81","497.02","1"
"426","7","3","482.38","508.02","4"
"427","7","3","482.38","519.02","4"
"428","6","4","482.4","497.02","1"
"429","7","3","482.55","519.02","4"
"430","7","3","482.57","519.02","4"
"431","7","3","482.57","519.02","4"
"432","6","4","483.15","497.02","1"
"433","7","3","483.28","519.02","4"
"434","7","3","483.59","519.02","4"
"435","6","8","487.29","508.02","1"
"436","6","5","489.11","508.02","1"
"437","8","3","489.43","519.02","4"
"438","6","7","489.44","508.02","1"
"439","8","3","489.44","519.02","4"
"440","8","3","489.44","519.02","4"
"441","8","3","489.6","519.02","4"
"442","8","3","489.6","519.02","4"
"443","6","8","489.62","508.02","1"
"444","8","3","489.62","519.02","3"
"445","8","3","489.62","519.02","3"
"446","8","3","489.71","519.02","3"
"447","9","3","489.72","530.02","7"
"448","9","3","489.74","530.02","6"
"449","8","1","489.76","519.02","7"
"450","8","1","489.77","519.02","7"
"451","8","1","489.77","519.02","7"
"452","6","5","490.32","508.02","1"
"453","9","3","490.32","530.02","5"
"454","11","2","490.38","552.02","13"
"455","11","2","490.41","552.02","13"
"456","7","5","492.66","508.02","1"
"457","7","5","492.68","508.02","1"
"458","7","4","493.67","508.02","1"
"459","7","4","493.74","508.02","1"
"460","7","5","493.79","508.02","1"
"461","7","4","494.56","508.02","1"
"462","8","1","494.66","519.02","4"
"463","7","4","494.66","508.02","1"
"464","7","8","494.66","508.02","1"
"465","7","6","494.82","508.02","1"
"466","7","7","494.94","508.02","1"
"467","7","4","495.17","508.02","1"
"468","8","1","495.46","519.02","3"
"469","8","1","495.46","519.02","3"
"470","7","8","495.46","508.02","1"
"471","9","1","495.47","530.02","9"
"472","9","1","495.5","530.02","7"
"473","7","4","495.5","508.02","1"
"474","9","1","495.51","530.02","7"
"475","9","1","495.51","530.02","5"
"476","9","1","495.52","530.02","5"
"477","9","1","495.52","530.02","4"
"478","9","1","495.52","530.02","4"
"479","9","1","495.53","530.02","4"
"480","7","4","0","0","0"
"481","10","1","495.53","541.02","14"
"482","11","2","495.53","552.02","12"
"483","10","1","495.53","541.02","12"
"484","10","1","495.53","541.02","11"
"485","11","2","495.67","552.02","11"
"486","11","2","495.67","552.02","11"
"487","11","2","495.67","541.02","9"
"488","11","2","495.67","541.02","9"
"489","12","2","495.71","585.02","23"
"490","12","2","495.73","585.02","22"
"491","12","2","495.78","585.02","22"
"492","12","2","495.98","585.02","21"
"493","7","4","0","0","0"
"494","12","2","496.34","585.02","20"
"495","12","2","496.42","585.02","19"
"496","12","2","496.42","585.02","15"
"497","12","2","496.48","585.02","15"
"498","9","3","496.68","530.02","4"
"499","9","3","496.7","530.02","3"
"500","9","3","496.73","508.02","1"
"501","10","1","497.2","541.02","9"
"502","10","1","497.2","508.02","2"
"503","7","8","0","0","0"
"504","10","1","497.23","508.02","1"
"505","10","1","497.23","508.02","1"
"506","9","3","497.25","508.02","1"
"507","7","4","0","0","0"
"508","13","2","498.79","596.02","20"
"509","7","5","0","0","0"
"510","7","4","0","0","0"
"511","8","4","499.02","519.02","1"
"512","8","4","499.03","519.02","1"
"513","10","1","499.05","541.02","7"
"514","11","1","499.09","541.02","9"
"515","11","1","499.19","541.02","7"
"516","13","2","499.19","530.02","2"
"517","11","1","499.2","541.02","5"
"518","11","1","499.2","541.02","4"
"519","11","1","499.21","541.02","3"
"520","8","6","499.21","519.02","1"
"521","13","2","499.21","530.02","2"
"522","13","2","499.22","530.02","2"
"523","8","5","499.22","519.02","1"
"524","13","2","499.22","530.02","2"
"525","13","2","499.22","530.02","2"
"526","13","2","499.22","519.02","1"
"527","11","1","499.22","530.02","2"
"528","13","2","499.24","519.02","1"
"529","14","2","499.24","519.02","1"
"530","14","2","499.34","519.02","1"
"531","14","2","499.34","519.02","1"
"532","14","2","499.34","519.02","1"
"533","9","3","499.35","530.02","2"
"534","11","1","499.35","530.02","2"
"535","14","2","499.35","519.02","1"
"536","11","1","499.35","519.02","1"
"537","12","1","499.35","519.02","1"
"538","14","2","499.36","519.02","1"
"539","14","2","499.44","519.02","1"
"540","12","1","499.44","519.02","1"
"541","12","1","499.44","519.02","1"
"542","8","5","499.44","519.02","1"
"543","10","3","499.46","541.02","7"
"544","12","1","499.49","519.02","1"
"545","14","2","499.49","519.02","1"
"546","15","2","499.49","519.02","1"
"547","10","3","499.5","541.02","6"
"548","15","2","499.5","519.02","1"
"549","15","2","499.5","519.02","1"
"550","8","4","499.52","519.02","1"
"551","10","3","499.52","541.02","5"
"552","10","3","499.54","541.02","5"
"553","15","2","499.54","519.02","1"
"554","12","1","499.55","519.02","1"
"555","10","3","499.55","541.02","4"
"556","15","2","499.57","519.02","1"
"557","15","2","499.57","519.02","1"
"558","15","2","499.57","519.02","1"
"559","15","2","499.57","519.02","1"
"560","12","1","499.57","519.02","1"
"561","10","3","499.57","541.02","2"
"562","16","2","499.59","519.02","1"
"563","16","2","499.59","519.02","1"
"564","10","3","499.59","519.02","1"
"565","10","3","499.6","519.02","1"
"566","12","1","499.6","519.02","1"
"567","8","4","499.66","519.02","1"
"568","12","1","499.7","519.02","1"
"569","8","4","499.76","519.02","1"
"570","11","3","499.77","519.02","1"
"571","11","3","499.77","519.02","1"
"572","16","2","499.79","519.02","1"
"573","16","2","499.79","519.02","1"
"574","16","2","499.79","519.02","1"
"575","16","2","499.79","519.02","1"
"576","11","3","499.8","519.02","1"
"577","8","8","499.8","519.02","1"
"578","16","2","499.8","519.02","1"
"579","16","2","499.8","519.02","1"
"580","17","2","499.82","519.02","1"
"581","11","3","499.82","519.02","1"
"582","17","2","499.82","519.02","1"
"583","17","2","499.88","519.02","1"
"584","17","2","499.88","519.02","1"
"585","17","2","499.88","519.02","1"
"586","17","2","499.88","519.02","1"
"587","17","2","499.88","519.02","1"
"588","11","3","499.9","519.02","1"
"589","8","4","500.3","519.02","1"
"590","8","5","502.99","519.02","1"
"591","8","4","503.94","519.02","1"
"592","9","4","504.16","519.02","1"
"593","9","4","506.05","519.02","1"
"594","9","6","506.12","519.02","1"
"595","9","4","508.02","519.02","1"
"596","9","4","508.03","519.02","1"
"597","9","4","508.72","519.02","1"
"598","9","5","509.26","530.02","1"
"599","9","4","509.82","530.02","1"
"600","9","8","510.26","530.02","1"
"601","9","3","510.76","530.02","1"
"602","9","5","510.82","530.02","1"
"603","10","1","510.84","541.02","6"
"604","10","1","510.85","541.02","5"
"605","10","1","510.98","541.02","4"
"606","9","3","510.98","530.02","1"
"607","9","5","511.35","530.02","1"
"608","9","5","512.2","530.02","1"
"609","10","5","517.64","541.02","2"
"610","10","4","518.23","541.02","2"
"611","10","4","519.2","530.02","1"
"612","10","4","520.93","541.02","1"
"613","10","4","521.23","541.02","1"
"614","10","3","521.48","541.02","1"
"615","10","3","521.59","541.02","1"
"616","10","4","522.44","541.02","1"
"617","10","5","522.48","541.02","1"
"618","11","3","522.51","552.02","3"
"619","11","3","522.51","552.02","3"
"620","10","8","522.65","541.02","1"
"621","10","4","522.79","541.02","1"
"622","11","3","523.28","552.02","2"
"623","11","3","523.28","541.02","1"
"624","11","3","523.28","541.02","1"
"625","11","3","523.6","541.02","1"
"626","11","5","527.29","541.02","1"
"627","11","8","529.67","541.02","1"
"628","11","5","530.15","541.02","1"
"629","12","1","532.98","585.02","18"
"630","12","1","533.35","585.02","17"
"631","12","1","534.93","585.02","17"
"632","12","3","535.22","585.02","10"
"633","12","4","539.27","585.02","6"
"634","12","3","539.35","585.02","7"
"635","12","3","539.38","585.02","6"
"636","12","3","539.58","585.02","5"
"637","12","4","539.95","574.02","4"
"638","12","4","539.95","574.02","3"
"639","12","3","540.21","563.02","2"
"640","13","2","543.03","585.02","12"
"641","13","2","543.21","585.02","9"
"642","12","1","543.21","585.02","12"
"643","13","2","543.87","596.02","9"
"644","13","2","543.87","596.02","9"
"645","12","1","544.11","585.02","10"
"646","12","1","544.15","585.02","8"
"647","12","1","544.16","585.02","7"
"648","12","1","544.17","585.02","6"
"649","13","2","544.17","596.02","7"
"650","13","1","544.22","585.02","10"
"651","13","2","544.25","596.02","7"
"652","12","4","544.41","574.02","3"
"653","13","1","544.41","585.02","8"
"654","12","4","544.45","574.02","3"
"655","13","1","544.45","563.02","1"
"656","13","1","544.61","563.02","1"
"657","13","2","544.61","596.02","7"
"658","14","2","544.65","596.02","9"
"659","14","2","544.65","596.02","9"
"660","13","1","544.74","563.02","1"
"661","13","1","544.78","563.02","1"
"662","13","1","544.82","563.02","1"
"663","14","2","544.82","596.02","8"
"664","14","2","544.87","563.02","1"
"665","14","2","544.87","563.02","1"
"666","13","1","544.98","563.02","1"
"667","14","1","544.99","563.02","1"
"668","14","1","544.99","563.02","1"
"669","14","2","545","563.02","1"
"670","14","1","545","563.02","1"
"671","12","3","545.11","563.02","1"
"672","14","1","545.15","563.02","1"
"673","14","2","545.31","563.02","1"
"674","14","2","545.48","563.02","1"
"675","15","2","545.84","563.02","1"
"676","12","3","546","563.02","1"
"677","12","3","546.47","563.02","1"
"678","13","3","546.47","563.02","1"
"679","14","1","546.59","563.02","1"
"680","14","1","546.59","563.02","1"
"681","12","4","548.5","563.02","1"
"682","12","4","549.5","563.02","1"
"683","12","5","550.84","585.02","3"
"684","12","6","553.1","574.02","2"
"685","12","7","566.06","585.02","1"
"686","12","3","566.68","585.02","1"
"687","13","3","571.19","585.02","1"
"688","13","3","571.28","585.02","1"
"689","13","3","571.28","585.02","1"
"690","13","4","571.38","585.02","1"
"691","13","1","571.41","585.02","2"
"692","13","1","571.84","596.02","2"
"693","13","1","571.85","596.02","2"
"694","13","3","571.85","585.02","1"
"695","13","8","571.85","585.02","1"
"696","13","3","572.13","585.02","1"
"697","13","3","572.13","585.02","1"
"698","13","1","572.17","585.02","1"
"699","13","1","572.2","585.02","1"
"700","13","3","572.3","585.02","1"
"701","13","1","572.3","585.02","1"
"702","14","1","572.3","596.02","5"
"703","14","2","572.32","596.02","3"
"704","14","2","572.32","596.02","3"
"705","14","1","572.54","596.02","5"
"706","14","2","572.76","596.02","3"
"707","14","2","572.76","596.02","3"
"708","14","1","572.88","596.02","5"
"709","13","3","572.88","585.02","1"
"710","14","1","573","596.02","5"
"711","14","3","573.22","596.02","3"
"712","14","2","573.26","596.02","3"
"713","15","2","573.28","607.02","8"
"714","15","2","573.28","607.02","8"
"715","15","2","573.28","607.02","8"
"716","15","2","573.29","607.02","8"
"717","14","1","573.37","596.02","4"
"718","15","2","573.37","607.02","8"
"719","15","2","573.4","607.02","8"
"720","14","1","573.42","596.02","4"
"721","13","5","573.47","585.02","1"
"722","14","1","573.48","596.02","4"
"723","14","3","573.48","596.02","3"
"724","14","3","573.51","596.02","2"
"725","14","1","573.51","596.02","4"
"726","15","2","573.61","607.02","8"
"727","15","1","573.61","607.02","13"
"728","15","1","573.73","607.02","12"
"729","13","8","573.73","585.02","1"
"730","15","2","573.74","607.02","8"
"731","16","2","573.74","618.02","13"
"732","14","3","573.76","596.02","2"
"733","16","2","573.76","618.02","13"
"734","15","1","573.76","607.02","11"
"735","15","1","573.76","607.02","11"
"736","16","2","573.76","618.02","12"
"737","16","2","573.76","618.02","12"
"738","13","6","573.84","585.02","1"
"739","16","2","573.84","618.02","12"
"740","14","3","573.89","596.02","2"
"741","15","1","573.89","607.02","11"
"742","15","1","573.9","607.02","10"
"743","16","2","573.9","618.02","10"
"744","16","2","573.92","618.02","10"
"745","16","2","573.92","618.02","10"
"746","17","2","573.94","618.02","16"
"747","15","1","573.94","607.02","10"
"748","17","2","573.95","618.02","16"
"749","15","1","573.95","607.02","10"
"750","14","3","574.01","596.02","2"
"751","16","1","574.01","618.02","17"
"752","17","2","574.03","618.02","14"
"753","17","2","574.03","618.02","14"
"754","16","1","574.03","618.02","14"
"755","16","1","574.07","618.02","11"
"756","16","1","574.08","618.02","10"
"757","14","3","574.08","596.02","2"
"758","17","2","574.09","618.02","14"
"759","16","1","574.09","618.02","10"
"760","14","3","574.09","596.02","2"
"761","15","3","574.09","607.02","6"
"762","17","2","574.1","618.02","14"
"763","16","1","574.11","618.02","10"
"764","16","1","574.11","618.02","10"
"765","13","4","574.11","585.02","1"
"766","16","1","574.12","618.02","9"
"767","17","2","574.12","618.02","13"
"768","15","3","574.12","607.02","6"
"769","13","4","574.14","585.02","1"
"770","17","2","574.15","618.02","12"
"771","18","2","574.15","629.02","15"
"772","17","1","574.15","618.02","14"
"773","17","1","574.15","585.02","1"
"774","17","1","574.15","585.02","1"
"775","18","2","574.22","629.02","14"
"776","15","3","574.22","607.02","6"
"777","15","3","574.26","607.02","6"
